"","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1","decoupled_minus_joint",0.116336340740343,0.0105888377908833,46,0.0950221157534027,0.137650565727284,10.9866958997621,1.87667532514419e-14
