"source","source_row","source_col","dataset_label","method","metric","value","dataset","endpoint","provenance_note","paper_metric","matches_paper_metric","paper_score","difference_from_paper"
"final_results.xlsx (older workbook)",NA,NA,"adult","ctgan","test_f1_micro_max",0.838897054,"Adult","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"census","ctgan","test_f1_micro_max",0.826422423,"Adult","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"covertype","ctgan","test_f1_micro_max",0.829783511,"Covertype","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Macro-F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"credit","ctgan","test_f1_micro_max",0.79895,"Credit","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"mnist12","ctgan","test_f1_micro_max",0.765571429,"MNIST12","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Accuracy",TRUE,0.394,0.371571429
"final_results.xlsx (older workbook)",NA,NA,"mnist28","ctgan","test_f1_micro_max",0.5615,"MNIST28","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Accuracy",TRUE,0.371,0.1905
"final_results.xlsx (older workbook)",NA,NA,"adult","ctgan","test_f1_micro_end",0.83417314,"Adult","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"census","ctgan","test_f1_micro_end",0.823168171,"Adult","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"covertype","ctgan","test_f1_micro_end",0.829582713,"Covertype","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Macro-F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"credit","ctgan","test_f1_micro_end",0.69325,"Credit","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"mnist12","ctgan","test_f1_micro_end",0.736964286,"MNIST12","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Accuracy",TRUE,0.394,0.342964286
"final_results.xlsx (older workbook)",NA,NA,"mnist28","ctgan","test_f1_micro_end",0.5205,"MNIST28","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Accuracy",TRUE,0.371,0.1495
"final_results.xlsx (older workbook)",NA,NA,"adult","ctgan","test_f1_weighted_max",0.838194077,"Adult","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"census","ctgan","test_f1_weighted_max",0.82930839,"Adult","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"covertype","ctgan","test_f1_weighted_max",0.828882813,"Covertype","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Macro-F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"credit","ctgan","test_f1_weighted_max",0.874140917,"Credit","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"mnist12","ctgan","test_f1_weighted_max",0.762319234,"MNIST12","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Accuracy",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"mnist28","ctgan","test_f1_weighted_max",0.5082427,"MNIST28","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Accuracy",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"adult","ctgan","test_f1_weighted_end",0.835098749,"Adult","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"census","ctgan","test_f1_weighted_end",0.828231179,"Adult","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"covertype","ctgan","test_f1_weighted_end",0.82851734,"Covertype","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Macro-F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"credit","ctgan","test_f1_weighted_end",0.782971272,"Credit","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"mnist12","ctgan","test_f1_weighted_end",0.72754763,"MNIST12","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Accuracy",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"mnist28","ctgan","test_f1_weighted_end",0.47563226,"MNIST28","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Accuracy",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"adult","ctgan","test_f1_binary_max",0.678932471,"Adult","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",TRUE,0.601,0.077932471
"final_results.xlsx (older workbook)",NA,NA,"credit","ctgan","test_f1_binary_max",0.116985309,"Credit","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",TRUE,0.672,-0.555014691
"final_results.xlsx (older workbook)",NA,NA,"adult","ctgan","test_f1_binary_end",0.657183499,"Adult","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",TRUE,0.601,0.056183499
"final_results.xlsx (older workbook)",NA,NA,"credit","ctgan","test_f1_binary_end",0.063931137,"Credit","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",TRUE,0.672,-0.608068863
"final_results.xlsx (older workbook)",NA,NA,"adult","ctgan","test_loss_max",0.661035898,"Adult","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"covertype","ctgan","test_loss_max",0.55839582,"Covertype","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Macro-F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"credit","ctgan","test_loss_max",0.813515249,"Credit","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"mnist12","ctgan","test_loss_max",3.436773561,"MNIST12","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Accuracy",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"mnist28","ctgan","test_loss_max",3.968689881,"MNIST28","max","Older workbook: mixed/synthetic aggregation defect; not the final April record","Accuracy",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"adult","ctgan","test_loss_end",0.34709576,"Adult","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"covertype","ctgan","test_loss_end",0.430727334,"Covertype","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Macro-F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"credit","ctgan","test_loss_end",0.783090206,"Credit","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Binary F1",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"mnist12","ctgan","test_loss_end",0.915924276,"MNIST12","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Accuracy",FALSE,NA,NA
"final_results.xlsx (older workbook)",NA,NA,"mnist28","ctgan","test_loss_end",1.394402656,"MNIST28","end","Older workbook: mixed/synthetic aggregation defect; not the final April record","Accuracy",FALSE,NA,NA
