"contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"decoupled_minus_joint",0.117611011347492,0.066865464223559,7.51363875302964,-0.0383357394620467,0.273557762157031,1.75892013482879,0.119068933517601
