global_round,train_loss,train_mae,train_mape,train_r2,train_mse,dev_loss,dev_mae,dev_mape,dev_r2,dev_mse,test_loss,test_mae,test_mape,test_r2,test_mse
106,67739240.59428571,4208.960897765442,9.591646766932794,0.5424585941499649,67739240.58732805,102277055.36842105,4583.722809611085,4.317007775285044,0.3387939435726113,102277056.8022979,124216605.92054483,4070.007759385789,2.7878818491816473,-0.029375396760688455,124216617.57015796
107,68404475.29142857,4264.5362540745145,9.566893736167263,0.5379652976769185,68404475.44241709,104172546.73684211,4634.856086713605,4.568025575341142,0.32653986140808255,104172549.81150202,124811319.52175558,4177.751644323596,2.909764130074475,-0.03430364895305438,124811318.80334736
108,67772613.72571428,4256.374733273244,9.638319753943545,0.5422331786710186,67772613.46498506,103885300.0,4637.5593866124555,4.558532563867346,0.3283968828240841,103885300.95314506,125199300.70374574,4207.735742606255,2.941055225194471,-0.037518822769780025,125199299.7262163
109,67363315.30285715,4221.479915799696,9.59074714706705,0.5449977630934891,67363315.3185806,103117322.94736843,4600.323969484846,4.459175078497912,0.33336173790022317,103117324.37503998,124837076.06356414,4118.399153602726,2.8395137383534164,-0.03451707705989793,124837073.5645452
110,66443097.474285714,4206.627348020699,9.846570507492997,0.551213327698364,66443097.78029359,103401053.05263157,4597.63019661674,4.413130320444727,0.33152748297782153,103401051.65349537,125111410.78168748,4097.837442464223,2.8093057605440297,-0.036790522383658875,125111414.38251789
111,66363174.67428572,4199.989219735972,9.840545628279788,0.551753165898458,66363174.45696843,102016968.42105263,4577.635467788008,4.433755692551813,0.34047538056982085,102016967.79433829,125250719.24378863,4089.3734379803373,2.7971847576459723,-0.03794503233875246,125250731.21680798
112,65084652.617142856,4195.952183139947,9.675897708782923,0.5603888819819729,65084652.246856555,101015877.05263157,4580.410318884312,4.405316018087132,0.34694729184278916,101015875.8798732,125195667.96519107,4113.186658209037,2.833041617729833,-0.037488748543399675,125195670.61414625
113,65244354.08,4220.61407526385,9.881397029920945,0.5593101856274485,65244353.79724204,101629290.5263158,4611.144455892377,4.484736511996659,0.3429816534546889,101629291.04559113,125165773.14112751,4151.852074828901,2.876351446128679,-0.03724093324035738,125165766.286898
114,64835672.18285714,4230.320552313269,9.854111765374666,0.5620706089421255,64835671.70498773,102221361.4736842,4627.286474536811,4.526082402695207,0.33915399399900636,102221363.27445717,126231011.51116157,4195.901124801953,2.917234677757977,-0.04606863409522677,126231021.14393435
115,68367815.68,4264.0208029225305,9.951857372953812,0.5382129124125479,68367815.95338437,105036618.5263158,4640.304265531956,4.535445367627812,0.3209537761542721,105036619.87446156,125007872.09736411,4153.218300884707,2.877865897898322,-0.03593240921069474,125007864.29168278
116,65938835.04,4207.70200864207,9.88400265384732,0.5546193447102942,65938835.20893782,103476516.63157895,4612.684096431948,4.465537464178663,0.33103962321301916,103476515.0591784,125709553.71270022,4144.0696602267,2.857261998731734,-0.041747359634648706,125709565.02717221
117,64277097.14285714,4216.140869283277,9.842576507273588,0.5658434764817145,64277096.724230446,101721675.78947368,4628.566741926007,4.578892026919125,0.3423843934291474,101721676.76554067,125942408.28351621,4181.290016308064,2.90830593234766,-0.04367691016043773,125942407.42898063
118,65729254.068571426,4201.860730673527,9.890369133541364,0.5560349499705737,65729254.12168166,101859283.57894737,4603.01056323073,4.490129529130435,0.3414947820950528,101859284.13931578,125224775.95510152,4121.832576679062,2.844708882520312,-0.037729945456071334,125224776.28808671
119,64732417.48571429,4233.308701574744,9.84123354865024,0.5627680369576156,64732417.12839732,102979305.26315789,4650.75715407092,4.595962568649513,0.33425402599201803,102979302.95348553,124950489.0150082,4174.432520073169,2.9181972715771525,-0.0354570530449263,124950502.19109373
120,66474555.885714285,4217.166827792722,10.005251995602608,0.5510008502544663,66474555.175203726,103680573.68421052,4620.421005708508,4.508050586112206,0.32972041019491605,103680574.32856242,125109474.2978938,4147.253880293316,2.871324507364588,-0.03677442256162977,125109471.58745767
121,64695372.64,4219.484982941092,9.931364372137738,0.5630182530154375,64695372.51227537,102362785.4736842,4632.5544501683235,4.618392202234238,0.33823972590604645,102362784.61923648,125697471.52932274,4201.575646028917,2.9254073129534772,-0.04164707503104248,125697463.50007771
122,64499425.53142857,4184.605004171245,9.856824223047543,0.5643417680002347,64499425.4376941,102220640.0,4594.23000205965,4.463842635760212,0.3391586636841356,102220640.95552713,125250281.12851557,4101.173344585541,2.815938020062118,-0.03794132001981576,125250283.24447145
123,66805431.611428574,4253.189711030834,9.962837181710052,0.5487659630270141,66805431.379303046,103653801.4736842,4643.361303136439,4.626089063520383,0.3298934958373094,103653800.99533801,125614002.1006432,4204.722771099859,2.9209688900156356,-0.04095546954875662,125614006.19774382
124,65373065.05142857,4183.0177602327985,9.910309300505604,0.5584408100200298,65373065.303301886,103165700.84210527,4586.503251196425,4.38928317869532,0.3330489976877644,103165699.83706589,125478976.0842477,4085.33330885461,2.780724178566812,-0.03983648819859331,125478976.66538975
125,64464289.37142857,4202.691634059234,10.006244276588527,0.5645790949540139,64464289.06005842,102351762.94736843,4610.80399719812,4.489243704788728,0.3383109714153104,102351764.18025674,125325404.37835793,4164.296151230353,2.8842393737251437,-0.03856378962497975,125325397.79367965
126,64257992.73142857,4215.953701927603,9.580927388988519,0.5659725133978594,64257992.74239269,103036498.73684211,4631.300271694499,4.515132793291265,0.33388425933072796,103036499.41357954,125581706.9562366,4199.813973588351,2.918007315034013,-0.040687853481482295,125581712.47595014
127,63916884.35428572,4202.044944518916,9.622908774551648,0.5682765087436079,63916885.04581647,101930546.94736843,4615.741119041157,4.476091711589865,0.34103408896021414,101930545.3406649,125346417.81864044,4172.5308239162605,2.8990672170968383,-0.03873792553050737,125346411.0928611
128,64607533.017142855,4211.649667706772,9.647942596562466,0.5636115624830869,64607532.74027227,102594227.15789473,4620.144862032153,4.492417692040159,0.3367434809715504,102594227.64167711,125083236.04086265,4154.302475731886,2.884986204940025,-0.036556972858518666,125083231.5328604
129,66702885.21142857,4202.506019703602,9.574676258916226,0.5494586064690672,66702885.16127212,104033573.4736842,4596.84868361595,4.401053539569939,0.3274383316355203,104033572.12127435,125151819.15752302,4100.794959994068,2.8072356506978324,-0.037125387588455405,125151823.18110843
130,65678635.017142855,4211.2920005494625,9.7357304590733,0.5563768519262142,65678635.361206025,104165385.26315789,4620.799822313123,4.482486224961119,0.326586182686078,104165384.71684712,124664237.68697187,4127.478317147201,2.85421507984644,-0.03308473070257789,124664229.70189303
131,65995666.662857145,4229.457944520824,9.544182291311436,0.5542354794918676,65995666.65206327,103651480.84210527,4631.215267113851,4.533478177275646,0.3299084867662677,103651482.15981361,124800504.47673099,4155.50240904507,2.8839438277450546,-0.03421410719375073,124800513.63498315
132,64727341.66857143,4178.600857593955,9.783300962234586,0.5628023209652554,64727341.36342366,103274823.15789473,4590.971260329512,4.391508437847696,0.3323435360262076,103274822.46492073,124995871.32097363,4074.6379023809454,2.778131600333762,-0.03583305281192972,124995874.77276927
133,63029904.388571426,4166.847020128396,9.72090255152416,0.574267577936003,63029904.16887264,101765425.89473684,4585.916273752227,4.395033521268381,0.342101558863924,101765426.34498239,124983806.99810821,4098.63744264281,2.811174455488859,-0.03573307589768571,124983810.37511458
134,68315383.2,4236.9784683618645,9.968910389127174,0.5385670636177851,68315383.68520246,105262381.68421052,4625.113033227132,4.415266327837719,0.31949426030700423,105262381.5470352,125126586.35035944,4157.884081606337,2.874279162186502,-0.03691621040356585,125126581.38646132
135,65450078.96,4209.681520477986,9.622835678013463,0.5579206216115364,65450079.464868754,102174203.78947368,4598.740565006572,4.43017479373731,0.3394588737151293,102174203.69426177,124977923.03291714,4139.436262084791,2.866995979111274,-0.03568429367302062,124977923.73457071
136,63650105.95428571,4219.878308775366,9.855895480737892,0.5700784573366908,63650105.62932614,102568404.42105263,4630.481250695394,4.567198273921021,0.33691041078099104,102568406.50855802,124948226.34127885,4209.894401528162,2.9519175369381347,-0.03543813511076421,124948219.32927245
137,66246946.85714286,4209.426136070942,9.86002444976864,0.5525382215665438,66246946.56131796,103976849.89473684,4609.260838742221,4.448173768750243,0.32780504743226013,103976847.57677136,124363207.98082986,4106.07864311758,2.8413236028413396,-0.030590195594095704,124363209.57399726
138,63816742.77714286,4171.715091447431,9.621573394721644,0.5689529150499368,63816742.74408517,102616433.26315789,4588.918662104069,4.4110082223772595,0.33659991529227873,102616434.75092997,124671022.62328163,4098.536037268502,2.8280607599289445,-0.03314098025460832,124671017.4385293
139,65775255.68,4221.762220789647,9.615372621969762,0.5557242319917222,65775256.07834639,102851159.57894737,4614.535497547667,4.541878321994189,0.3350824336235896,102851162.72614476,124650737.05738428,4154.1254651881145,2.8884983191019056,-0.03297279423802779,124650722.12336248
140,64506426.42285714,4224.767145362182,9.927186018974554,0.5642944807889192,64506426.333663404,103786984.63157895,4645.187633973889,4.561330462663245,0.32903248722611533,103786984.02622277,124854954.4996847,4210.963779279632,2.9507436867054553,-0.03466520209234325,124854948.0839535
141,63676307.017142855,4179.067846582559,9.881667769273745,0.5699014826006227,63676306.830072396,102829211.57894737,4608.293541238399,4.427309002618389,0.3352243397399759,102829212.32235588,124695975.46374069,4125.580906121664,2.8468494048534296,-0.03334770742101023,124695963.58495083
142,63616082.27428571,4178.255673353614,9.71025666069796,0.5703082640771172,63616082.62314726,101125838.10526316,4589.895152927916,4.3873202363117425,0.34623641048817455,101125836.8398173,124622596.70727709,4105.351896026454,2.834593735593851,-0.032739637019200574,124622586.61402747
143,64340729.34857143,4177.290795718202,9.987963974757532,0.5654136715036626,64340729.57240907,102670420.21052632,4596.257348520093,4.40893663810989,0.336250906452052,102670420.3377669,124676456.83642326,4110.521736274918,2.830801242393349,-0.033186073653890036,124676458.94174682
