global_round,train_loss,train_mse,train_r2,train_mae,train_mape,dev_loss,dev_mse,dev_r2,dev_mae,dev_mape,test_loss,test_mse,test_r2,test_mae,test_mape
86,136319502.2142857,136319498.79039174,-0.08450698470128493,3394.535672105186,0.9791422638684919,180613079.97435898,180613073.07690796,-0.06421601004887201,3323.3155722343604,0.9721873210234333,131266392.68962038,131266398.87281772,-0.0877964966703102,3284.9010976376194,0.972980296033815
87,136247724.9642857,136247717.6650746,-0.08393592089554214,3394.7106874211595,0.9798786558886454,180593524.6153846,180593523.3545819,-0.0641008183457632,3323.2816532886263,0.972425227987508,131251893.35880943,131251891.05570985,-0.08767627129077815,3285.0257803414115,0.9733505750288851
88,136206418.6309524,136206414.5839394,-0.08360732901853085,3391.6738858820727,0.9778072026926908,180587284.7179487,180587270.15795854,-0.06406397299538424,3320.5142789342,0.9702252388220751,131243080.07567158,131243074.43497697,-0.08760320850221959,3282.132491789936,0.9711548272345094
89,136221860.97619048,136221865.30920124,-0.08373024921420225,3389.9014112973127,0.9765114854558502,180583918.8974359,180583924.1059492,-0.06404425724580909,3318.8905526709277,0.9687684726681541,131244565.56791525,131244567.82683145,-0.0876155841477877,3280.4346492152554,0.9695420472461647
90,136238113.52380952,136238111.64447436,-0.08385949898577438,3391.9555437203794,0.9783355893507077,180587982.66666666,180587983.2503836,-0.06406817470881765,3320.5813549773957,0.9703308079671277,131247518.62277715,131247517.90941142,-0.08764003129894693,3282.162731113523,0.9712763531637355
91,136125927.83333334,136125933.24958378,-0.08296704960127022,3390.6706519407508,0.9779002092405777,180576404.05128205,180576412.84615028,-0.06399999908222509,3319.60135290829,0.9697030652936588,131234996.38138479,131234994.27424456,-0.08753624871195553,3281.080857571963,0.9705139707150968
92,136238972.66666666,136238976.27401626,-0.08386637765526572,3386.9121844193073,0.9746270332219473,180555502.6153846,180555504.5412732,-0.06387680228138404,3315.827554629453,0.9664967000286521,131211213.73035692,131211207.27274837,-0.08733912730757454,3277.304810316419,0.9672292557740519
93,136167779.75,136167782.19414592,-0.08329998416369722,3386.1791387641156,0.9747622011954863,180556352.23076922,180556355.0910398,-0.0638818139267956,3315.2548919029787,0.9663636217223505,131198720.71812335,131198725.58111861,-0.08723569230407047,3276.669883513138,0.9670842326932554
94,136133189.2857143,136133191.8699387,-0.08302479647199723,3386.599214447644,0.9749345700284486,180564578.6153846,180564581.97741243,-0.063930288735631,3315.845237762339,0.9666634092184453,131202134.22676252,131202129.43375662,-0.08726389981952454,3277.2143653239746,0.9673500153993103
95,136021338.35714287,136021339.16793534,-0.08213493817838025,3381.0184953566127,0.9707413992267453,180525749.76923078,180525754.4002804,-0.06370150723874723,3310.392695890289,0.9622450139717106,131169526.73275319,131169523.37691487,-0.0869936954511008,3271.6905161373807,0.962646029270155
96,136095000.23809522,136094996.96845034,-0.08272093211061349,3382.1190733438984,0.972155247533125,180525580.25641027,180525587.25335386,-0.06370052236853696,3311.1707459867107,0.9632544796359312,131168429.12170513,131168426.08738373,-0.08698460228089067,3272.527494798604,0.9637817641093035
97,135993622.67857143,135993622.6846525,-0.0819144361960642,3381.0251036882096,0.971380699276632,180517256.07692307,180517246.4273666,-0.06365137619987138,3310.3455269162673,0.962429722148539,131162474.18514314,131162473.06807464,-0.08693526997952006,3271.827614588047,0.9629380401436721
98,136016412.3690476,136016408.51673827,-0.08209571176022412,3379.2956210967773,0.9705134201232704,180496096.46153846,180496087.93328547,-0.06352670522358994,3308.2849304397732,0.9611028878943247,131134304.13671333,131134301.15564822,-0.08670181109053465,3269.656721845959,0.9615408742069649
99,136001512.9047619,136001514.32737282,-0.08197721915614631,3378.054770922657,0.9695393597010744,180476691.46153846,180476698.3258307,-0.06341245695611741,3306.8232778884553,0.9600316986021462,131124373.22360954,131124371.19851726,-0.086619522152376,3268.0833657675967,0.9603922574887244
100,135884087.92857143,135884088.93819842,-0.08104302664611707,3375.70583251168,0.9673069678978001,180493062.41025642,180493060.60285178,-0.06350886745880158,3305.097683723216,0.9580665687285629,131122026.1117417,131122023.90565762,-0.08660007028219985,3266.4141074541853,0.9584238313047078
101,135879091.97619048,135879091.4473638,-0.08100326847678518,3371.584369616575,0.9643804648955606,180463231.4871795,180463217.27417448,-0.06333302333173774,3300.9286840920136,0.9548917204541155,131092118.570816,131092114.92725159,-0.08635221643530189,3262.2300354276454,0.9551625736342789
102,135995123.07142857,135995123.77023643,-0.08192637827195837,3371.491977896242,0.9638181854668744,180465638.3846154,180465633.1539809,-0.06334725828120491,3300.525617265501,0.9543737786829357,131103977.14617229,131103977.11603017,-0.08645051765714529,3262.034396620578,0.954627206165299
103,135844525.6547619,135844529.3483116,-0.0807283053338701,3366.824786697858,0.9610370074539838,180424271.12820512,180424266.56113055,-0.06310351628821098,3296.0037367068862,0.9510051271250856,131060114.56198764,131060112.1405722,-0.08608701132925467,3257.3123766007798,0.9511781602477529
104,135785955.08333334,135785956.7517758,-0.08026232364659247,3367.6909051473817,0.9616517478975075,180432607.33333334,180432600.9841932,-0.06315262472929284,3297.2606527439484,0.9517719062031917,131080152.34859377,131080154.35856579,-0.08625309994527619,3258.7995521463636,0.9520489702497763
105,135696951.51190478,135696949.6316741,-0.07955421626434012,3367.193143872101,0.9618854954895651,180423747.84615386,180423752.52705407,-0.06310048747482244,3296.9249104375544,0.9518868919320044,131054304.20607895,131054296.91695294,-0.08603882093220916,3258.262095633364,0.9521074710369061
106,135794630.7142857,135794627.05048853,-0.08033130130273736,3363.932887765784,0.9589025490861575,180405081.2051282,180405062.79643062,-0.06299036305130112,3293.2708304591047,0.9488001078738123,131043576.65102787,131043581.41869675,-0.08595002226352277,3254.701965266601,0.9489453706379788
107,135590076.76190478,135590073.0858619,-0.07870394640960487,3364.7229886891882,0.9606629667646563,180398756.2820513,180398752.95122585,-0.06295318391374782,3294.3790347748077,0.9503219714802719,131046278.52995333,131046268.48890863,-0.08597228984751903,3256.014089307714,0.9505050963416011
108,135689554.79761904,135689559.6942348,-0.07949542468396786,3357.259250526028,0.9548068542366169,180348913.84615386,180348910.03676146,-0.06265949737900911,3286.5184862440788,0.9441148628970593,130997744.46487577,130997740.03583905,-0.08557013757023246,3248.285625463176,0.9440860001307171
109,135705712.5,135705716.57894558,-0.07962396282029705,3359.1215661240026,0.955359522102467,180363772.7179487,180363774.53003663,-0.06274708257677575,3288.5963038017926,0.945272133560274,131015137.31365871,131015145.42916718,-0.08571437498398105,3250.558249746179,0.9454138176424828
110,135506732.5952381,135506730.7667922,-0.07804090606721581,3356.196415155494,0.954122214376523,180348595.58974358,180348598.59496868,-0.06265766228846759,3285.701683805933,0.9432492183419448,131005141.49224366,131005138.84176517,-0.0856314510155245,3247.809829283188,0.9433111297065458
111,135558313.26190478,135558299.2716375,-0.07845116581869349,3360.6348879558113,0.9577086633825092,180363782.15384614,180363776.87334836,-0.06274709638413656,3289.9695037185,0.946853198349389,131032266.4643713,131032264.9288116,-0.0858562432145249,3252.1177320770817,0.9470327484827378
112,135462353.58333334,135462350.0636005,-0.07768782977934485,3351.529923783427,0.9514578480712937,180311639.87179488,180311654.13465697,-0.062439976572386424,3280.624602329129,0.9397982068962139,130963005.82519864,130963008.41892478,-0.08528231881747117,3242.7273733468837,0.9398011082634712
113,135416004.6190476,135416006.8934538,-0.07731914083782665,3353.05724646232,0.952429822974091,180313999.58974358,180313982.02052233,-0.06245369304022175,3282.4239326090287,0.9410957876930559,130948903.43902132,130948900.69824919,-0.08516540901223024,3244.394025570238,0.9409558600371533
114,135390891.14285713,135390892.09848037,-0.07711933691535244,3350.024112556734,0.9504789391833047,180297753.76923078,180297748.8918219,-0.06235804351075025,3279.6729080606347,0.9389204735367588,130943060.21742968,130943072.72915524,-0.08511711299422764,3241.664163442439,0.9387722412497024
115,135428903.80952382,135428908.74835032,-0.07742178317347959,3349.94036392408,0.950132790965444,180291010.69230768,180291018.7414965,-0.062318387833537825,3279.713530223912,0.9390367465030004,130954502.09408501,130954504.1074062,-0.08521184411597904,3241.6517457352234,0.9386389198432046
116,135504857.55952382,135504855.15733197,-0.07802598441933517,3346.4388513095355,0.9476437914490021,180264766.46153846,180264766.8977825,-0.062163705606510744,3275.9009630487135,0.9362546287688144,130924545.03165595,130924544.03454052,-0.08496356685246664,3237.985996723115,0.9359772051749625
117,135443218.95238096,135443216.881389,-0.07753561333245296,3344.3985967148938,0.9458974379801264,180254713.58974358,180254703.48971528,-0.06210440956664853,3273.629226707495,0.9342927271658098,130913263.9412284,130913253.23360619,-0.08487000068620909,3235.7998256368223,0.9339712849670422
118,135218565.35714287,135218570.13829976,-0.07574840780329173,3344.01045058745,0.9449704662264838,180280859.46153846,180280848.54304916,-0.062258462558868244,3274.0484924766783,0.9338795549766482,130931882.46563248,130931882.66354927,-0.08502438161538128,3236.379699248055,0.9336396721179849
119,135121125.54761904,135121126.672031,-0.07497318400391095,3338.6920424215496,0.9425827578975663,180227323.23076922,180227308.7077681,-0.061942992870485325,3268.2360360271487,0.9302151995505136,130877896.24895951,130877896.96940687,-0.08457700552018332,3230.883123203535,0.930017785760123
120,135140517.10714287,135140516.2704288,-0.07512744040214869,3340.2473518354127,0.9435079711548754,180249878.25641027,180249880.33206677,-0.06207599035257361,3269.5567728241617,0.9310524761743931,130888354.72493379,130888361.61530022,-0.08466372539091505,3231.699191347349,0.930610719927508
121,135282943.30952382,135282949.7029897,-0.07626058755892307,3336.049271114492,0.9398794962980025,180204866.6153846,180204876.52893794,-0.06181081703490099,3264.9613512394567,0.9274614693684302,130864346.88409635,130864343.8139573,-0.08446469136253532,3227.4630953274514,0.927204647933106
122,135188344.58333334,135188347.16764617,-0.07550796514422187,3334.993775127683,0.939360345025567,180187328.12820512,180187324.7010075,-0.06170739740989273,3264.213051942631,0.9270697420581835,130854866.227267,130854860.169752,-0.08438610099187849,3227.046556816469,0.9269467238954079
123,135139838.6190476,135139841.87946495,-0.07512207519968528,3334.290191424911,0.9396190689055383,180185041.94871795,180185034.3420824,-0.06169390205988701,3263.2569696837795,0.9267868692689876,130835959.16054988,130835959.99557844,-0.0842294764220799,3225.905637460694,0.926288377870535
124,135188028.92857143,135188030.76014194,-0.07550544792437153,3333.563654088537,0.939012236523637,180210293.53846154,180210290.19497135,-0.06184271566752875,3263.347057152444,0.9263094527637609,130836087.47534367,130836083.7210996,-0.08423050172779134,3225.586949632994,0.9257702089003383
125,135163105.52380952,135163107.57991728,-0.07530716841722485,3329.798186228591,0.9361452905053698,180169872.02564102,180169877.4405795,-0.06160459392195805,3259.3369388022484,0.9233863929605508,130819941.78030017,130819937.03326781,-0.08409669512833351,3221.87609517654,0.9229215245626657
126,135149078.5952381,135149077.0678531,-0.07519554690696739,3330.083758081365,0.9362684177473659,180204470.2051282,180204483.89914033,-0.06180850356495404,3259.780240679506,0.9233696287039419,130816998.69895321,130816997.53891678,-0.0840723357211699,3221.3066123598596,0.9224072960211017
127,135074825.7142857,135074827.53138822,-0.07460484534467082,3324.025444807823,0.9329103659885001,180145324.07692307,180145330.6766332,-0.06145995843826069,3254.2533166847934,0.9195877313090384,130774294.64346072,130774294.2175011,-0.08371845594819649,3216.3918589133605,0.9188250849839532
128,134840513.16666666,134840509.35684055,-0.07274069752140044,3327.799467248709,0.9354841265708632,180172531.02564102,180172528.7861983,-0.06162021629307213,3258.5378582490944,0.9226663841227986,130809050.23912221,130809048.97687663,-0.08400646648109711,3220.9144843952217,0.9222109208328548
129,135034054.5952381,135034051.93664294,-0.07428044995223604,3319.416534738,0.9291137865482243,180134425.97435898,180134420.53142527,-0.061395673217902846,3249.854926288916,0.9158658641090914,130747204.14251482,130747212.78444713,-0.08349403379405884,3211.3230048691826,0.914694781022427
130,135076160.39285713,135076158.15527698,-0.07461543129102588,3324.97486428137,0.932947612618145,180163999.7179487,180164001.17599466,-0.06156996954652416,3254.5992391347313,0.9197122133381621,130776076.27721024,130776082.64009354,-0.0837332764951706,3216.6480023458003,0.9190327425333175
131,134934966.92857143,134934964.16493565,-0.07349214467332432,3318.9950553327576,0.9292130729634575,180111754.2051282,180111740.44671223,-0.06126203666076058,3249.244209049628,0.9156974004358326,130730331.02207088,130730326.49413648,-0.08335409815478312,3211.366519865164,0.9149548547102306
132,134922295.26190478,134922296.45762354,-0.07339136512834354,3319.8917462119357,0.9301331027165167,180136676.76923078,180136671.55340943,-0.06140893678511694,3250.4917685449695,0.9165843367689993,130744338.77033673,130744340.37975597,-0.08347023035474077,3212.2547017397083,0.9156886777767574
133,135005022.9047619,135005021.53238207,-0.07404949490568025,3315.8884765871226,0.9270099516739381,180085462.2051282,180085455.31776825,-0.06110715830908964,3246.3031493192298,0.9135666921804495,130706752.85887249,130706751.32716466,-0.08315873220995207,3208.2061876274624,0.9127045079390461
134,134685010.29761904,134685013.06928802,-0.0715036271723879,3312.9225818185755,0.9262610970036353,180099135.30769232,180099134.6974358,-0.061187760530189816,3243.7045184381377,0.911762068487158,130664999.17492749,130665006.73610896,-0.08281279737594072,3205.495618391464,0.911082184239492
135,134720770.5952381,134720766.0110423,-0.07178806421477879,3309.699257177567,0.9239112139715059,180066565.07692307,180066577.03534767,-0.06099592289267175,3240.398327512953,0.9093367894380404,130659978.49590112,130659981.15639576,-0.08277115070891328,3202.2659746699683,0.908397975201406
136,134698046.0357143,134698044.94024104,-0.0716073038671945,3310.1443859035194,0.9238600176262123,180045364.4871795,180045361.56206638,-0.0608709161811305,3240.8322991562577,0.9096040510108896,130666558.8543322,130666561.56109464,-0.08282568211405272,3202.893983347928,0.9089707383846364
137,134588250.8809524,134588248.0713796,-0.07073380101371307,3311.2850081850443,0.925203211386315,180053899.15384614,180053888.8139579,-0.06092116081641663,3242.0109850924273,0.9106064512195573,130674162.87905158,130674172.82014881,-0.08288875614522495,3204.199190191159,0.9100433422433226
138,134688575.70238096,134688581.7348302,-0.0715320181416983,3305.9259661191277,0.9215949720468922,179998916.82051283,179998927.4930254,-0.060597315389984585,3236.9725422538245,0.9068418104351238,130637545.10379618,130637548.41740546,-0.08258525199382771,3199.359635163893,0.9065733465318994
139,134531829.54761904,134531833.39015886,-0.07028498689418883,3306.9523417231226,0.9228390796121482,180022585.5128205,180022584.81067863,-0.0607367100405074,3238.174612681071,0.9077166029025923,130645388.21515954,130645400.72649193,-0.08265032359165003,3200.258348837583,0.9071172368727063
140,134478513.8809524,134478517.1484326,-0.0698608228012807,3303.7135880761557,0.9204107088893015,180019789.43589744,180019802.9226705,-0.060720318481989555,3234.947551204799,0.9050341162676847,130627405.71547484,130627404.9892712,-0.08250119403471978,3196.436514133372,0.9041116228881168
141,134578645.52380952,134578644.63928705,-0.07065739969714513,3300.973643905306,0.9178501899966962,179991503.2820513,179991510.34453362,-0.06055361175303653,3231.9788747157136,0.9028319507618915,130601107.46550637,130601113.99447949,-0.08228332219338075,3193.879885916001,0.9021330545593256
142,134170099.42857143,134170098.2713474,-0.06740715748281478,3303.1852222402536,0.9212152144782833,180016421.1025641,180016419.62955013,-0.06070038329876026,3235.0808772833493,0.9054267745823398,130628591.46601085,130628589.83223467,-0.08251101275478723,3196.647489031321,0.9044993045335059
143,134572784.41666666,134572784.2933683,-0.07061077697524532,3301.7253293948515,0.9191380898378041,179998327.6153846,179998338.90211526,-0.06059384726965833,3233.2097636503286,0.9039769700593479,130616188.03884475,130616188.36626297,-0.08240824257632995,3194.971958200332,0.9029957170994499
144,134641427.33333334,134641430.0678164,-0.07115689710127082,3291.0915016290687,0.9109582425073396,179940627.5128205,179940637.776123,-0.060253858247641734,3222.2268301793015,0.8952685052342519,130535769.60247193,130535775.21145535,-0.08174186375557246,3183.4885502139414,0.8940794649321282
145,134078496.21428572,134078493.33882424,-0.06667838287583638,3291.8526460146977,0.91279300150246,179963195.23076922,179963212.95903483,-0.060386876697941405,3224.485530987764,0.8974622434933465,130552922.687098,130552926.48762494,-0.08188399531620738,3186.033506756909,0.8962224057425354
146,134245817.51190478,134245815.7916614,-0.06800953777597485,3291.9326693663106,0.9124760744362473,179962313.15384614,179962310.20595595,-0.06038155745795892,3223.978393420959,0.8969729160740454,130551176.13873124,130551176.19579262,-0.08186949075647476,3185.604820794394,0.8957736896669409
147,134305686.25,134305683.62856013,-0.06848582391150027,3290.4326008293956,0.9106708060807436,179942929.66666666,179942936.08052492,-0.060267400414323546,3222.5508600293824,0.8956303688577415,130545319.96645227,130545325.62727726,-0.08182100745847021,3184.215911028108,0.8945065200506999
148,134299196.57142857,134299198.8358048,-0.06843423332394738,3288.942341501869,0.9100441828807678,179932627.3846154,179932627.0465986,-0.06020665708735584,3221.4392326953703,0.8950725549463376,130537545.46374069,130537536.07453589,-0.08175645591858305,3183.377059795078,0.8938901137206648
149,134548454.5952381,134548459.23367175,-0.0704172558914804,3287.3978878529297,0.9086465596942532,179914925.12820512,179914936.0303875,-0.06010241733125654,3218.828465382067,0.8933216234484084,130510618.93832766,130510621.15062255,-0.08153341361535449,3180.2671760061617,0.8918683920771213
150,133784663.23809524,133784663.47275393,-0.06434078227654805,3287.723840415733,0.9106407963662387,179940240.66666666,179940226.4052321,-0.06025143435062996,3220.8959768695804,0.8948232539410679,130528372.2350864,130528371.11871932,-0.08168050649881509,3182.5403896518637,0.8936420573054628
151,134285485.33333334,134285484.36828336,-0.06832512614595432,3282.8571958799257,0.9067013131124322,179882153.46153846,179882156.60196772,-0.059909272992752616,3214.436404943657,0.8901810567601737,130480733.36864674,130480740.50316311,-0.08128579454525187,3176.0157513514428,0.888766544907576
152,133987823.64285715,133987822.32659769,-0.065957038189697,3278.8108654564267,0.9045067521189034,179893052.74358973,179893056.21373442,-0.05997349614752112,3211.1403931760206,0.8874233994773405,130461088.54988019,130461077.37325327,-0.0811228474086414,3172.239858467742,0.8855474941435475
153,134068445.02380952,134068442.90563506,-0.06659842538560445,3274.8207035776713,0.9009323288912295,179868156.12820512,179868158.3485836,-0.05982679189041451,3207.236057244289,0.8842713378937875,130443306.3591878,130443313.02733417,-0.0809756353770601,3168.983946317802,0.8828723765495965
154,133920757.84523809,133920758.2731416,-0.06542350164473532,3277.6905428274936,0.903308390430929,179875868.43589744,179875864.9822566,-0.0598722012442261,3210.3561551202424,0.886926972397251,130450507.10329172,130450499.5319615,-0.0810351894946717,3171.5851597992223,0.8851559649268917
155,134258399.02380952,134258398.16538063,-0.06810963843878315,3274.1064870853334,0.9005061971799405,179851135.5128205,179851143.1560464,-0.05972653425123209,3205.847901092508,0.8836413229042944,130412257.84134191,130412263.92469212,-0.08071833339141254,3166.95287711961,0.8817340271615928
156,133865821.48809524,133865820.6447717,-0.06498643840566287,3270.4951378428377,0.899448384741254,179823732.35897437,179823734.54141343,-0.059565036049530784,3203.1399012089064,0.8820064511620015,130385092.25652668,130385094.80588418,-0.08049318459087651,3164.385010861346,0.8802006415713232
157,133612510.39285715,133612507.73340528,-0.0629711755553033,3268.6498717223126,0.8981121849255878,179836053.15384614,179836046.74646953,-0.05963758254639551,3202.1106914375455,0.8807992954069847,130385121.40168999,130385113.08447672,-0.08049333606443798,3163.113590192007,0.8786119974836352
158,133910454.5,133910461.70144635,-0.06534158596854045,3265.9962518910565,0.8960271371217078,179795720.43589744,179795712.11792198,-0.05939992113723824,3198.576342896009,0.8785105668188811,130364979.86580905,130364970.96053807,-0.08032641953405317,3160.0774575701457,0.8767853946268448
159,133768132.32142857,133768131.82213715,-0.06420926264273463,3269.1426323592395,0.8983212230172409,179807194.97435898,179807184.48654178,-0.05946751911423065,3202.288923789675,0.8811639606109418,130388184.12057006,130388187.39404167,-0.08051881267690808,3163.652342430083,0.8795099513054054
160,133551100.73809524,133551099.34520172,-0.06248263336935822,3264.3491607047617,0.8949229973069416,179816786.23076922,179816786.47219145,-0.05952409634135236,3199.3183930951814,0.8784606877755495,130386127.04477236,130386124.18585399,-0.08050171499876857,3160.9568188987596,0.8764240843786648
161,133511549.08333333,133511554.94332716,-0.06216803288726025,3265.583658031454,0.89608783397211,179826079.05128205,179826086.43838927,-0.05957889399664973,3199.476727062502,0.8787201606174444,130372056.75268003,130372060.66282624,-0.08038517145669077,3161.178768779549,0.8768000206808184
162,133868340.3095238,133868344.5748802,-0.06500651785031941,3260.064704525861,0.8919589542792401,179759169.82051283,179759158.76894072,-0.059184539943927916,3192.578989046506,0.8741827890781511,130311021.80123597,130311016.03531289,-0.07987929841896158,3154.4373244151957,0.8724561263719972
163,133955787.07142857,133955788.00420123,-0.0657021850931303,3261.0035640058063,0.8930409333962828,179751174.92307693,179751180.0819681,-0.05913752758612478,3193.0521897558983,0.8748975815234414,130307605.00945894,130307604.72294688,-0.0798510290852048,3154.6722942096826,0.8731188708080205
164,133831756.76190476,133831761.04832116,-0.06471547298564229,3252.6179647292674,0.8878317867199668,179708176.56410256,179708168.36848915,-0.05888409214358359,3184.7198866395615,0.8689202710373339,130250545.24504982,130250539.12628709,-0.079378130029087,3146.42656549257,0.8670253598634515
165,133492750.14285715,133492750.5780532,-0.062018432385032574,3254.0169738917834,0.8898233316471339,179697377.7179487,179697371.77320045,-0.05882047598687645,3186.825098402607,0.8707768885697095,130266041.33030647,130266044.39888322,-0.07950662126031482,3148.585552385407,0.8688926305983207
166,133535459.61904761,133535462.98328622,-0.062358236317849425,3244.2574227810615,0.8827481428751464,179652813.4871795,179652827.17851236,-0.05855800843665637,3176.786509230733,0.8632758790099003,130187566.75923824,130187571.9820252,-0.07885632521443853,3138.0487833373077,0.8607463627454676
167,133813656.21428572,133813657.4108812,-0.0645714472121739,3245.768562382242,0.8828218887176589,179666237.66666666,179666242.76670706,-0.058637056334451376,3177.9822890707887,0.8639053850831576,130191083.59288687,130191088.70625436,-0.07888546808975994,3138.772410701572,0.861124764248833
168,133674149.5595238,133674153.25531442,-0.06346160428838443,3244.424965566113,0.8824520935544119,179643111.8974359,179643114.19235206,-0.05850077716761759,3176.7979335596738,0.8634219277120397,130168841.06520368,130168842.76960434,-0.07870111739406904,3138.3581730581227,0.8612370232948826
169,133337057.58333333,133337057.34409952,-0.06077979520405874,3241.79233834112,0.8816663336993613,179627881.33333334,179627884.54698804,-0.05841104040522471,3175.3791031619676,0.8624849332121491,130155451.56589735,130155456.13546644,-0.078590183188191,3136.9433760078305,0.8602457834272502
170,133600099.21428572,133600099.14396203,-0.06287245745524483,3249.5485234874345,0.8875085268781477,179649594.7948718,179649588.72654787,-0.0585389266926295,3182.0225525033206,0.8680354537675614,130180329.00945894,130180321.81193776,-0.07879624350511216,3143.8497498486167,0.866155249555904
171,133337932.0,133337934.03728841,-0.06078676984741671,3235.2680264973924,0.8778548701079572,179605493.33333334,179605485.37564117,-0.058279059057733784,3168.931896162721,0.8575329220135509,130131583.73792407,130131582.32254036,-0.07839234238288095,3129.9045080530614,0.8548324738371006
172,132916335.78571428,132916334.36497681,-0.05743268042200911,3245.366073208462,0.8850627280746911,179675168.35897437,179675174.1675372,-0.05868968231325633,3179.9770040278536,0.8655150294653512,130182229.43397655,130182217.71599789,-0.07881195474433511,3140.998151110917,0.8631408430909433
173,133189484.39285715,133189483.52693844,-0.05960575306855831,3233.3450998089143,0.8767696954712098,179567657.76923078,179567655.75355724,-0.058056157753913595,3167.0316799076704,0.8564584602771146,130100500.13015513,130100498.97402884,-0.0781347566038395,3128.2337077113507,0.8540038916052339
174,133049660.71428572,133049665.68208039,-0.058493414550004896,3233.1593142408833,0.8763384736993176,179592391.1025641,179592383.7163036,-0.05820186090486623,3167.4705672623254,0.8563063975715727,130115401.14894691,130115395.12468097,-0.0782582000793397,3128.335878828041,0.853587185381573
175,133235139.57142857,133235135.93405256,-0.05996894655755303,3230.4566483543854,0.8739889201013556,179584440.43589744,179584431.92587867,-0.05815500702804233,3164.3918541090516,0.8538671139571203,130116156.62277715,130116150.51670629,-0.07826445996614861,3125.200604021662,0.8509143343866689
176,132839872.47619048,132839876.43657373,-0.05682440971881042,3231.9859847765238,0.8759469222169177,179581171.64102563,179581173.27057615,-0.05813580624104997,3166.6112958536696,0.8558425318840605,130121415.15273048,130121418.41459537,-0.07830811470885335,3127.5097740934452,0.853118780601706
177,133346242.8095238,133346246.62878197,-0.06085290171861435,3226.0901606367634,0.8709488994884008,179538819.8974359,179538822.64027834,-0.05788626606086922,3159.3624885540744,0.8506914474747079,130062051.71824947,130062063.32124305,-0.07781624273580734,3120.9392740515686,0.8480510563170625
178,132940548.15476191,132940552.34636407,-0.05762534963076438,3223.916393721787,0.8710440905923491,179501908.5128205,179501899.3952888,-0.05766870535060953,3158.4999519687813,0.8504530474238637,130045880.07718502,130045871.99438508,-0.07768206621551133,3119.5747323740416,0.8474790446172858
179,133149064.67857143,133149065.66343077,-0.05928420365215237,3225.5389838982205,0.870991758442228,179533424.0,179533411.42044574,-0.05785438184184999,3160.2376291334917,0.8513309176874123,130043810.7988397,130043802.82056957,-0.07766491910058448,3121.3381684647634,0.8483833306763
180,132915162.41666667,132915162.55957054,-0.057423357976144285,3219.161864343144,0.8671648670596419,179479066.56410256,179479068.6233438,-0.05753418090776763,3154.356218965581,0.8470447346132411,130020770.25753562,130020775.03775558,-0.07747408929428046,3115.4960541115956,0.8443347895198625
181,132300497.51190476,132300494.25380634,-0.052533286659928624,3219.5592378256233,0.869021763404182,179505008.5128205,179505000.0899842,-0.057686975395412565,3156.2471982404018,0.848562845617318,130017273.6753689,130017272.77903078,-0.07744506629369541,3117.364991816014,0.8455880599954503
182,132568793.1904762,132568798.56662962,-0.0546678154974336,3216.1786873009764,0.8664479865722808,179477780.92307693,179477783.17872918,-0.05752660675648613,3150.9313573734116,0.8453417726602197,129953623.87488964,129953618.9375393,-0.07691757086174467,3112.511316046376,0.8424406515588251
183,132623314.51190476,132623310.7304559,-0.055101493899609055,3218.883167031576,0.8687857928314777,179502185.25641027,179502179.1693081,-0.05767035384695296,3153.7965390514105,0.8475046294785997,130001849.70034052,130001846.13828538,-0.0773172266797324,3115.36110436551,0.844626353011143
184,132899393.26190476,132899394.28221004,-0.05729791145465657,3212.9049410693005,0.8643028657806308,179461833.94871795,179461831.24601954,-0.05743261410195877,3147.1835455763608,0.8425120013558323,129969774.24643713,129969772.4120357,-0.07705143370187084,3108.677255865995,0.8394463280455586
185,132767562.60714285,132767565.6619086,-0.056249132220804965,3206.8397875511573,0.8612348018850235,179401431.46153846,179401434.83428025,-0.0570767438029407,3141.536493703341,0.8389530484733121,129906180.4265355,129906194.32602735,-0.07652456605090463,3102.6584059943434,0.8358319320032868
186,132619431.38095239,132619425.15585865,-0.05507058172029744,3204.584259752051,0.858695656141481,179433724.7179487,179433732.32454485,-0.05726704844500485,3139.587380286736,0.8366058813378094,129924030.92041871,129924037.37871018,-0.07667243032054993,3100.976890951316,0.833425537981174
187,132768163.35714285,132768159.9357527,-0.05625386004140642,3203.910479819491,0.8584979203967202,179391787.94871795,179391779.73539144,-0.05701985361973838,3139.2320450360958,0.8366262248699317,129907602.77361584,129907608.24876225,-0.07653628314081362,3100.5238504726117,0.8335730102269984
188,132224800.01190476,132224806.63013466,-0.051931144213281266,3205.301980318413,0.8615224105569299,179401375.46153846,179401381.249982,-0.05707642807126567,3142.151049690369,0.8392134181495069,129997086.47698322,129997086.76330124,-0.07727778603476487,3103.2720261418754,0.8356813031640968
189,132670043.33333333,132670043.87175798,-0.05547328530589257,3196.267777399792,0.85330179036386,179386838.6153846,179386837.76359877,-0.05699073432392332,3132.604065434864,0.8313362126948923,130057472.78067853,130057462.48623204,-0.07777811590175321,3093.9989107343104,0.8275628569572159
190,132626723.79761904,132626723.44611962,-0.055128644189970766,3199.9127685136737,0.8550546812037254,179399486.25641027,179399487.07186624,-0.05706526711462878,3135.75666907924,0.8336894893574811,130198199.03569177,130198203.2433509,-0.0789444258169123,3097.250901702975,0.8301065152766272
