global_round,train_loss,train_r2,train_mse,train_mape,train_mae,dev_loss,dev_r2,dev_mse,dev_mape,dev_mae,test_loss,test_r2,test_mse,test_mape,test_mae
11,159190593.71789473,-0.18761549187529325,159190592.9799807,1.0270915412229307,5147.46560839435,142956179.4871795,-0.22963605790404218,142956180.1147302,1.0157650901691215,5291.32515048618,131196624.2358431,-0.08721825156445395,131196620.97507313,0.9892230044605271,3294.6547505453873
12,158978604.37894738,-0.1860339851823014,158978604.34394357,1.0277618589468083,5141.525470865127,142736680.6153846,-0.22774801447948234,142736678.19452316,1.014612047264565,5284.250602778892,131135821.3696557,-0.08671441134892754,131135821.65194432,0.987078883783384,3290.1092703010777
13,158697976.32,-0.18394040788159294,158697976.63722435,1.0227029051003915,5131.573545825176,142436108.7179487,-0.2251626797155606,142436109.9249182,1.00910429317258,5272.6084567438575,131041145.15727077,-0.0859298032847522,131041141.55743572,0.9812469722409082,3280.8734861636112
14,158429724.6231579,-0.18193914940579425,158429723.54887372,1.0193525739312095,5122.450650246144,142163317.74358973,-0.2228162639613951,142163318.12524676,1.005733194625263,5262.824434945981,130956513.51242276,-0.08522841366722522,130956503.58555277,0.9772904802237554,3273.6606357931405
15,158156187.30105263,-0.17989847951117421,158156187.66724923,1.0204248565956378,5114.756849319264,141878983.17948717,-0.22037055990100263,141878983.17270744,1.0052639145616105,5253.120599058971,130875901.50662126,-0.08456051380845864,130875906.88429818,0.9734829298100952,3266.3953074703586
16,157896930.0631579,-0.17796432764174575,157896929.69603378,1.020324849489354,5107.110056230212,141603256.2051282,-0.21799889695791386,141603256.16170752,1.0060338479982112,5244.447976537231,130799464.03934923,-0.08392705091624131,130799465.75497347,0.9695633704206306,3259.2490133286456
17,157561429.28842106,-0.17546138264150724,157561429.44236577,1.016872036952841,5095.960474317939,141267156.5128205,-0.21510793071170586,141267155.50107548,1.005264584158257,5233.498380646993,130679824.88762769,-0.08293568109861726,130679835.34036095,0.9633711579305834,3248.5197825814903
18,157252300.8336842,-0.17315517355944965,157252300.10393918,1.0171456787583355,5086.875490974211,140918273.43589744,-0.21210703707403766,140918274.79884323,1.008042061395983,5223.673652970542,130572783.31946021,-0.08204851007684733,130572778.7856023,0.9579962027037711,3238.314703519888
19,156928073.92,-0.1707363348084432,156928073.63693035,1.0177652088865696,5078.782477950564,140584019.8974359,-0.2092319369083686,140584018.71185774,1.011201640425039,5215.456467645362,130479752.76251735,-0.08127753984867248,130479744.39378318,0.9539938488089564,3229.9015213800326
20,156606124.7663158,-0.16833448873686607,156606124.90605175,1.0166114760257146,5068.827458850254,140246085.53846154,-0.206325212214445,140246085.9908567,1.0144199354112307,5206.508749149847,130361082.52112499,-0.0802941860179689,130361081.28301813,0.9494044328476683,3220.8464482437544
21,156267364.04210526,-0.16580721150273625,156267363.10622826,1.011354150940781,5058.526461128512,139869814.35897437,-0.20308870184757,139869812.73831496,1.0140785667076682,5196.62296213049,130264891.10102157,-0.07949704936736901,130264889.34100133,0.9447490390530785,3212.3237012306686
22,155917629.6168421,-0.16319807069707348,155917628.13319767,1.0161424746903778,5050.443205234001,139513341.33333334,-0.20002252581852842,139513342.37470323,1.0246198958248764,5190.299457340746,130157145.218817,-0.07860414861737786,130157141.36942673,0.9396858824673914,3201.4188213642315
23,155505782.08842105,-0.16012555462168776,155505781.31970683,1.0140125407657126,5038.100303770089,139114175.58974358,-0.19658908783624773,139114174.52706847,1.0294481978199956,5180.8850257962595,130011813.62391222,-0.07739991054439965,130011823.75192265,0.932413267643819,3187.6213218468647
24,155122523.4526316,-0.15726632583645173,155122524.00376493,1.007883894350054,5027.668751682727,138670184.2051282,-0.19277008987053623,138670181.88588434,1.0315349388499653,5171.934711948879,129888575.883718,-0.07637854631423613,129888573.8565227,0.9286240567842794,3178.546883648537
25,154740350.8968421,-0.15441518617918293,154740350.97232977,1.009385942587181,5017.447870827423,138300627.4871795,-0.18959137413375649,138300627.7755607,1.0396853409192193,5164.8920722412395,129754891.97351494,-0.07527076303269431,129754895.61565264,0.9238272747185788,3167.3443468380115
26,154278575.40210527,-0.1509701882662695,154278575.87397236,1.0041546114316544,5004.980502509975,137767983.7948718,-0.18500985154782823,137767984.83313587,1.0449804273232945,5154.0913791994935,129595913.24858116,-0.07395333113027824,129595918.69109029,0.9176593593016303,3153.8043727724107
