global_round,train_loss,train_mse,train_mae,train_mape,train_r2,dev_loss,dev_mse,dev_mae,dev_mape,dev_r2,test_loss,test_mse,test_mae,test_mape,test_r2
112,446816100.5907173,446816099.3403492,12699.520259610712,5.121596601037603,0.9653191010163881,2137023130.9473684,2137023102.7960124,18286.79471704207,6.890632555996975,0.8361183081760395,6428218874.995585,6428218919.916774,35182.10822502345,29.807937272500705,-52.27025103880776
113,385457784.10126585,385457784.6133142,12123.22588755511,4.900928156664884,0.9700816006622033,2087047814.7368422,2087047805.4043293,17955.658340055692,6.879162171480277,0.8399507591566766,6518498208.07668,6518498311.827,35304.67379758048,29.92076387408052,-53.01839075380534
114,363143596.89451474,363143598.93797845,11588.065455214384,4.729461397119835,0.971813579479552,2126064983.5789473,2126065019.1426592,17706.134270806062,6.8744252247514925,0.8369586497174625,6736245640.604363,6736245714.270257,35244.96817297953,29.823417875878935,-54.82284995715662
115,373008777.721519,373008778.8515747,10895.651803816421,4.578196551914912,0.9710478655571045,2176243031.5789475,2176243103.7237267,16906.007753627866,6.493347611134073,0.8331106476145034,6817114989.677387,6817114938.867549,35010.72529514874,29.540347071067462,-55.49300819994205
116,322780984.4388186,322780984.4338095,10141.82215074849,4.348027535568407,0.9749464382964124,2067154310.7368422,2067154330.070172,16074.139431200529,6.452855288857806,0.8414763282484446,7087804450.223736,7087804401.493116,35468.85451694334,29.93773034930104,-57.73619496866689
117,302575569.113924,302575571.3787065,9569.322034347912,4.224564417076978,0.9765147387451221,2012567343.1578948,2012567337.7224402,15455.755478771109,6.239442312962042,0.8456624358510361,7037673068.224492,7037672996.765079,34750.50487456055,29.347296180495174,-57.32075913051947
118,258733429.23206753,258733429.12010422,9314.966456621509,4.01831193431081,0.9799176709786304,2051775791.1578948,2051775817.2551622,15567.043973483538,6.14417314997767,0.8426556588296457,6960415314.911842,6960415225.84761,34664.176877527316,29.23782584075705,-56.680528780130985
119,266753049.08016878,266753049.37891784,8306.223178440005,3.8574113190727353,0.9792952054038817,2023890546.5263157,2023890561.7699428,14383.683787659595,5.955130557203834,0.8447940928221851,7161425820.622021,7161425760.569379,34472.902119900544,28.996840493951645,-58.34629059992479
120,238642418.9029536,238642418.23029798,7859.963502923145,3.448716450384074,0.9814770917787687,1996478416.8421052,1996478418.0790482,13936.720491999075,5.6523890979077045,0.8468962453345784,7281332709.460462,7281332716.3745,34396.23772972435,29.022304477749383,-59.33995209724057
121,218181369.24894515,218181370.19507748,7569.372885155778,3.5158090709005987,0.9830652340615914,1950194088.4210527,1950194057.4872143,13625.73249441699,5.774318290894452,0.8504456497883046,7439254055.002144,7439253981.716621,34763.18835001212,29.233806179945542,-60.64863581724833
122,184799228.6413502,184799229.34689137,6821.1266091232055,3.0125003196809543,0.9856562836149129,1892888087.5789473,1892888111.1343179,12778.677069275003,4.987081994350457,0.8548402655636785,7561868719.154496,7561868662.412303,34399.6794991216,28.87511488789075,-61.66473606260008
123,181600055.51054853,181600055.48631394,6127.183754811307,2.7570647186707586,0.9859045965688407,1944875176.4210527,1944875190.5588825,12245.394752866343,4.976876984803577,0.8508535372414918,7499859795.073276,7499859828.748585,33755.68487464923,28.47613625283366,-61.1508727083737
124,182083501.56962025,182083501.9086183,5876.292761371105,2.7550659855939483,0.9858670725034351,1998179813.0526316,1998179869.20308,12003.496906067196,4.884281546420224,0.8467657663105579,7727257246.462354,7727257105.658654,34270.34243818676,28.869080303403948,-63.035299822237064
125,179681614.4978903,179681613.95831996,5660.563671006432,2.529313593401285,0.9860535018498647,1948634445.4736843,1948634456.533239,11641.353231442603,4.666193159017501,0.8505652507615339,7760162388.913609,7760162739.26182,34082.06178503654,28.641478120717178,-63.30798676468089
126,215369725.36708862,215369728.7053472,5595.991723647097,2.51569012586319,0.9832834675912862,2052745731.368421,2052745727.5819848,11735.3034654793,4.6781406989141265,0.8425812794066674,7645116436.017656,7645116560.2980795,33519.94846360448,28.09130670631017,-62.35460622322705
127,192038136.25316456,192038138.587647,4867.9439852861415,2.2195140955733925,0.9850944151403865,2016466560.0,2016466577.437198,10968.251132990184,4.41131172770703,0.8453634152178733,7735614200.477236,7735614083.729687,33482.848375678135,28.02002385525029,-63.10455358059778
128,164364120.7341772,164364122.1697001,4250.186629971371,1.9036858021297764,0.9872424124244561,2026468641.6842105,2026468586.588627,10621.567452713063,4.169219688679665,0.8445963920728121,7754720765.029638,7754720842.001601,33014.91917892265,27.56619324659156,-63.26289009999185
129,169573183.75527427,169573183.2174432,4300.1679399717705,1.9264840805601895,0.986838096375274,2042746987.7894738,2042746969.506966,10503.736506160936,4.120458765225084,0.8433480532367343,7702985758.220204,7702985806.439036,32807.62894843346,27.527611689179192,-62.83416507269375
130,146251538.9451477,146251542.5904921,4462.578664742442,1.9657065903484312,0.9886482716664273,1955766885.0526316,1955766947.4434385,10683.50065225049,4.447925446946257,0.8500182820948156,7752405371.754319,7752405497.842891,32868.54749078615,27.56909897763892,-63.243702986716414
131,163376516.43881857,163376516.41933826,4416.412634123227,1.737314929628071,0.9873190682462013,1986696323.368421,1986696311.3048534,10608.396058597064,4.013394826871598,0.8476464048464996,7813836160.016143,7813836205.020354,32827.55048886012,27.365399356232253,-63.752775442649096
132,181132068.65822786,181132070.41844097,4425.973955174539,1.9026212190928808,0.9859409205573646,1986682364.631579,1986682331.0431054,10417.561489757738,4.184055065427073,0.8476474769495314,7893711754.089544,7893711845.20455,32924.83226747738,27.470470455344035,-64.41469991309832
133,151504642.81012657,151504643.69245577,4554.4428160452135,2.042886292111607,0.9882405373235134,1918816340.2105262,1918816367.5708816,10708.472667706641,4.541474713810218,0.8528519077750752,7893385814.075924,7893385678.960289,33349.126533137845,27.88320981521247,-64.41199699368494
134,183687750.25316456,183687751.60775405,4280.219502193515,1.7454054235377665,0.9857425541124407,1962560532.2105262,1962560536.058518,10371.931537603077,4.120051033400268,0.8494973027968667,7804130437.214276,7804130425.449258,32582.558380800503,27.14279859563063,-63.67234425000915
135,155668887.11392406,155668887.54439422,3890.6195538778347,1.6493323844540853,0.9879173177246998,1945582511.1578948,1945582503.962603,9957.089300218382,3.885939497655386,0.8507992955643195,7789073436.218439,7789073442.159177,32568.51172490817,27.15942686886056,-63.54756796442487
136,158336293.3206751,158336294.37443662,3523.6981518284933,1.445814980623348,0.9877102793772512,1950726753.6842105,1950726764.8338277,9647.94163554593,3.88080625651627,0.8504047981095859,8052168597.454408,8052168551.848616,32746.54373022304,27.20235974217073,-65.72782080192788
137,170369431.36708862,170369436.09832639,4138.321333994845,1.6220749780349097,0.9867762929492827,1947209091.368421,1947209089.6765988,10348.733544261831,4.099510204730534,0.8506745577370318,7768615996.569554,7768615994.159632,32140.52366830819,26.831269391966195,-63.37803836312696
138,154268462.97890297,154268463.1076242,3693.0774908704598,1.5052869577363701,0.9880260156397873,1951335218.5263157,1951335246.6493409,9853.50678684837,3.88339244425158,0.8503581355212217,7992213103.582293,7992213154.491526,32898.59200403582,27.418614311317338,-65.2309741468695
139,128551957.47679324,128551959.17817454,3657.5313294899615,1.6692714042736019,0.9900220750394052,1946437328.8421052,1946437304.3773277,10114.598798111865,4.259701067471843,0.8507337435644589,8098354501.125488,8098354449.451903,33544.882328991334,28.014951828262973,-66.11056046752279
140,128547674.19409283,128547674.61931184,4068.998137468024,1.7881510073974018,0.9900224075975949,1928373069.4736843,1928373122.7856872,10253.33374664658,4.11545237745523,0.852119029777219,7967263688.725438,7967263733.735237,33029.85932915243,27.610945428287078,-65.02421984625872
141,183576133.98312235,183576135.95503688,3807.096203733597,1.5643198873528457,0.985751217477934,2004701517.4736843,2004701604.1613023,10028.6023338092,3.88239332073746,0.8462656346286952,7894657852.666414,7894658131.562012,32520.276207213654,27.033499098398632,-64.42254172938438
142,116291242.0421941,116291238.727036,3780.137723884502,1.5686176861253591,0.9909737256358362,1930077285.0526316,1930077293.4204946,10102.166865976233,3.8833477770453224,0.8519883422023287,7884104396.696683,7884104439.6003475,32975.92429445238,27.56425275470676,-64.33508393941364
143,161810174.46413502,161810173.7566758,4396.8015880876455,1.9063274360528006,0.9874406443750331,1953424869.0526316,1953424882.4577556,10570.358068503832,4.254381851526645,0.8501978878144324,7754544963.05915,7754544809.83029,32688.255514425142,27.336485891610575,-63.26143133231865
144,147074440.6835443,147074444.56878808,4180.928180504448,1.7644292378605726,0.9885843997951478,1937341584.8421052,1937341572.589775,10407.008540316632,4.275760706204646,0.8514312671016497,8037908173.148695,8037908152.419979,33462.67273874483,27.94195218254263,-65.60964575734073
145,143762358.03375527,143762357.13396722,3678.070218002746,1.2459387344577921,0.9888414768564298,1935703178.1052632,1935703121.9193146,9629.88129990038,3.5558173143023626,0.8515569148157498,7950687291.536386,7950687271.729524,32404.74747613586,26.899102221685368,-64.88685173490774
146,146479204.51476794,146479207.52214798,3953.3935314343953,1.4815014866585439,0.9886306008069652,1915251910.7368422,1915251905.5284922,10043.533843943947,3.750602215475123,0.8531252553440298,7869460651.118678,7869460846.815508,32772.79774536487,27.30410259290167,-64.21373339527744
147,143332124.56540084,143332128.08575577,3687.9154399698796,1.3879914189630331,0.9888748703043894,1940792885.8947368,1940792921.9545257,9646.352177023888,3.5909999449988224,0.8511665937940796,7954343326.559213,7954343352.022339,32663.72093601157,27.13009715306644,-64.91714944527551
148,176036106.97890297,176036107.7439251,4010.925816543243,1.5028677043772067,0.9863364581554951,1963546125.4736843,1963546132.230374,9998.75160677182,3.7350662290972587,0.84942172047495,7994339343.368395,7994339454.022862,32785.810141267175,27.24541914592019,-65.24859465905632
149,119900395.47679324,119900395.2464064,3359.0813749198674,1.3123568403708326,0.9906935907148943,1939666984.4210527,1939667023.776009,9524.64213135368,3.7272869710433425,0.8512529354429254,8105839063.641821,8105839042.507884,33051.598912855254,27.46593250071764,-66.1725848254332
150,160003117.19831222,160003118.67212182,3914.9437450359137,1.4966413463109522,0.9875809040812921,1952388874.1052632,1952388894.3736084,9847.426391130999,3.749787335687779,0.8502773345362378,8216977309.009459,8216977229.442296,33472.248643940315,27.750795337655894,-67.09358007960086
151,130446329.08016878,130446329.89190638,3873.3872939147022,1.5001582573066956,0.9898750380829091,1974242266.9473684,1974242276.1990128,10158.751472074735,3.971967512382816,0.848601466277754,8062677945.550763,8062678136.648756,32989.092480247054,27.47858141277748,-65.81491307858985
152,111825625.46835443,111825628.31466067,3629.7014087775588,1.1594128527877048,0.9913203366550909,1915899392.0,1915899390.3460746,9770.901376514059,3.4514387648132536,0.8530756017360754,8144644026.454786,8144644007.966916,33205.110614685684,27.50530937835342,-66.4941591646565
153,149391823.75527427,149391824.24972945,3628.8487551790754,1.4674379304700227,0.9884045297977594,1965441704.4210527,1965441739.7195365,9751.262676690754,3.8994848487161597,0.8492763521998239,8197313639.123219,8197313664.644993,33541.298386584254,27.89344960745699,-66.93062933910495
