global_round,train_loss,train_mse,train_mae,train_r2,train_mape,dev_loss,dev_mse,dev_mae,dev_r2,dev_mape,test_loss,test_mse,test_mae,test_r2,test_mape
102,116321414.1082621,116321413.83250758,4909.708446495553,0.09544876364407906,1.7691225549312233,130273763.6923077,130273763.31096977,5288.785385913956,0.04522579565771512,1.7535500438054692,121091046.37003405,121091048.02037476,2928.4307059784646,-0.0034739959791543207,1.1197535692595482
103,116197143.94301994,116197143.482063,4896.058252564947,0.09641512826632215,1.7589121975693478,130248422.76923077,130248424.3314978,5276.898632624974,0.04541150460899834,1.7455218423378005,121043389.19056627,121043387.59373485,2918.7474805148977,-0.003079036982991612,1.1113146327453274
104,115688582.86039886,115688583.03651221,4893.856676474936,0.10036985134462872,1.8047749633598602,129805372.71794872,129805373.90760018,5274.8571781516075,0.04865861366004043,1.7912029334875414,120986753.84335981,120986751.05139573,2927.22384222105,-0.0026096934733879085,1.1250053419117805
105,114587844.51282051,114587844.7298055,4883.023401810355,0.10892953234772906,1.8331874276458513,128900419.28205128,128900419.43510774,5270.086602409298,0.05529100965813161,1.8183172312669733,121035843.01223357,121035851.65563719,2956.8263117994934,-0.0030165871319089987,1.1588814238139848
106,114051953.01424502,114051953.28207844,4872.872206614695,0.11309678973932202,1.8612162077457113,128414041.64102565,128414041.50220996,5262.023408379692,0.05885566528862596,1.8589986179221352,121104195.40648253,121104192.13026856,2964.249805561094,-0.0035829204016806226,1.1653682337985087
107,113498730.08547008,113498730.04406057,4844.423044513561,0.11739882448462224,1.8434949563205403,127931922.46153846,127931922.12625831,5232.758089326895,0.06238911002740599,1.8273562445462006,120985368.69315173,120985363.39876631,2959.980613154261,-0.0025981940822119576,1.1650248381829613
108,112490242.11965811,112490242.03993271,4846.838174947774,0.12524113864611885,1.9255441243284954,127105379.48717949,127105381.74784793,5238.350717829589,0.06844681045838064,1.9038657530013916,120998974.40812208,120998970.15696079,2983.128338037636,-0.0027109524424786535,1.2019207301232204
109,112425125.43589744,112425126.06199893,4836.148468684607,0.12574750059965678,1.9015485532150094,126976613.33333333,126976612.29615323,5226.824100424846,0.0693905595883717,1.8840381619751292,121062468.1816118,121062462.13855696,2979.344661719863,-0.0032371065515273134,1.187917614101809
110,111487605.62962963,111487605.59812567,4833.470026167656,0.13303794925192847,1.9607618465845795,126039889.23076923,126039889.22568835,5223.12446056975,0.07625578710281222,1.948692904356558,120939055.22285283,120939062.36882769,2991.5613475726914,-0.002214500322103019,1.2101759670078869
111,110739566.06267807,110739565.82822149,4825.03533060244,0.1388549375124436,1.994394324323248,125471153.43589744,125471153.00947078,5221.210589981614,0.08042404519652813,1.9875067172087886,121136025.79064195,121136028.65651675,3018.3895325126077,-0.003846747717858312,1.2354332041453333
112,110293759.64672364,110293759.55703862,4815.55182206463,0.14232166475111296,2.04005832262297,125080283.6923077,125080282.22021332,5211.598022595812,0.08328873058926589,2.0319060261796125,121003866.51481903,121003872.09414247,3013.7563051297607,-0.002751574491524744,1.241894145442368
113,109377174.06267807,109377173.74395043,4796.9342602866245,0.1494493190938383,2.0376751530772457,124359257.02564102,124359257.72801563,5198.291588877256,0.08857310687772912,2.0303735103491762,121019704.52768318,121019702.38927269,3037.5323634470587,-0.0028827591643107997,1.2637946613099613
114,108718595.79487179,108718596.83847807,4794.817585504759,0.15457061649259807,2.0776621338198114,123620368.20512821,123620369.01895279,5194.210095716975,0.09398840970895983,2.0629327228197094,121119264.87879935,121119275.09136106,3058.6527046485544,-0.003707911963700461,1.2820899212230745
115,108205472.68376069,108205472.58193928,4786.639437923786,0.15856082917454417,2.0870499534856153,123318242.87179486,123318242.81500085,5191.622619473399,0.09620268753941286,2.070481772483787,121156995.90263589,121156996.89424567,3064.7282986495998,-0.004020510201926841,1.2962255085268874
116,107042946.62108262,107042946.3362876,4784.677968310728,0.1676009922722399,2.1979219640575125,122230295.38461539,122230294.48278382,5190.532824760064,0.10417624243533219,2.1890614934151857,121064556.23432967,121064557.57167836,3094.2354347738014,-0.0032544712756916727,1.3377639075872831
117,106424317.72079772,106424317.49304442,4752.186654049192,0.17241164120233976,2.1538467160267327,121707045.53846154,121707045.72061764,5159.739620356224,0.10801112374890698,2.128936909729571,121177541.69453904,121177533.38963209,3091.307978169767,-0.004190694864011357,1.3262977749459797
118,106335660.66096866,106335660.69450597,4747.964597608459,0.17310106384677892,2.194656762252219,121797309.94871795,121797311.05836758,5157.982239952455,0.10734957061771999,2.1789423028442814,121076944.25879683,121076951.14711998,3079.718293354421,-0.003357176065815981,1.3254040596747811
119,105205685.56125356,105205685.24795304,4740.888228452189,0.1818881018783408,2.258385680900036,120666783.17948718,120666783.99127309,5151.9124012589455,0.11563518434023123,2.251139110257455,121240145.18047673,121240142.29170252,3103.9617857185526,-0.004709530947863971,1.350562219511517
120,104982267.3960114,104982267.11413123,4735.065442003289,0.18362547028295673,2.25473989967642,120587499.07692307,120587499.04278836,5150.055705652787,0.11621626238451199,2.252458374152895,121206627.55151974,121206629.31411177,3108.8042638352667,-0.00443181098350709,1.362013855565735
121,103573992.27350427,103573992.0304104,4721.509329503981,0.19457665223766674,2.3078320932920384,119347437.94871795,119347438.48851146,5139.960260878007,0.12530464517897977,2.2968366071582205,121616769.56640181,121616777.71979281,3159.723287151566,-0.007830685353840128,1.4084629991394886
122,103473016.21652421,103473016.28004357,4724.767397686627,0.19536187085586365,2.364205006723083,119103091.48717949,119103091.36900078,5138.7161279534685,0.12709546107839653,2.3512135622547374,121445443.7308614,121445448.56162842,3175.947093707193,-0.006410891258557205,1.4354317090713
123,102934728.03418803,102934727.93146458,4705.761882869607,0.1995477672886926,2.3760507555039787,118712506.46153846,118712506.06652495,5122.071625131827,0.12995805414334827,2.355638696731991,121361691.62088536,121361698.11142638,3171.1189289109857,-0.005716856478090504,1.4324749742704441
124,101676460.14814815,101676460.01941843,4684.274782753058,0.2093324471512258,2.41052059923,117945071.58974358,117945071.14376564,5113.700908809136,0.13558257169115984,2.3981831699597267,121795962.8144785,121795959.9218052,3211.0382739887486,-0.009315557135868735,1.4643120178230071
125,101958890.91737892,101958891.14601354,4686.464718866722,0.20713617549040453,2.3741870761554744,118025731.48717949,118025731.99979454,5109.821229587763,0.13499140964379708,2.363421345302299,121518976.42476983,121518976.6568794,3193.6082289011724,-0.0070202140182860084,1.4512122977367372
126,100406794.47293447,100406794.64788222,4667.379827926641,0.21920575717851865,2.4757802405755007,116918344.20512821,116918343.85312009,5104.395560642083,0.14310743861054565,2.4837630250148957,121998551.71875393,121998544.1485764,3245.926480893094,-0.01099436004396015,1.506335174063622
127,99974018.07407407,99974017.8429768,4668.08558882047,0.22257116326365312,2.489579476819286,116270510.15384616,116270510.135457,5098.651526843126,0.1478554009523675,2.5026571119367462,121884967.0515828,121884961.73993139,3249.521164198303,-0.010053109676247063,1.5045768044036125
128,99562037.93732193,99562037.71394153,4662.975455896892,0.2257748479747892,2.5496309407320195,115980046.35897435,115980047.35364902,5094.3938412414145,0.1499841977595171,2.5441405076374517,122102240.22625804,122102237.9427154,3268.672014107273,-0.011853664077280612,1.5273130391327854
129,98606895.2934473,98606895.63849814,4650.053365417525,0.2332023277205385,2.5837076287155054,115342001.84615384,115342000.30665231,5088.071416833462,0.15466043375782057,2.577384026439672,122114654.73830244,122114657.8833499,3266.8035548375283,-0.011956587354121195,1.5316955606891094
130,98962327.48717949,98962327.14343953,4665.430766394081,0.23043838257371008,2.592145177819744,115585926.97435898,115585926.1829317,5098.933118725435,0.15287270514290963,2.569143893180797,121847514.23332073,121847513.59382424,3246.5799953110927,-0.009742779214743091,1.5263761327281713
131,97255782.78062677,97255783.18317397,4636.716119812425,0.2437089954238657,2.668330082359211,114062380.82051282,114062381.6579099,5078.2691814884165,0.16403873715647355,2.665689114632265,122726649.27607517,122726646.5646842,3341.184617549508,-0.01702809955582585,1.6064556641408436
132,97179771.66951567,97179771.81268677,4655.101560837523,0.2443000833146156,2.7463693913397855,113844101.23076923,113844102.87101139,5093.923965918712,0.16563849868779856,2.7308247549826064,122612143.38958254,122612136.63129464,3343.1404669890717,-0.016079162848148032,1.6255678227581798
133,96215552.02279203,96215551.79919675,4629.198024295843,0.2517981559100656,2.7441043934916904,113355676.0,113355676.20202473,5077.749878699963,0.1692181694703806,2.737596012729878,122908371.64585698,122908372.56859994,3355.934324301331,-0.018534051666273976,1.6228011850957431
134,95635942.92877492,95635943.15614063,4632.290804489216,0.2563053717132875,2.8298427674548607,112634798.35897435,112634798.0227321,5077.30017489959,0.1745014734340412,2.8099034539766805,123113558.34581915,123113571.62842596,3406.46259372041,-0.020234523533526616,1.6853785929697553
135,94756850.55270655,94756850.75236988,4615.361970812846,0.2631414657264407,2.869768400727599,111809584.3076923,111809585.18899135,5059.652012378741,0.180549444312622,2.8505330672159013,123240417.48644218,123240416.82949159,3402.6210358478124,-0.02128568183849633,1.67743335396088
136,94156077.85754986,94156078.00830595,4603.444022056893,0.26781326011499973,2.848533696665193,111658730.76923077,111658729.79674335,5062.5163271473,0.18165506092677108,2.849283706977383,123442810.00201792,123442806.48397164,3422.1362190299506,-0.0229628723380928,1.6892973685505537
137,93801777.13960114,93801776.9988953,4608.631135297636,0.2705684141794614,2.9149510050736214,111103533.23076923,111103532.42121162,5063.7859956774955,0.18572409308646154,2.9084617259647323,123450561.307605,123450568.48519288,3441.2817288361575,-0.023027195560243463,1.7128175797904093
138,93149774.4045584,93149774.5579797,4583.519691147017,0.27563858651150075,2.9178510845501537,110946699.28205128,110946699.3103659,5051.384635424002,0.18687352029894488,2.9310000888560843,124068518.08349098,124068513.06893614,3467.399163517379,-0.02814806395538838,1.7404864548477692
139,92501261.53846154,92501261.74088155,4592.125380042102,0.28068162245106965,2.997074144139885,110260997.33333333,110260997.3104068,5060.379883720325,0.19189901864018855,2.9990575894619718,124011777.30079456,124011772.61758593,3487.489758864254,-0.027677859358261836,1.7608159134727623
140,91883590.91737892,91883590.98531957,4569.016374679033,0.28548482099548367,2.9933180124349925,109939247.38461539,109939248.32638471,5040.936339419622,0.1942571114933468,2.9990415636276855,124139343.18955731,124139338.59551069,3509.3941154638746,-0.028734990696307694,1.7844972201234737
141,91588966.7008547,91588966.46630228,4594.365566128679,0.2877759122413449,3.1208731236522387,109786178.56410256,109786179.27015014,5067.434108021932,0.19537895201335187,3.1152387878858416,124284611.94803885,124284609.35872842,3510.235613996737,-0.029938840490724372,1.79911668568066
142,89976130.89458689,89976131.19160782,4536.900031076537,0.30031781741337105,3.075436125413162,108657447.07692307,108657448.2326444,5028.874914850944,0.2036514026654338,3.102082621155737,125309509.92508513,125309511.38275929,3605.914208375486,-0.03843213992412542,1.8612041977508327
143,89481935.74928775,89481935.65946952,4552.1294573694895,0.3041608344888078,3.1903773232537627,108172098.05128205,108172099.11128667,5041.2575070277235,0.20720851815357988,3.199220218207165,125223145.68949427,125223146.53328362,3591.600800330318,-0.03771643977921535,1.8599335240226
144,89457086.11965811,89457085.92182599,4575.502762134428,0.3043540737228231,3.2903838656942925,107853135.58974358,107853135.47375192,5055.654702849877,0.20954619724951895,3.284865042788232,125415635.95762391,125415633.47218524,3624.6715731919676,-0.03931156708970751,1.907024864304193
145,88569512.58119658,88569512.56164062,4556.470831575896,0.3112561182721466,3.3017078976106875,107109862.15384616,107109860.72578557,5041.733613408529,0.21499364528556975,3.2978745855637497,126055574.15008198,126055577.55304204,3687.3142422769783,-0.044614743951406854,1.9581624280747634
146,88237072.67236467,88237072.60728826,4553.464644619203,0.313841274021341,3.340176681669213,107084379.6923077,107084377.82174848,5047.591040430925,0.21518040905755254,3.3512823373453844,126119881.61230925,126119871.0549973,3662.1550593833813,-0.04514754020990219,1.9314224191438523
147,87927240.62678063,87927240.78481151,4558.339075833984,0.31625062195522435,3.3946748326854044,106921404.71794872,106921406.56845708,5056.082517773677,0.21637482261203422,3.4090634270593583,126149961.95535377,126149960.84424324,3676.203546630613,-0.04539689242500322,1.9557770478445098
148,86791783.4985755,86791783.53462654,4508.773244961714,0.32508028818472023,3.3443331521337902,106279501.02564102,106279502.4880555,5015.580749447529,0.22107932674282016,3.3563545506069907,126602270.9451381,126602263.91832536,3713.8375021253382,-0.049145099914845725,1.9722784224661472
149,86210746.8034188,86210746.54045665,4532.0531461946985,0.3295986112873065,3.4621136718071064,105692791.28205128,105692790.9751966,5040.790550806583,0.2253793254811013,3.4749640187717525,127352326.08500442,127352335.76513486,3752.241225509268,-0.055360898734777786,2.0276717807263056
150,85973136.41025642,85973136.76973696,4571.9216039364155,0.33144633824310343,3.574063720389455,105459649.33333333,105459648.46704845,5079.33391785316,0.22708802297365904,3.5739737459113,126971617.05536638,126971611.86649594,3781.2408123307428,-0.052205863427232435,2.0756869818416916
151,85516811.44159544,85516811.94268216,4549.354357186546,0.33499486102057474,3.5979357764083626,105158988.0,105158987.95937061,5059.055060365261,0.22929155874094953,3.5959408112783864,127129158.3337117,127129162.6844012,3787.651582473253,-0.0535114772723333,2.0719599541430362
152,84626166.41595441,84626166.55197431,4522.73146141798,0.3419207946279459,3.6133625865385754,104471696.82051282,104471697.09571435,5041.734340163378,0.2343287018373129,3.6174456704343787,128180074.00731492,128180070.42346853,3842.323768687889,-0.06222028445145589,2.117594766629378
153,84110822.95156695,84110822.83054747,4515.204111852538,0.345928266554277,3.6854432093623957,104216030.87179486,104216031.09125744,5039.491000028757,0.2362024736527477,3.6880675250443593,129000653.06999622,129000655.98719186,3900.216025891438,-0.06902042606501024,2.1670663289501073
154,84306874.55270655,84306874.60484831,4561.806212077114,0.34440370741257886,3.7976227718894546,104006054.15384616,104006054.87155944,5075.249878265919,0.2377413858097137,3.7697194262511338,128416417.01248582,128416421.90388474,3865.999116252659,-0.06417891449377677,2.1569516184916875
155,82630531.21367522,82630531.3639432,4510.996151341333,0.3574394701423974,3.819776698321973,102943023.38461539,102943023.56078798,5040.784525452516,0.2455323242775771,3.8280285611628426,130013156.80817252,130013164.56334898,3968.05336263144,-0.0774110217654338,2.231253619888837
156,82703178.27920228,82703178.59754293,4522.658058620586,0.35687454281899766,3.8336545980375645,103141906.15384616,103141905.92027748,5052.548205883075,0.24407471883413845,3.825527466490979,129456456.83289191,129456454.97959518,3960.695301388353,-0.07279760401290658,2.236674908361793
157,83055954.34757835,83055954.16175519,4534.351763101045,0.354131251087487,3.8487278713316164,103157836.20512821,103157837.64002424,5055.320874703236,0.2439579555300131,3.8464005562812216,129243424.95396645,129243432.95987536,3917.5463876694175,-0.07103230376276892,2.1979532868491964
158,81846846.78062677,81846847.28151433,4513.157627873611,0.3635336395847859,3.892686532741398,102450365.53846154,102450365.58270241,5048.571913254566,0.24914300625286245,3.8959140793372202,129908026.00075671,129908026.08548672,3969.7286537450414,-0.07653974572780431,2.2336425210440507
159,81616112.68376069,81616112.49798688,4510.434467556809,0.36532790451704156,3.945000210795554,101974957.94871795,101974958.51351723,5038.885671135707,0.25262725660906415,3.94941984818661,129847183.46273175,129847174.72807242,3967.409362188698,-0.076035474307385,2.233047783998117
160,80766256.11396012,80766255.95115362,4484.605507585058,0.3719366514780277,3.964917848327185,101612958.66666667,101612958.8911527,5029.259852152604,0.25528034570874947,3.991142347892801,130585721.88220456,130585718.83515659,4035.5195404487654,-0.082155743464011,2.2999353351560994
161,80692528.66096866,80692528.9145644,4523.513358299039,0.37250997568293875,4.066158750337987,101730604.92307693,101730605.8440142,5074.42683765827,0.25441811318428087,4.085113085021394,130414704.57056375,130414699.64282413,4004.7694052192146,-0.08073851803633025,2.279948849045013
162,79684503.95441595,79684503.9804393,4493.951457350682,0.38034868886908835,4.153352496573442,100710029.74358974,100710028.83235256,5044.821635976816,0.2618979048131852,4.182694754995203,131974839.05360071,131974842.97377655,4117.982469504591,-0.0936673289451897,2.3726833921150225
163,80674918.41595441,80674918.61223853,4527.9310468380945,0.37264691883224066,4.124441210410933,101474376.71794872,101474376.56441858,5068.951737251037,0.2562960132336648,4.140940997645215,130768180.90705007,130768181.23280036,4023.4366727115257,-0.08366779802355806,2.3031769606310135
164,79260545.13960114,79260545.67733715,4515.346244665293,0.3836455195608697,4.225188451227995,100508694.97435898,100508695.99351934,5070.9408380007135,0.2633734697782205,4.2559101765042335,132333766.68180098,132333768.9335206,4141.79688455286,-0.09664172608662347,2.4027984684943244
165,78859903.05413106,78859902.94281495,4521.733323003152,0.3867610411910565,4.320304803395941,100319956.71794872,100319957.35883202,5084.618289042742,0.2647567320344285,4.345661969614121,132619905.91650902,132619902.48493464,4136.030524706206,-0.09901289706016092,2.4077672144741253
166,78147105.57264957,78147105.64632659,4517.341889982889,0.3923039730947049,4.3957568357467665,99901051.28205128,99901050.88245527,5086.48662680846,0.2678268905031119,4.4307627790476705,133833755.36940345,133833758.02805461,4209.574969138334,-0.10907204257346992,2.4714451092410252
167,77711702.1082621,77711701.87153976,4507.35934625358,0.39568980730889847,4.378237127164763,99296612.71794872,99296611.96710856,5073.774835021068,0.2722568130739069,4.399750810526627,133876424.94892168,133876422.13065681,4244.067682773081,-0.10942559734257151,2.5047589542717255
168,77015044.51282051,77015044.55189008,4488.582198629352,0.4011072297682995,4.434734090410463,99009158.35897435,99009159.1463422,5067.025144026829,0.27436354992757417,4.4724715068352445,135176959.13885736,135176957.20691088,4301.567064265793,-0.12020305076472804,2.539497661419685
169,76868804.3988604,76868804.31336477,4500.516892333316,0.40224443902500207,4.521775079937114,98855437.23076923,98855438.74451087,5077.180953676884,0.2754901641484234,4.558982261114147,134892181.60524657,134892185.79980642,4292.228663990696,-0.11784316779650372,2.533498404148623
170,76044387.54415955,76044387.2547246,4469.518750803423,0.40865536066957264,4.501316158496669,98626806.15384616,98626805.6796737,5063.602633146139,0.27716581200734935,4.533779271692935,136488069.9588851,136488080.82459277,4337.568659235511,-0.13106825077221762,2.5638169230781735
171,75908404.56980057,75908404.1786118,4494.9189142240075,0.40971280706373725,4.632681733268805,98149338.35897435,98149338.52238166,5079.6374122424,0.2806651607143863,4.669624653277415,136119721.08008575,136119712.81913528,4393.316079197322,-0.12801560798424627,2.6370709684280986
172,75667984.23931624,75667984.35791162,4504.169324143999,0.4115823858359825,4.6616980060182165,98203994.25641026,98203994.86585857,5097.49541763159,0.28026458529897547,4.703936513264721,136847835.7412032,136847841.1241198,4414.541091632205,-0.1340495620356259,2.6507819717744274
173,75776666.03988604,75776666.28603658,4537.351899546436,0.4107372415997155,4.707666620456207,98279753.33333333,98279752.04593502,5128.908879078352,0.2797093622095952,4.739881462585105,137408129.34998107,137408124.44677383,4452.832258024588,-0.13869259514051335,2.7004586002680644
174,75577890.37037037,75577890.61059035,4532.656967264295,0.41228298263791563,4.731203544871618,98325634.87179486,98325634.36066112,5127.830771403435,0.27937309150225853,4.75362141553202,136491767.70639426,136491755.15191942,4390.190480846492,-0.13109869969462196,2.6522146028627946
175,74814807.15669516,74814807.28763326,4513.305231566443,0.4182169542127223,4.814057530345014,97743249.43589744,97743250.26127069,5116.212404101323,0.28364137470053985,4.860470444478574,137379148.18514314,137379147.68357217,4460.981353101612,-0.13845246650312948,2.708213323845654
176,74599376.0,74599375.92248498,4525.421024952179,0.41989221503765783,4.83454871146424,97758287.07692307,97758287.17115577,5134.732765806027,0.28353116944273205,4.876179490560225,137154161.9694791,137154159.28550503,4469.049169649376,-0.1365880016186618,2.720713805298054
177,73991073.75498575,73991073.66613044,4521.434650197668,0.42462256123905373,4.9649390518581,97192514.46153846,97192514.75274476,5129.904444208512,0.28767770591253317,5.018610026326545,138269640.92218438,138269642.54155278,4522.32479227571,-0.145831942097282,2.7592057268013077
178,73612342.06267807,73612341.93383615,4518.165663864538,0.4275676961493575,5.028726583885245,97064968.92307693,97064968.96897632,5136.805691810755,0.2886124868010229,5.095923529001755,138774272.288561,138774276.32176578,4593.125512409727,-0.15001381089943466,2.8422594897190328
179,73911881.65242165,73911881.62392022,4529.880168601998,0.4252383830153774,5.034089238439381,96836342.05128205,96836342.27653262,5132.063253466899,0.29028808795678496,5.066680022366096,138955553.90440157,138955556.71718478,4590.006752571282,-0.15151607027993985,2.8261517091024713
180,73012651.53276353,73012651.70442219,4513.529759685538,0.4322310725696962,5.076560085662464,96752727.38461539,96752726.48072976,5138.1596530553625,0.2909009067076914,5.128273899058761,140119937.0286291,140119948.24230397,4614.831261690515,-0.16116531054746996,2.841988347270201
181,72302879.14529915,72302879.12350358,4505.880426882679,0.4377504833509813,5.121809001559164,96347105.84615384,96347106.39819601,5142.445437345749,0.293873689420984,5.193953969871158,142074315.6897465,142074313.91537222,4714.897195701296,-0.17736101752680256,2.933389190495147
182,72415707.53276353,72415707.60219125,4518.734862913773,0.43687309425700027,5.142226586328052,96085703.79487179,96085703.28066798,5142.164295165967,0.2957895084409248,5.198782489099405,141734351.90969858,141734352.9993417,4729.896616390756,-0.1745437825250169,2.9604937100333175
183,72125048.35327636,72125048.88649651,4525.751562513177,0.43913334619150535,5.182183978975345,96243426.35897435,96243425.52354927,5165.011697781391,0.2946335647948154,5.2456317455148405,142372007.59288687,142371996.06632456,4729.279627707255,-0.1798278910276212,2.9563579463900123
184,72227583.2022792,72227583.17202914,4523.914570387273,0.43833600792255223,5.228149287186986,96178248.51282051,96178248.20209447,5153.381563431178,0.2951112482795907,5.280626512702135,141965051.03089923,141965058.8989282,4728.835211359457,-0.17645562798955594,2.9599685426063416
185,71549637.78917378,71549637.91600993,4501.121921784517,0.4436079195965008,5.163047776155588,96014537.94871795,96014538.05805676,5151.744189402996,0.2963110771518346,5.240532842218208,143269118.4865683,143269120.1470154,4777.212670993889,-0.18726230257874166,2.9869335026553316
186,70952216.62678063,70952216.38665971,4460.754038595406,0.44825365390452343,5.210718245830743,95902250.46153846,95902250.35925296,5128.031545853003,0.29713403179410525,5.296298936206004,144843026.77563375,144843023.15134946,4841.314035947513,-0.2003051390465287,3.035795950323806
187,71383907.80626781,71383907.46817525,4545.872081323227,0.4448966907397619,5.412694895587499,95982047.79487179,95982047.70024307,5199.8576504633975,0.296549198433833,5.481833873179748,144236174.39223105,144236171.71052876,4844.059949601849,-0.19527619883797076,3.069937726004439
188,70771808.77492878,70771808.38562088,4491.435997295243,0.4496565622342241,5.326436783021277,95590270.66666667,95590270.56048891,5150.425769096766,0.29942052645400674,5.393429346783932,144974379.4127885,144974376.41779152,4886.344295583016,-0.2013936554093514,3.0826986656202817
189,70401951.13390313,70401951.24149133,4477.120094812493,0.4525326856063073,5.334453732055429,95109987.8974359,95109987.99253249,5134.124096766496,0.3029405092581071,5.407615050330514,147137138.81952327,147137138.73086533,4940.554149052763,-0.21931633240433568,3.113340251222576
190,71047529.26495726,71047529.26393646,4533.359334254877,0.44751247153628415,5.415982278525608,95454368.1025641,95454368.65179406,5175.7789093286565,0.3004165492405212,5.450427532136873,144316219.5964182,144316215.367437,4902.37121155578,-0.1959395156525796,3.1284148267688026
191,70823368.011396,70823368.26353839,4576.816168437996,0.44925561670080916,5.598789930720169,95442654.05128205,95442655.00880244,5228.442763738143,0.30050239833156633,5.641412689960183,145687890.83717996,145687898.40647066,4925.450381966614,-0.20730656782446544,3.150961408912747
192,69924283.87464388,69924283.78127441,4501.475106378566,0.45624717529028214,5.477849925094552,95365568.71794872,95365568.26172411,5176.860527448165,0.30106736579497917,5.528735926678903,146183625.7777778,146183634.24829248,4953.386200593931,-0.21141469996367457,3.1568233156907337
193,70530601.66381766,70530601.395883,4514.964509872969,0.4515322622760002,5.426772648160609,95021296.71794872,95021297.53389518,5159.642784699416,0.30359052012695764,5.467115334561406,145883104.28704754,145883109.3821041,4960.07392497453,-0.20892426905820916,3.1680460335159
194,69187763.84045584,69187763.47489509,4461.789155302225,0.46197458464498575,5.467103168062434,94587319.17948718,94587318.39939182,5138.090873045799,0.3067711458517056,5.54118114195689,149433352.5054862,149433360.114079,5077.1224508796695,-0.23834497642662944,3.24702285133215
195,69445284.49002849,69445284.24437885,4497.71346431614,0.4599720236138821,5.542419221177379,94591318.56410256,94591319.17326653,5165.6823060298575,0.30674182424775487,5.6121229382980236,148836888.0882835,148836889.50101236,5081.152864946665,-0.23340206149308762,3.2650287704676932
196,68836320.06837606,68836319.8192348,4464.281389734344,0.4647075190442762,5.5230118005461515,94921050.25641026,94921049.5783712,5162.436719931089,0.3043252356946954,5.6030594828401155,149727268.10795814,149727263.63851154,5059.673042773659,-0.24078053668410648,3.2279744330116062
197,68691477.45868947,68691477.22401673,4489.741268769289,0.46583385979500125,5.684234592028806,94426281.43589744,94426282.95924874,5183.113891962247,0.3079513718644178,5.7576594569648245,150098056.9907933,150098052.84172046,5163.647361352203,-0.2438532437875034,3.3466976744936634
198,68415532.22792023,68415532.29529116,4486.401744497468,0.46797969277812057,5.6888362360051765,94676133.64102565,94676133.6032439,5192.725101208075,0.3061202207272894,5.745156081332629,150891448.2482028,150891445.20840785,5189.674185468173,-0.25042803706574146,3.3559912569738852
199,68769841.67521368,68769841.78360319,4488.621866991717,0.4652244727791034,5.593647937595595,94447550.25641026,94447550.10685505,5181.393609639926,0.3077955052998973,5.6586497585909905,149473972.08273426,149473972.16973236,5143.454066422446,-0.23868152601008452,3.320094532884977
200,68768603.0997151,68768603.69238974,4507.311524355853,0.4652341005587266,5.7373656313388315,94452553.53846154,94452552.92149813,5195.138781266335,0.3077588397561307,5.804123027796626,149941766.15361333,149941774.85497054,5164.1760140441975,-0.24255817781515243,3.3466759918668547
201,68029505.65242165,68029505.74069108,4460.106514334339,0.4709815544794622,5.603121247054669,94369319.17948718,94369317.94540757,5173.550797419671,0.30836886748581716,5.6725963693034815,151831444.13368645,151831441.98763385,5173.44418294548,-0.2582177320075072,3.330599346486521
202,67867991.4985755,67867991.87358184,4432.465399684729,0.47223753618883735,5.603425663859923,94035721.43589744,94035720.85079367,5141.862522437023,0.3108137949407843,5.6823657647249455,152705545.35603482,152705548.6926422,5209.919308675284,-0.2654613999955764,3.347185768576254
203,68195313.57264957,68195313.51986058,4491.040893582876,0.46969218198386,5.671861556763037,94375872.61538461,94375871.12111375,5195.652318881108,0.30832083937208377,5.7267329962620614,149922490.13948795,149922489.5839316,5122.468012559217,-0.2423983619715424,3.3204830936513505
204,67843316.42165242,67843316.47573233,4473.149258625133,0.47242941970277486,5.736791602439532,94208635.58974358,94208634.30573036,5185.556576401759,0.3095465151588749,5.824268192061038,153208564.52818766,153208564.218393,5240.442306774504,-0.26962985842348397,3.4060266006330457
205,67552146.21082622,67552146.19061466,4467.050711807023,0.47469364975909556,5.731095265610791,94258094.46153846,94258093.65145634,5191.0668934919895,0.3091840284519384,5.804864251861802,154386718.88106948,154386721.68281066,5306.441151086252,-0.2793931761752053,3.4623281072565764
206,67288792.94586894,67288792.64477667,4452.946135307649,0.4767415682604085,5.781039109246866,94338431.8974359,94338430.56219403,5188.487653619204,0.3085952405941269,5.884473865052499,155670720.59225628,155670719.14114815,5347.156874315212,-0.29003358338456553,3.4913995468327585
207,67389719.86324786,67389719.74490792,4442.641488462432,0.4759567279614676,5.705899043502121,94028375.8974359,94028375.2113613,5163.034455611156,0.31086763100774195,5.785975522050117,154115406.81851432,154115409.2067693,5314.0229300129595,-0.27714482653298855,3.4690586798211775
208,67655527.66951567,67655527.4936336,4523.2250777044865,0.4738897248205928,5.914433324527128,94026037.23076923,94026036.04813425,5231.9479803611075,0.3108847746954053,5.974230754259554,152742641.81006432,152742646.94062805,5263.999786834967,-0.26576883087307523,3.439454196993808
209,67202031.41880342,67202031.4103305,4448.61422140442,0.4774162504130778,5.760588602016867,94212789.02564102,94212788.48577769,5181.313777208328,0.3095160692436839,5.8483416148594785,155698497.41455418,155698505.3134992,5319.954406953817,-0.2902638456694986,3.4661916365581753
