global_round,train_loss,train_mape,train_mse,train_mae,train_r2,dev_loss,dev_mape,dev_mse,dev_mae,dev_r2,test_loss,test_mape,test_mse,test_mae,test_r2
102,46581669.06526316,1.0729825220395806,46581670.05441181,2141.7439598183882,0.14912727053788655,32453787.205128204,0.989528798487712,32453787.980757818,2184.1366183635514,0.00776050336899492,120502611.94803885,0.8127414062928008,120502610.28361769,2394.5622038844253,0.0014023510071992096
103,43749940.63052632,1.0896136159659227,43749940.33807746,2138.873154739079,0.20085237163499037,32503411.512820512,1.0032962876265907,32503411.734493695,2182.7002214957506,0.006243310723963003,120542502.86038592,0.8179518060598181,120542498.74147579,2395.812384618999,0.0010717978337426715
104,46020225.12842105,1.1268003198868815,46020224.797205105,2150.417796421553,0.15938277356912212,32381619.769230768,1.0459537894322692,32381619.363341883,2190.506877452899,0.009966980858149621,120230435.07302308,0.8409603099601963,120230437.8289861,2404.2993022193673,0.0036578272385938693
105,47153503.175789475,1.1774674133882705,47153502.860115066,2162.5167967033385,0.13868202588228795,32436627.974358976,1.0861730466790334,32436628.01288442,2198.25602319913,0.008285150842966105,120047876.2978938,0.8623667562648704,120047878.3454276,2412.3345722954305,0.005170686343087705
106,44804754.98421053,1.209266121182354,44804754.936503544,2165.097642831802,0.18158485770964372,32440964.0,1.1129702881925316,32440963.751002323,2203.38431761815,0.008152590335385845,120171145.29499306,0.8707167734380825,120171154.03866708,2415.081435662649,0.004149108327830109
107,44643238.47157895,1.1803460633607372,44643239.872514665,2161.318249534306,0.184535133283382,32307941.307692308,1.0956250562031944,32307940.600952443,2203.6055634938753,0.012219629397945297,120093067.75835541,0.8700974969251093,120093078.52918905,2416.533613736339,0.004796115226893827
108,43394019.57368421,1.2479338889600413,43394019.15789744,2175.8070959623237,0.20735371917575918,32305505.128205128,1.1549323665207925,32305505.038775194,2216.4152085719966,0.012294094079547402,120124429.00390969,0.9064325312059716,120124427.50115512,2434.8512195207563,0.004536328242778054
109,45048277.30210526,1.2681688429009457,45048278.85297874,2184.7800004878795,0.17713658740807414,32256766.666666668,1.1647747966269761,32256767.204580314,2223.7475147552977,0.013784200691973836,120156978.20860134,0.9333666672721332,120156982.39836918,2450.112212699845,0.004266547831012324
110,43137839.48421053,1.2417490739482484,43137840.73223138,2173.9750802386434,0.21203313998701756,32209093.692307692,1.1440394446930622,32209093.540118657,2218.888145287832,0.015241771464791887,120033232.20027746,0.9184623745267297,120033227.72871259,2444.131759299082,0.005292095094097116
111,42702124.34210526,1.2859784428934231,42702124.606108606,2188.283022903643,0.21999204247101367,32076116.53846154,1.1847402008585115,32076116.32556674,2231.0628163019815,0.019307406099140945,119999236.62656073,0.9483058956786536,119999230.74601208,2458.167716234265,0.005573825978745006
112,44619597.016842104,1.3678739669453956,44619596.95334334,2213.71959814674,0.18496700090736928,32154344.025641024,1.2567444987973329,32154343.721467264,2246.9885626450564,0.01691568800518184,120160585.07277083,0.9862094678463426,120160580.93372834,2478.21346835366,0.004236726991936557
113,44585048.15157895,1.4022495148509972,44585047.11981816,2225.250290467112,0.18559809702564278,32089069.512820512,1.2919418768531488,32089069.077661183,2257.6488139568232,0.018911389701122938,120001889.28061546,1.0046486114648052,120001889.19392313,2487.3425883845102,0.005551795585978514
114,36161417.44842105,1.35989553687288,36161417.3682441,2195.820957828823,0.33946627801459905,31996162.769230768,1.2593416504954624,31996162.764105376,2250.734067134368,0.021751899839758115,119821231.46928994,0.9867278568903443,119821225.61375386,2480.758012070874,0.007048943456809065
115,37920971.671578944,1.4010411412841184,37920970.54101558,2210.393380158073,0.30732582858457713,32023949.410256412,1.29740363810641,32023949.338277645,2261.4069036581577,0.0209023553617409,119872606.88132173,1.0095887223440254,119872613.53238483,2493.1221111103723,0.006623094965969467
116,35883153.72421052,1.4000613691459447,35883153.89460865,2207.5230478780836,0.3445491099750084,31924454.974358976,1.290082625243806,31924455.366333526,2260.329995988271,0.023944276036707568,119785090.81725313,1.0058370185109107,119785088.87751074,2486.63117932269,0.0073484063461997096
117,36536377.72947369,1.3869390246203213,36536376.62163753,2211.489701108807,0.3326171761468627,31882060.230769232,1.2749619723450725,31882059.9927905,2262.733408402174,0.025240468768623958,119650220.09131038,1.0177953361526282,119650221.78233017,2495.284990533662,0.008466041589592632
118,39614207.56421053,1.434199274423594,39614208.32099543,2234.1497934675217,0.27639671312356173,31813943.256410256,1.3167668184619956,31813943.10207555,2277.657815688696,0.02732306909235649,119570618.69088158,1.0459693073596676,119570624.86772592,2511.029741664179,0.009125656278467842
119,37531580.33578947,1.438784814383232,37531580.39298694,2232.715445468802,0.3144385288740208,31774824.153846152,1.3218333815972214,31774824.7983659,2277.9091556255635,0.028519068955452198,119645774.89393365,1.0491622818759052,119645763.92919026,2513.143965560561,0.008502983541759379
120,40796546.43578947,1.5050081177463572,40796546.886885315,2253.7375437430333,0.2547998137094377,31767142.153846152,1.3918603175260278,31767141.857008513,2296.340753934322,0.028753966584955992,119530092.76882331,1.0805870410163783,119530094.45105445,2532.2393532641254,0.009461529324749307
121,40947573.184210524,1.5328430758545373,40947574.44781108,2266.0424270624862,0.2520411055558055,31783772.487179488,1.4013462421331198,31783772.209758136,2302.440129047785,0.028245511521070576,119639311.2155379,1.0954275061181955,119639316.68939333,2540.825594007781,0.008556411417624976
122,34843402.588421054,1.5097787846382416,34843402.28008137,2253.5067672147247,0.36354147957408145,31672512.846153848,1.3880938091698585,31672513.27015669,2302.3993577590354,0.03164713336845837,119405117.91348216,1.0980731840890328,119405105.48111403,2543.966372592525,0.010497305157644354
123,33859987.849473685,1.5853535831618804,33859988.14992344,2270.2011218211524,0.38150477423787676,31748655.82051282,1.4651642831698033,31748655.566929433,2320.9842335749895,0.029319164927088415,119553079.7628957,1.1287259510531436,119553073.09080076,2563.9779601427267,0.009271106763995673
124,36781522.79263158,1.554410336437227,36781523.37727565,2271.370306199726,0.3281392626490225,31694848.846153848,1.4262604002328907,31694849.25977913,2319.103433450063,0.0309642346229293,119473088.57762644,1.1289173016232241,119473088.86875676,2564.556376162416,0.009933931045574829
125,41765093.81368421,1.5681310326350475,41765094.200697035,2288.6408024923426,0.23710808012509987,31666843.564102564,1.4333037780290852,31666843.814082872,2322.669962993035,0.03182047086127093,119393674.67549501,1.1378885338428886,119393682.210122,2566.7112234545953,0.010591969095044562
126,33167307.010526314,1.5370082472322906,33167306.916052993,2259.635297514263,0.3941574672697512,31569148.974358976,1.4149932954347855,31569149.12970643,2314.985110405164,0.03480738026323904,119381051.09395888,1.1254735714030717,119381043.61616868,2563.0117253854273,0.01069670433836134
127,34731338.44736842,1.5839392833833177,34731338.26648215,2285.205916880557,0.36558846958140123,31502787.17948718,1.4540140161795263,31502787.047862407,2332.3507751684924,0.0368363292020607,119326283.6329928,1.16123937372534,119326290.51178014,2584.8043486621254,0.011150439914617838
128,35797075.461052634,1.597686644777371,35797075.41478183,2287.4657565837156,0.34612144155935554,31600964.692307692,1.468279258513403,31600965.457934495,2331.389437687703,0.03383463040968182,119503941.56766301,1.1453605165005234,119503930.45691255,2573.543252272118,0.009678348719589613
129,40856699.94,1.5689104253067176,40856700.54724666,2284.535526834538,0.2537010315249646,31451299.128205128,1.446965264464825,31451299.600856695,2327.009969099974,0.03841050225483511,119399490.43864295,1.147366260314455,119399492.91826932,2579.2966853899648,0.010543816117434934
130,36528993.43263158,1.6762396657734744,36528993.61522877,2315.378175414738,0.33275203603504033,31530688.666666668,1.5386767712318743,31530689.00761466,2359.2920219103494,0.035983256934625785,119348909.23243788,1.204260244656095,119348911.82071011,2613.288698598376,0.010962978532151224
131,38336284.085263155,1.689284432681353,38336284.40677755,2325.4830288871967,0.2997395990197811,31543647.17948718,1.5531482304169615,31543646.92459877,2366.169131963681,0.03558708262568788,119607345.89658217,1.2136809766151575,119607344.50089337,2620.6157709824843,0.008821362958459478
132,38944373.623157896,1.7234217446151514,38944374.025720365,2346.2569258107637,0.2886320781167505,31492592.64102564,1.5800640935863273,31492592.46530721,2380.985427440741,0.03714801754700603,119432951.1312902,1.2383405745443017,119432941.74634778,2634.714345723447,0.010266627756103097
133,35259168.60842105,1.701680157191887,35259168.520795226,2330.887235797079,0.35594698681241854,31423810.282051284,1.5638002520390852,31423809.949739072,2373.4407156308494,0.0392509686313236,119431329.02635893,1.2216597401433695,119431333.50654103,2623.483773177502,0.010279955139520514
134,38672006.45894737,1.7663154818674633,38672006.360659935,2358.6275383969355,0.2936072157259536,31581704.35897436,1.6218013478231132,31581704.444027364,2391.7639286212434,0.034423515095658885,119533337.5545466,1.2516109658700456,119533338.70008197,2642.606453087189,0.009434644434505035
135,35795892.87894737,1.6617399346239807,35795892.67735861,2331.329122563914,0.3461430457443999,31324867.205128204,1.513566028598769,31324867.556850016,2373.028960814843,0.04227602537274033,119448701.20418715,1.2394123734619635,119448702.3991349,2638.610981358482,0.01013602020509019
136,38797613.31368421,1.7451562621687151,38797612.96262336,2354.672887613397,0.2913128533270479,31465787.307692308,1.6018433671454606,31465787.351012267,2391.139473866194,0.037967554949879356,119697035.5689242,1.2659772816647032,119697037.2695217,2656.03483848846,0.00807808455417336
137,38035115.809473686,1.81153691294779,38035115.834173545,2370.074536091654,0.3052408213911656,31589312.923076924,1.6690708175496407,31589312.997723788,2409.475272569901,0.03419089178850265,119784301.5356287,1.2890099716172165,119784299.2272863,2673.457655519025,0.007354950128577564
138,34957729.71684211,1.796763018587658,34957730.48843129,2364.836846871627,0.3614531312048713,31555260.410256412,1.6548243887464997,31555259.474798057,2409.8049035439126,0.035232041452337715,119607857.18577375,1.2886578742208985,119607847.72910434,2668.7233628075637,0.00881719273752224
139,34408315.2631579,1.7147827436262442,34408315.401143834,2339.403969966487,0.37148888806764335,31317931.974358976,1.569487864531442,31317932.11434905,2387.385476344671,0.04248806903248681,119554817.13482153,1.2588817750494297,119554818.87299117,2652.4231359313667,0.009256639575385361
140,36503381.00947368,1.7856084476010627,36503379.71780361,2371.3507025969657,0.33321990605320084,31378430.128205128,1.6442618163024558,31378430.407969587,2412.2632956382554,0.04063839908195077,119303750.23861773,1.2901443327165425,119303749.92300244,2671.2004032276936,0.011337232374194928
141,42776027.39052632,1.8646841283515028,42776027.1878369,2416.974852105191,0.21864211896341945,31443756.692307692,1.7114689691715101,31443756.67068322,2443.1963111437285,0.03864111919369262,119381286.89923067,1.3377933095087355,119381292.12683772,2701.796178495648,0.010694644945877907
142,45117025.84,1.7212399397671436,45117026.22527458,2364.1999042611374,0.17588083027784718,31273699.025641024,1.58447393606897,31273699.50466192,2400.5191859343113,0.04384043327411713,119204445.1933409,1.2791041813992086,119204449.01008965,2667.125784812501,0.01216013287356299
143,38254859.26947369,1.7251117074686977,38254859.48482306,2360.349904256118,0.30122692752278946,31226328.743589744,1.5887653853375598,31226329.729059972,2399.6549010888125,0.04528871297344439,119078536.02724177,1.2736683092820889,119078535.265584,2661.712129228938,0.013203572255857554
144,40141541.532631576,1.8110776243225948,40141540.81233943,2387.6681519407975,0.2667643226206061,31368486.307692308,1.6662541223557803,31368486.379847582,2422.8651987467056,0.04094242699586059,119246967.44330937,1.3084503681841246,119246972.68074904,2683.4635986605244,0.011807741855251686
145,36535708.43473684,1.859977311359491,36535708.428423434,2398.4263292764363,0.3326293815354463,31382860.17948718,1.7070112146558518,31382860.05000578,2436.882896936857,0.0405029675635451,119334237.95787615,1.3268164614814075,119334241.62849505,2696.6525786841617,0.011084549504113972
146,36791452.623157896,1.8206871216055147,36791451.969317466,2389.7349443234893,0.32795790444094486,31281286.564102564,1.668775366596808,31281286.776185084,2430.743300988124,0.04360846064641,119171805.37318704,1.3223449503924367,119171800.4908664,2695.0221174502076,0.012430689125105698
147,34915613.27368421,1.8607590622537906,34915613.10828567,2397.8513636950443,0.36222245807014775,31394069.974358976,1.7034539545491298,31394070.006667785,2436.762013398684,0.04016023525253842,119386136.17480136,1.32547053899027,119386136.91278061,2696.009970245573,0.010654496505598798
148,33432624.991578948,1.8834104414026942,33432624.998164818,2402.0180684059546,0.3893110991503076,31356957.102564104,1.724675607445268,31356956.90345643,2447.7194398121956,0.04129492827729975,119987396.98019926,1.3459625355598328,119987395.58507776,2718.290863425844,0.005671903222521313
149,38227248.46526316,1.9034362512600065,38227249.4941041,2417.595385450062,0.3017312586928832,31318388.025641024,1.7511637288186035,31318388.12037142,2456.3963253436946,0.0424741271411313,119365970.1750536,1.3601782420869482,119365974.56324686,2722.9415888859085,0.01082158064423433
150,38435440.15894737,1.8844921303789677,38435439.859806485,2411.666495651446,0.29792840008978927,31333504.051282052,1.7312337039462329,31333504.391231425,2445.7595115319277,0.0420119634948426,119271026.56728466,1.3381403710984514,119271025.43592031,2704.1758450794255,0.011608418166666912
151,53271013.35789473,1.7895067978715364,53271013.2874131,2395.130537831156,0.026938011794604533,31145663.923076924,1.6499233362700045,31145664.110609513,2418.724502392304,0.047754977087025474,118974067.05233951,1.3034854399634284,118974058.12499867,2683.9756875011085,0.014069367832537982
152,39728373.91368421,1.8874254207032428,39728373.74821322,2417.731914823432,0.27431133815625075,31300610.025641024,1.728259022460208,31300609.639845695,2452.704748887282,0.043017684971057735,119095001.54319586,1.3571943899258339,119094994.86265445,2717.2727257849697,0.013067172596968657
153,114215155.29894736,1.81161873581214,114215155.1345794,2443.97099192268,-1.0862833101900349,31190292.846153848,1.6786938265531377,31190293.530477326,2426.5085488343852,0.046390480802929734,119137697.72556439,1.3063664479527817,119137702.26860315,2685.100566308335,0.012713258975723507
154,52482799.36947368,1.829456207112657,52482799.94293979,2413.113529564707,0.04133571885463605,31301056.794871796,1.6781989546457732,31301056.80423419,2436.1971529813914,0.043004013403103336,120002366.4396519,1.3385904947674792,120002359.67244217,2717.222324340066,0.005547896759704796
155,39270668.84421053,1.9070712419170786,39270669.099542856,2428.7410460201063,0.28267188863129256,31358322.589743588,1.7502801669806007,31358322.41798523,2460.9901366845156,0.04125317914621218,119234047.09168874,1.3690053127588193,119234036.95409194,2726.633508419326,0.011914939418834702
156,33473079.463157896,1.9515847522481842,33473079.188391674,2437.9619161856804,0.3885721525385545,31362871.692307692,1.788970905667923,31362871.48928157,2475.4380823771157,0.041114096207237716,119205227.54067348,1.384109770824693,119205225.43010247,2736.0330124834713,0.012153698729127416
157,52793736.74526316,1.861415467580818,52793736.39389712,2436.487543242605,0.03565607391261716,31227546.666666668,1.7112671203889358,31227547.033668593,2451.86563205719,0.04525149520050464,119019798.89721276,1.3555838460058711,119019796.15107928,2717.7412442531963,0.01369033965044164
158,31663091.356842104,1.870829769900309,31663091.72156429,2403.470600846943,0.42163384771592116,31200070.564102564,1.722812770601223,31200070.4179644,2455.5106813724224,0.046091563033314076,119133471.90818514,1.3620089445869794,119133467.70051704,2724.1991170478327,0.012748350578513978
159,36598670.18315789,1.843828391583499,36598669.82086233,2404.550943212007,0.33147931259689944,31118437.0,1.705414660734025,31118437.264479358,2447.62129228543,0.048587408485019856,118706724.39979821,1.3482563499436493,118706731.2877166,2709.372904575101,0.01628468873383837
160,32217501.334736843,1.9370549608364773,32217501.48853527,2421.9453842634903,0.4115068567533382,31360498.051282052,1.7865246348417652,31360497.37933668,2465.1791085341038,0.04118668205324305,119290663.50409888,1.365669742141321,119290664.90035701,2722.0191419767184,0.011445667144362903
161,89019722.21578947,1.8503373830005378,89019722.60879123,2453.818398496728,-0.6260570791821265,31209548.333333332,1.7052170746093676,31209548.392194785,2441.655995894701,0.04580178421350367,119106087.30533485,1.3398365805263222,119106083.9986785,2706.845121085621,0.012975277615300373
162,40599473.37263158,1.982099031888235,40599473.29223,2463.5839134688126,0.2583996105220767,31404327.435897436,1.8272070505827032,31404327.320910413,2492.1871331899592,0.03984662895404034,119285608.19296254,1.4071947363534423,119285610.0392633,2751.534723561624,0.011487556464372495
163,44131082.629473686,1.8693326405147304,44131082.94929143,2418.0031947928983,0.1938903229677974,31176597.53846154,1.7287378879077129,31176597.70317296,2449.5285869622844,0.046809215922493874,119695417.98511793,1.3567685906084932,119695430.68624294,2723.248627313255,0.008091398210046119
164,38587713.607368425,1.8066303108937223,38587713.401444696,2391.760658987949,0.2951469325329752,31101948.102564104,1.661345280177617,31101947.64964309,2434.0134737185945,0.04909156063929154,120048270.30394754,1.342923356319027,120048257.62625803,2722.018276338244,0.00516754326639679
165,33744249.12631579,1.9441766793861641,33744248.93879557,2436.192521147477,0.3836188963456314,31331236.076923076,1.781389768846069,31331236.2119582,2478.7186089906936,0.04208131062503484,119202679.18274687,1.3947083173241173,119202686.37548932,2745.0110441995216,0.012174739717047744
166,32907458.65368421,1.915169002452726,32907458.761122435,2425.9823225663836,0.3989039202967293,31226153.615384616,1.7623322092356324,31226153.578896664,2472.571595778832,0.04529409857433253,119028927.48896456,1.3892035169492518,119028930.62351838,2742.4064567451414,0.013614642844530067
167,35574114.04736842,1.9343939277595994,35574113.766642675,2436.5438255571066,0.35019411619502083,31275122.17948718,1.7768915469978226,31275122.01735527,2475.2056625928635,0.04379694148574298,119043169.86227772,1.3861805839377102,119043168.46867752,2737.3476466278603,0.01349665470577377
168,36233859.330526315,1.957724266923702,36233859.241455615,2444.1524305684943,0.3381430361833201,31300689.076923076,1.8048251072542951,31300689.06369488,2484.282667526832,0.043015256672697455,119130486.82355909,1.4068968847811765,119130485.58682089,2753.1126372748327,0.012773063169544185
169,36989186.24526316,1.864957495358776,36989185.95875794,2417.057140819148,0.3243460446878249,31166294.794871796,1.7138792635402762,31166294.11231464,2459.2141044445525,0.047124237078508435,119021112.6747383,1.366183152217443,119021115.32411864,2727.977841151499,0.013679407745376349
170,36798762.231578946,1.9690050982922853,36798762.49354354,2460.8012755393984,0.3278243685309019,31250615.025641024,1.8016420980603056,31250615.208697088,2493.9578915009133,0.04454621067741471,119335889.4029512,1.4241339358715048,119335889.45246035,2769.3411815199247,0.011070894089232675
171,37000462.01894737,1.9200039046853647,37000461.820875004,2432.9506807979783,0.3241400768990921,31173904.923076924,1.761526150453356,31173905.104992464,2472.1925266216963,0.04689153920213174,118992331.84689116,1.3917638002597081,118992329.55394751,2744.8854578648197,0.013917953635375735
172,46265122.150526315,1.8915124192283235,46265122.24722593,2429.879822625612,0.15490941395161306,31117422.846153848,1.7415393390655414,31117422.6995912,2461.5936332482556,0.04861842771009517,118978192.37734897,1.3745485514620308,118978194.14633106,2733.4108627305864,0.014035092880576472
173,34566987.79157895,1.9345852046265288,34566987.65464133,2434.33120297181,0.3685905399992806,31268429.025641024,1.772880221158538,31268429.44160306,2475.0666057635576,0.04400155975709774,119324718.66263086,1.3950817197009504,119324719.24733797,2749.1290066897427,0.011163460885484922
174,32705909.704210527,1.9202876758065193,32705909.47248047,2424.147812037217,0.4025854712833645,31200504.692307692,1.7659052610199364,31200504.665695705,2474.4236039137227,0.04607828637819511,119116981.14642452,1.4030742075076916,119116981.8731617,2756.365035281384,0.012884967606145104
175,34013305.796842106,1.8953238913562975,34013305.47986574,2421.3101442678353,0.37870424057625696,31151278.64102564,1.7497325859306523,31151278.180486258,2468.0996267856694,0.047583332967335856,119137543.24429311,1.3911745306175236,119137543.39353833,2744.5176368893312,0.012714575563520625
176,41751673.74736842,1.89666533939365,41751673.179994814,2428.2953702284162,0.23735323193060043,31108206.487179488,1.7424906662432493,31108205.83091464,2465.800435518607,0.048900223509758756,119295598.12183125,1.3776691004497532,119295599.78439502,2736.44069692126,0.011404772066763935
177,35644610.55894737,2.0074988179960847,35644610.654527985,2466.305698366667,0.34890640196443423,31250148.205128204,1.8385100677503363,31250147.622933805,2502.2378620245518,0.04456050660683497,119282621.83881952,1.4220255741738865,119282625.84361045,2763.0658815585734,0.011512286308448472
178,34279226.258947365,1.9837411872488344,34279226.236547835,2448.831631398452,0.3738468638485779,31295079.589743588,1.8225153414790036,31295079.655787766,2489.6636051764854,0.04318675825770357,119283962.69138604,1.4009973204577817,119283963.98799671,2748.3522625606947,0.011501197189009549
179,69462250.86631578,1.9881518956210456,69462250.39822279,2485.659997853731,-0.2688152769507417,31243801.846153848,1.8329576759746253,31243802.213050477,2496.0114382963916,0.04475451065691016,119285183.191323,1.4147602705602607,119285177.83700244,2758.6626386542625,0.011491138097671216
180,88510097.90315789,1.9203846108445481,88510099.01520504,2468.968442377793,-0.6167481639464458,31142478.948717948,1.7565979528865268,31142478.87819948,2472.188282245245,0.04785236212587085,119104039.41732879,1.3883917876210181,119104037.35253353,2739.942068360976,0.012992238044820303
181,42312367.94631579,1.9013585869362855,42312367.95611992,2442.8693787153143,0.22711143737923634,31142103.076923076,1.7504278831729123,31142103.027438506,2476.8853709758855,0.04786385335672805,119251015.58279733,1.4025306762155738,119251010.22889718,2753.7704451377313,0.011774282944453485
182,45404710.84842105,1.9336508163802808,45404710.00194765,2445.846609279231,0.17062592464664383,31169568.435897436,1.7827844225384173,31169569.168943156,2477.9799616764753,0.04702410576125082,120515294.59654433,1.406756432340989,120515286.14019792,2763.532368077232,0.0012973069708070994
183,39953785.88842105,1.895486611290783,39953785.81341195,2427.2407754948263,0.270193903574251,31120381.974358976,1.7502549904123754,31120381.8677777,2468.320042561262,0.04852795434059021,120099097.6662883,1.3847301556204907,120099098.35201485,2745.2670322340755,0.004746229328928209
184,41223237.38736842,1.9406034470250229,41223237.67097583,2447.354495785362,0.24700577043723781,31196159.153846152,1.7834472655469777,31196159.508997183,2480.3427868989797,0.04621113484869965,121147767.90213142,1.4039568502321633,121147775.19990182,2763.4959451379773,-0.003944090593506422
185,41268197.535789475,1.9546660392464896,41268197.81049604,2444.042162381222,0.24618451700029842,31276909.333333332,1.8036991715880397,31276910.005573444,2487.177113936498,0.043742275678144926,119363025.98209105,1.4070998103040844,119363025.75290765,2755.548080292306,0.01084601725241352
186,40914788.92315789,1.9803800554599924,40914788.17574956,2459.3525982354818,0.25263998800817966,31320088.410256412,1.8212025929780067,31320087.909381535,2494.581030784509,0.04242215792900805,119442943.51822424,1.4195081677843744,119442949.67791878,2764.3002113268194,0.010183692648601639
187,62241500.25473684,1.9060959893170084,62241499.03954348,2454.229089200873,-0.13691918112270418,31172703.410256412,1.7575006969440163,31172703.240608074,2473.427920720516,0.04692828490690093,119635521.63501072,1.3898523854404083,119635530.6968509,2746.8867557452027,0.008587785702738548
188,41973893.277894735,1.9420549230509498,41973893.44142877,2445.1951482632285,0.2332940996545949,31187253.282051284,1.791276848439543,31187252.226933062,2485.2157596074617,0.046483465372239574,119305792.76983227,1.4132292177235426,119305791.05947217,2761.8373012573998,0.011320317603011554
189,40679268.336842105,2.003327854888825,40679268.228027016,2474.991540200083,0.25694205576417406,31306791.512820512,1.8431648331872266,31306791.10480749,2511.675844608209,0.04282869335979289,119325719.5270526,1.4433108258857072,119325723.20538437,2779.9892540098303,0.011155141147493608
190,40935509.190526314,2.003449175937588,40935509.93756942,2470.2996716042567,0.25226147899340345,31312489.564102564,1.843045637442588,31312489.506069414,2503.3284506064197,0.0426544708991331,119210444.99003658,1.4299069263915396,119210441.58540457,2769.2677942151636,0.012110472774028103
191,49784707.19789474,1.8852772966848317,49784706.85003858,2435.873766866985,0.09061977912164865,31111362.871794872,1.7310785982021537,31111363.7021753,2461.1688520235894,0.04880367500848792,119113638.26787741,1.3761374211047472,119113635.40132876,2732.989093327796,0.012912699610430622
192,45762593.48,2.016709848842839,45762593.157154225,2483.426345498938,0.16408873916695976,31353471.64102564,1.8558290908453108,31353471.19357683,2509.327619894957,0.04140150009006893,119343497.3873124,1.4385975620096776,119343487.78905332,2774.976217688701,0.011007927145693985
193,59795101.790526316,1.9268301437827755,59795100.624635346,2453.3311810112,-0.0922326403822542,31210505.871794872,1.7759685701123245,31210505.51469158,2469.552271671784,0.045772521227469665,119083586.45226385,1.3829357581443433,119083584.16473047,2737.3638940032483,0.013161732342134469
194,49011999.00315789,1.989546170555702,49011998.726491235,2472.7479533275805,0.10473426384047224,31290417.17948718,1.8305080298538075,31290416.86687086,2499.4173844288557,0.04332931799003903,119349042.76276958,1.4329246304825904,119349050.92304437,2773.8720627995335,0.010961825799744473
195,37585751.80105263,1.9745562940121921,37585751.236884065,2457.175151676379,0.31344903034916805,31291698.64102564,1.819125442235141,31291698.464450866,2498.4177240836316,0.043290134528976676,119229462.92874259,1.4295608533435704,119229465.02843119,2771.1734272435688,0.011952826682898543
