global_round,train_loss,train_r2,train_mape,train_mse,train_mae,dev_loss,dev_r2,dev_mape,dev_mse,dev_mae,test_loss,test_r2,test_mape,test_mse,test_mae
88,18022706.962857142,0.6792081638584513,0.28153972831781104,18022706.638907865,2041.656399897848,31340363.0,0.48134596100656935,0.29775371592563527,31340361.76942255,2281.5345930174776,127748877.6688107,-0.058646978284871754,3.5116343714711356,127748873.01292962,4783.287147401696
89,18061251.394285716,0.6785220932893894,0.29120651485106275,18061251.412205443,2063.3001083830427,31723797.315789472,0.47500045566578464,0.30689700159256705,31723797.38938986,2301.862130629389,128505065.88724934,-0.06491351032272918,3.5825586838065155,128505066.93021892,4851.013903145051
90,18318992.94,0.6739344700109815,0.2904894354578533,18318992.972935453,2067.2266394281387,31665188.42105263,0.4759703902855126,0.3059981331144543,31665187.796887785,2296.6145093190044,128684197.30003783,-0.06639791568291975,3.579350690225938,128684192.84825243,4846.727357211758
91,17973339.885714285,0.6800868586177473,0.28117692676799194,17973339.8655435,2041.0776451213019,31617220.47368421,0.47676421417724324,0.29697432272743035,31617219.92991362,2280.9557055046685,128528639.56413166,-0.06510892538404178,3.5241006810066744,128528648.02416667,4795.250595402606
92,18137789.442857143,0.6771597689269646,0.27868817587346395,18137789.433329474,2045.1662623861857,31298929.842105262,0.4820316105183078,0.29390572757579636,31298930.483576186,2272.22505053721,129594335.63526297,-0.07394016326636033,3.523807043424476,129594329.70079418,4799.02543462512
93,18161447.817142855,0.6767386684423651,0.28617260648415604,18161447.67410868,2057.2967524385454,31324864.42105263,0.48160241561508865,0.3010390776028894,31324865.15780062,2281.4947556069023,128898096.299155,-0.06817054534215772,3.5668029549998663,128898099.3212146,4832.826474179535
94,17683622.882857144,0.6852436213213176,0.28261397478167727,17683622.94964325,2037.728530844961,30985291.736842107,0.487222045341263,0.29795835641125534,30985291.53957466,2272.2054047710017,129536806.22625804,-0.07346350276279812,3.5476915668514906,129536810.20337069,4818.746334811541
95,17741051.82,0.6842214287585532,0.2838346130151068,17741051.707521755,2041.1199889639445,30959847.842105262,0.48764312835680623,0.29952880574143387,30959847.036977712,2278.4247974972977,129215927.1998991,-0.070804316592193,3.5343165875799243,129215921.32974756,4799.719144276794
96,18433502.46,0.6718962822870503,0.2895826082121634,18433502.306668084,2070.1800060592377,31258917.05263158,0.4826937967458048,0.3051465675426947,31258916.99796107,2292.0247147083282,129088389.9432463,-0.06974752012205321,3.5875362705036418,129088395.76094735,4858.0776129174255
97,18301399.797142856,0.6742476168093072,0.28602297890633543,18301399.779327355,2058.2143200867517,31244592.684210528,0.48293084193062874,0.3016814612819069,31244593.226642326,2284.532306031177,129905879.7210241,-0.0765218686481548,3.562849743262472,129905868.82548898,4831.434132712984
