global_round,train_loss,train_accuracy,train_f1_macro,train_f1_micro,train_f1_weighted,dev_loss,dev_accuracy,dev_f1_macro,dev_f1_micro,dev_f1_weighted,test_loss,test_accuracy,test_f1_macro,test_f1_micro,test_f1_weighted
1,3.557782543535346,0.7060762415110357,0.03211823155861023,0.7060762415110357,0.7181783229606946,3.5448899269104004,0.7006578947368421,0.08557262067310227,0.7006578947368421,0.7126869388333315,3.1883267209189277,0.7307142857142858,0.13669657621628892,0.7307142857142858,0.7270032576610705
2,3.2986059885073598,0.7583695882852292,0.03966927516619163,0.7583695882852292,0.7645935872207412,3.290591239929199,0.75,0.14676192592228313,0.75,0.7561203489908717,2.9925192083631242,0.76,0.22896499715582327,0.76,0.7577858975048453
3,3.070970771268187,0.785235834040747,0.0600545828139016,0.785235834040747,0.7890177364602843,3.068569220994648,0.7779605263157895,0.24540254179112642,0.7779605263157895,0.7821898950555948,2.7997880110059468,0.7746428571428572,0.3669947717590019,0.7746428571428572,0.7730981046933638
4,2.864481074295951,0.8074862054329371,0.06594277922913784,0.8074862054329371,0.8100478422537942,2.865894781915765,0.795641447368421,0.3117741100260365,0.795641447368421,0.7984639531961024,2.6463918887547084,0.7825,0.4873562178089419,0.7825,0.7821916101171442
5,2.682779949265951,0.8231244694397284,0.07139236465384306,0.8231244694397284,0.8245978533993443,2.6867223789817407,0.8162006578947368,0.399645703487608,0.8162006578947368,0.8176487945955359,2.508868453707014,0.7824285714285715,0.48749514708816843,0.7824285714285715,0.7825143678583847
6,2.525704907237573,0.8333709146859083,0.09617483542968189,0.8333709146859083,0.8341847493498851,2.5294070494802376,0.8266858552631579,0.4767325304214662,0.8266858552631579,0.8273592630251246,2.3920241881779263,0.7801428571428571,0.5980994230127201,0.7801428571428571,0.780290699970556
7,2.374815316273118,0.8432327037351444,0.14019827543811514,0.8432327037351444,0.8435597668553986,2.3821803017666467,0.8373766447368421,0.5475489232374517,0.8373766447368421,0.8374952027802003,2.2845226484026226,0.7807142857142857,0.5561187322160964,0.7807142857142857,0.7814126456984468
8,2.2433233856142882,0.8504682194397284,0.16056634735657319,0.8504682194397284,0.8505862649092669,2.2519388826269853,0.8433388157894737,0.5911125538854556,0.8433388157894737,0.8433254054411992,2.177605882644653,0.7855,0.6029588255003061,0.7855,0.7866719305137876
9,2.1484097135087223,0.8573853989813243,0.20055988451981263,0.8573853989813243,0.857184211280818,2.158938432994642,0.8499177631578947,0.5956697241381929,0.8499177631578947,0.8495343617988543,2.1177334936686925,0.786,0.6036593997257961,0.786,0.7877025558006789
10,2.0282198977996617,0.8614906090831919,0.2642997926774336,0.8614906090831919,0.8609130977768266,2.0403908993068494,0.8505345394736842,0.5946667737978116,0.8505345394736842,0.8498656598093879,2.027566186632429,0.7783571428571429,0.5975782013914372,0.7783571428571429,0.7799298790485174
