global_round,train_loss,train_mape,train_r2,train_mae,train_mse,dev_loss,dev_mape,dev_r2,dev_mae,dev_mse,test_loss,test_mape,test_r2,test_mae,test_mse
11,136653340.57142857,0.9774360193754047,-0.08716289109148789,3375.507497495086,136653338.80530542,179146824.21052632,0.9649970173299116,-0.06193431021198603,3277.176000093914,179146820.25307623,131006764.6073906,0.9637388675376259,-0.08564488709862661,3263.9459702383265,131006760.1985623
12,136542311.3809524,0.975380409062784,-0.0862795936108689,3370.021127584802,136542310.77917063,179074652.10526314,0.961595569692847,-0.06150651271466101,3271.6321598682125,179074651.41869447,130930777.66351369,0.960274179213458,-0.0850151933742691,3258.1323333682244,130930773.90163797
13,136428268.76190478,0.9719081510873527,-0.08537231928126476,3363.4826218086446,136428268.93008924,179000737.57894737,0.9581760390375704,-0.06106845811354367,3265.2158406396875,179000752.2253708,130848988.30394754,0.9563065221748298,-0.08433745505272072,3251.4979733292053,130848989.97503032
14,136288116.85714287,0.9705158081396951,-0.08425731842940931,3356.6549164558833,136288116.4373714,178902375.89473686,0.9542723154385677,-0.06048529232656752,3257.3319669679563,178902372.979675,130759671.20015134,0.9526088878611798,-0.08359723489121507,3243.647440566408,130759666.2501688
15,136147012.19047618,0.9663073076940311,-0.08313474429813228,3345.9811658896338,136147012.0045835,178828615.89473686,0.9484288503342455,-0.06004809824871571,3247.7025450561746,178828618.95541242,130688406.60133687,0.9464669146600859,-0.08300667984358934,3233.9035225420425,130688402.88916764
16,135950900.42857143,0.9608616531465979,-0.08157452737956117,3334.8098170577277,135950897.0958331,178704431.78947368,0.9425290032235264,-0.05931192837286203,3236.2017450606463,178704428.1357383,130550733.40168999,0.9398435572551491,-0.08186582396775721,3221.8493766996203,130550733.71767117
17,135823414.19047618,0.9574707708429654,-0.08056029764576733,3328.47058533882,135823411.25118712,178678599.36842105,0.9390754536866609,-0.05915889663575724,3231.222452848194,178678611.89754304,130526377.65140623,0.9362316762172056,-0.08166395612796684,3217.3859833427923,130526373.95510654
18,135626499.3809524,0.9535762280428401,-0.07899371569314417,3318.607027703141,135626496.27543482,178561947.36842105,0.933240438194423,-0.05846733540707949,3220.970353916701,178561946.49372616,130392990.74763526,0.9303870094704516,-0.08055873384999734,3206.881460251946,130393004.75523584
19,135557123.52380952,0.9557107416662295,-0.07844178107210675,3320.0093227877637,135557119.6352045,178577036.0,0.9325929905733248,-0.0585568298967325,3221.3583321079864,178577044.08789682,130447532.19170135,0.9299326975158837,-0.08101055366077548,3208.1596015832556,130447526.68068953
20,135162615.2857143,0.9484801734416399,-0.07530323370274683,3299.8112872305683,135162612.9972976,178361935.36842105,0.9209347723302989,-0.057281862452253085,3200.818481554161,178361958.87838036,130197613.07176189,0.9191875144638464,-0.07893952857073105,3187.7078095230995,130197612.28366993
21,135109646.85714287,0.9434702899209448,-0.07488186130545404,3296.4228803316905,135109647.66391262,178372349.68421054,0.9182555225906615,-0.05734344647556644,3198.8114080209757,178372348.01624784,130233485.81359567,0.9157868604637036,-0.07923681089053947,3184.983805468155,130233485.8865812
22,134750759.57142857,0.9305623079685743,-0.07202668178574978,3276.755921568191,134750759.5732196,178196458.52631578,0.9069155679012065,-0.056300824802550054,3179.2915906919025,178196459.21064878,130042581.31138857,0.9053590097824737,-0.07765481428285304,3166.603367198587,130042583.45367609
23,134577965.85714287,0.9248619693327411,-0.0706519852934977,3265.599486804074,134577964.0638718,178111565.89473686,0.8995961132513813,-0.05579762603952987,3168.1834273580644,178111570.28909925,129974811.93063438,0.8975781274318279,-0.07709310955475668,3155.4312025971635,129974801.51365997
24,134223746.42857143,0.9191142573841882,-0.06783398109706407,3256.322810633363,134223748.8074778,178059990.0,0.8926235537229076,-0.05549197998059974,3159.158092358352,178060008.23007765,129919846.03556564,0.8905767829867832,-0.07663766807662142,3146.7645613364034,129919842.55496216
25,133933618.90476191,0.9056063331928834,-0.06552580519609186,3237.987412382067,133933617.54379833,177915617.36842105,0.880210021884797,-0.05463616047440234,3141.4972599295925,177915632.68653274,129781418.94185899,0.8774433834398228,-0.0754905443352667,3129.1301836279936,129781417.02863434
26,133478634.14285715,0.8905589291803488,-0.06190608822587973,3215.9116230353193,133478629.23104136,177782204.31578946,0.8639951655962035,-0.05384511083887222,3119.397802773581,177782183.72881022,129598806.10821037,0.8619883651386426,-0.07397718801227504,3107.5461456125417,129598797.54480755
27,133226351.95238096,0.8792522452138033,-0.05989909275675864,3196.2690835797803,133226355.50640458,177655221.68421054,0.8496925656999789,-0.05309245348319802,3100.059350034026,177655211.49454632,129503977.94021945,0.8469841070591579,-0.07319143775434456,3088.626940100111,129503979.61968312
28,132820408.0,0.86617427194344,-0.056669580608455394,3185.445024213776,132820414.84986244,177641573.89473686,0.8388897510265294,-0.05301157170971127,3090.1740851292484,177641566.85344446,129392901.48745114,0.8356451742723209,-0.07227092087294973,3077.398304452811,129392899.15886877
29,132761042.85714285,0.8575926941547523,-0.056197254622511794,3173.590505782426,132761044.79270485,177587861.78947368,0.8279476823715434,-0.05269310049415665,3077.2283493119635,177587841.20859045,129378405.23117669,0.8247365013618124,-0.0721508137737128,3065.0705071789785,129378405.6148611
30,131665691.61904761,0.8440315127325836,-0.04748304185397623,3141.6752283353844,131665692.5877702,177347714.9473684,0.8112685968311988,-0.051269665776101814,3046.7354445703036,177347709.7794379,129173733.56085257,0.8070271469266254,-0.07045480110174007,3035.5070320060354,129173744.65431015
31,131901389.09523809,0.8254971451616817,-0.04935814461956611,3121.8279761209906,131901387.7679687,177299311.78947368,0.7935391623744866,-0.05098278884094953,3027.5564569764233,177299314.04512334,129082824.38088031,0.7895704947470666,-0.06970144408424161,3016.101112321942,129082835.68093571
32,131705242.28571428,0.8111987063148076,-0.047797644814530305,3097.4901968567146,131705237.3011798,177186930.0,0.7769618490744015,-0.050316561167830676,3003.391442927483,177186922.37639573,129030716.34909825,0.7721940137859262,-0.06926949880507305,2991.880235233949,129030712.05167222
33,131557602.90476191,0.8048194489752599,-0.046623143841506565,3077.6641055416494,131557605.80942363,176942343.2631579,0.7657759954000491,-0.04886673630742622,2982.906490104763,176942338.96745262,128718238.3723042,0.7599038128629239,-0.06667999285793469,2969.7134122585103,128718231.61844684
34,130926743.04761904,0.7942738697905134,-0.04160423132994939,3053.417784416516,130926742.52527727,176738632.0,0.7537352188548242,-0.047659266293771596,2959.103133156111,176738640.4793098,128506098.51002648,0.7479091797725141,-0.06492204593595674,2947.5700416405575,128506096.9383261
35,130156093.71428572,0.7778485467009663,-0.03547326954187913,3035.0115788749285,130156097.75318944,176668949.47368422,0.7378741094279642,-0.047246209173489095,2942.54435333139,176668958.3257435,128475905.39740194,0.7319157616180484,-0.06467190034574832,2930.534186274817,128475911.41105048
36,130099146.09523809,0.7535186547884075,-0.03502020433408326,2997.7382865477175,130099148.72204688,176534786.21052632,0.7116020179233008,-0.04645089084682086,2905.4429754669727,176534789.24584705,128376906.06886114,0.7043178831184191,-0.06385138447856153,2892.9720428193527,128376898.25607777
37,129849095.33333333,0.7531157640388194,-0.03303083124908168,2989.657777184532,129849090.08187206,176447003.78947368,0.7081956582126119,-0.04593049530839299,2898.241333961487,176446999.25254264,128323090.83465758,0.7002468851288344,-0.0634055786975285,2885.777842534778,128323102.05462644
38,129202600.47619048,0.7428615893962397,-0.027887552400542637,2964.843085966295,129202594.29654044,176273790.31578946,0.6953271083480107,-0.044903786068684726,2875.836303335271,176273794.85199788,128133336.14352377,0.6872328202040031,-0.06183282346319796,2863.321967683143,128133314.795198
39,128954391.04761904,0.7277515589754844,-0.02591299107920242,2932.7613881475822,128954397.45368642,176083624.63157895,0.6773218659771616,-0.04377656050259593,2844.445064805056,176083633.48897302,127966892.4853071,0.6688519659251587,-0.06045367963083681,2832.1902819395455,127966890.97883542
40,129335344.1904762,0.7213421346052922,-0.028943707940285446,2917.5865640987954,129335350.09788929,175900690.31578946,0.665672809203989,-0.04269197247308809,2824.2624728162036,175900665.01822823,127787709.0470425,0.6577270299911725,-0.05896885635595761,2813.3115041297146,127787714.63026974
41,127531091.28571428,0.703605429619052,-0.014589745140520582,2895.768483748748,127531097.06667544,175896724.10526314,0.6506884719730766,-0.042668597139974285,2807.7377673873775,175896721.6325033,127708855.38756463,0.6414991212877411,-0.0583153528929945,2795.2550909201364,127708855.16850765
42,126257563.33333333,0.6936522277761488,-0.00445798846163914,2864.798808683952,126257563.5516177,175662385.57894737,0.6376879623731074,-0.04127960304673639,2779.424555376172,175662400.2881782,127464123.18199016,0.6291824533649176,-0.05628719422891337,2768.0417641467293,127464113.54174978
43,126965796.04761904,0.6849809749743353,-0.010092391025821712,2858.085619204101,126965792.21622533,175646449.57894737,0.6297718351162851,-0.04118493539227175,2772.1931487949273,175646429.9884006,127487781.1267499,0.6203631244791952,-0.05648337111270041,2759.811101356571,127487786.5662131
44,126383692.90476191,0.6712240703832831,-0.005461420688590124,2820.39690316362,126383692.1798125,175406046.31578946,0.6100965102786622,-0.03975995248774855,2734.2255241823823,175406037.38237455,127250664.11502081,0.6010439439381058,-0.05451839061971864,2723.117964160624,127250668.76526542
45,126474402.28571428,0.6742909493265146,-0.006183127047893144,2817.8003699935616,126474408.65334554,175313964.52631578,0.6097155847997369,-0.03921410887854915,2729.492615458212,175313954.335426,127217915.67057636,0.6011751225658344,-0.05424691165695639,2719.048923076274,127217908.90078653
46,126117752.95238096,0.6610557841755901,-0.0033456870534496197,2785.3301576840736,126117750.37142871,175095860.42105263,0.5945433472108226,-0.037921408241192944,2699.48571062088,175095877.56128424,126916184.9537142,0.5858621599833701,-0.051746524375876124,2689.2645233188937,126916182.58048722
47,124888276.66666667,0.6471520479527548,0.006435496104265748,2761.8330164551735,124888282.96877843,175057628.63157895,0.58029323792072,-0.03769473054643235,2679.200770917692,175057637.3539116,126848308.23533863,0.5699987374803199,-0.05118403372363445,2668.2174974283485,126848305.8015627
48,125943347.1904762,0.6445119164944804,-0.001958218000462919,2751.2153866461344,125943349.38687217,174858657.57894737,0.5754904587400066,-0.036515196362854496,2666.58922308056,174858651.60089865,126672718.51381007,0.5657983204951629,-0.04972891301714433,2655.537395525887,126672713.71641544
49,124674674.76190476,0.6410669860335394,0.00813493139900967,2731.2303623216494,124674668.69900033,174802867.2631579,0.5683176161375892,-0.03618452944490946,2648.7947821409293,174802868.55825368,126643937.5245302,0.5571302018563546,-0.04949044929490842,2637.4757000079658,126643937.86157905
50,124062152.52380952,0.6368409832307154,0.01300791346714536,2712.2657224897825,124062148.46398701,174598686.31578946,0.5618916487689896,-0.03497414049341585,2630.832088978667,174598677.64941463,126396510.30621769,0.5502288664990139,-0.04743995944710755,2618.73091272707,126396501.48991397
51,124495535.0,0.6223820923875043,0.009560053740162777,2695.311587545178,124495534.80129245,174598975.15789473,0.5487995386590443,-0.0349759996739627,2611.004297967412,174598991.29055047,126395320.62328163,0.5355458216714004,-0.04743021342255216,2598.486677928265,126395325.41925126
52,124782803.23809524,0.6122842720566976,0.007274674850878515,2674.8121708702474,124782800.54427812,174395006.84210527,0.5410656339089281,-0.03376692452840646,2592.059415472181,174395022.01891994,126172934.29108337,0.5283424239327726,-0.045587249400830476,2580.3728175832607,126172931.56973615
53,124836213.8095238,0.6069208555391774,0.006849739212183237,2656.4091726882116,124836213.76715477,174225841.36842105,0.5341220709130511,-0.032763966795494204,2572.733736982471,174225824.46406966,126079826.38718627,0.5214227022001167,-0.04481572559892677,2561.420478519628,126079830.37715964
54,125213326.14285715,0.5989517614576539,0.0038495819271313625,2629.39540401314,125213325.15800788,174103068.42105263,0.5241860116267866,-0.032036341988744166,2543.783433528323,174103075.18550038,125875475.767436,0.5099327774188094,-0.04312224952307386,2532.252235453973,125875475.51231597
55,124504676.6904762,0.5940153763354047,0.009487333871919246,2610.8274064347856,124504675.48561344,174051842.42105263,0.5174946730900802,-0.03173265055459007,2526.38286255849,174051842.86892146,125844343.85622399,0.5031185159276884,-0.04286426343919847,2515.6988485651186,125844343.85828573
56,121781789.64285715,0.5962449523255634,0.03114959815954621,2599.1333318022744,121781789.37052983,173997859.89473686,0.5173836704923754,-0.03141276219847011,2521.7144810874997,173997878.15445295,125799428.73830244,0.5030446238887145,-0.04249198174739455,2511.032643174205,125799419.9435655
57,124064960.66666667,0.5922682977927499,0.012985528481361475,2577.7413308230184,124064962.19417551,173770760.42105263,0.5119615231226344,-0.0300664362647991,2495.774056941271,173770754.86846244,125592462.55341153,0.49691034390871175,-0.04077693066024102,2484.9307494532163,125592461.58252771
58,121712187.23809524,0.5911338202834305,0.03170333878348197,2568.197524178596,121712185.72077963,173651991.36842105,0.5120955254695867,-0.029362597896879894,2490.937109231949,173652018.32857263,125443115.2763274,0.49829298775319847,-0.03953926008808861,2480.5010076381623,125443109.60401462
59,121290195.76190476,0.5919449451849463,0.03506049939192912,2546.074544201117,121290200.0093382,173515629.15789473,0.5090749106623376,-0.028554149033407583,2468.5863437385938,173515634.14563823,125332405.2997856,0.4954755449102649,-0.03862181661191544,2460.022669241428,125332400.01664673
60,123416768.57142857,0.6028104154309423,0.018142303075105004,2539.5609919464305,123416770.0313673,173264276.52631578,0.513334887641976,-0.027064226532609315,2456.130314964997,173264286.3213192,125098640.51053096,0.49912644559667474,-0.03668468705727945,2446.824727884351,125098643.03952326
61,122741795.1904762,0.6006834370579494,0.023512147648989457,2527.152200584433,122741795.56719096,173234134.52631578,0.5113628554704529,-0.02688550475650131,2445.7173431315705,173234136.20978045,125072130.53777273,0.4973613583477425,-0.03646498634187445,2437.0436681376264,125072131.35114287
