global_round,train_loss,train_accuracy,train_f1_macro,train_f1_micro,train_f1_weighted,dev_loss,dev_accuracy,dev_f1_macro,dev_f1_micro,dev_f1_weighted,test_loss,test_accuracy,test_f1_macro,test_f1_micro,test_f1_weighted
1,2.89726542200361,0.6302232142857143,0.0652536924318831,0.6302232142857143,0.6330439003454253,2.889695016961349,0.6293174342105263,0.11583121504313326,0.6293174342105263,0.6312206870995304,2.532035565185547,0.7119,0.15589342247937882,0.7119,0.7067441869859559
2,2.5087118353162494,0.6845870535714286,0.11595759385880203,0.6845870535714286,0.683233162109138,2.5233343024002877,0.6756784539473685,0.201822057483402,0.6756784539473685,0.6737054468097586,2.0957913749694823,0.7549,0.30013169816993346,0.7549,0.7534297180669266
3,2.2436773572649273,0.7125,0.19490184460318458,0.7125,0.7075386119862755,2.271205425262451,0.6959292763157895,0.29212591936756793,0.6959292763157895,0.6897310736809965,1.8708134107589722,0.7743,0.4823382883603245,0.7743,0.7738149415187358
4,2.0639612954003472,0.7334709821428571,0.34228051730893316,0.7334709821428571,0.7267748692950775,2.0988769782216927,0.7131990131578947,0.44074967034338713,0.7131990131578947,0.705390748859457,1.6691250465393066,0.8027,0.6681634903044783,0.8027,0.8033350862658144
5,1.918842828614371,0.7444308035714285,0.3674594566498096,0.7444308035714285,0.737838529529331,1.9622040610564382,0.7239925986842105,0.5190877784091804,0.7239925986842105,0.716673965140787,1.566314595413208,0.8099,0.6759751873269554,0.8099,0.8118692432768466
6,1.8057693072727747,0.7543303571428571,0.5472109274704879,0.7543303571428571,0.7480361755916906,1.8573501298302098,0.7250205592105263,0.615690406674812,0.7250205592105263,0.717452699788422,1.4439617126464843,0.8273,0.7526851523366342,0.8273,0.8291604709224377
7,1.6867211491721017,0.763203125,0.4264563376243045,0.763203125,0.7583951725643663,1.7442800998687744,0.7320106907894737,0.6272136739432741,0.7320106907894737,0.7262646829217088,1.3209644788742065,0.8348,0.6964341046366861,0.8348,0.8368270837846514
8,1.6395175872530257,0.7686160714285715,0.5219821408151001,0.7686160714285715,0.7627645868843226,1.7017882309461896,0.7310855263157895,0.6864754079323405,0.7310855263157895,0.7240101713146938,1.3106834760665893,0.8317,0.8335257454132584,0.8317,0.8343172935930101
9,1.5848861367361886,0.7754464285714285,0.672652240732712,0.7754464285714285,0.7708642832797465,1.653905335225557,0.737047697368421,0.6972229505455139,0.737047697368421,0.7313116908548679,1.2589012475967407,0.8421,0.8439944887783035,0.8421,0.8447284103962353
10,1.5039316885811942,0.7792857142857142,0.5739322651383565,0.7792857142857142,0.7752208446539883,1.5792664728666608,0.7393092105263158,0.6992320132459355,0.7393092105263158,0.7339589899790568,1.1920022214889527,0.8449,0.8467748814276792,0.8449,0.8474389929771003
11,1.4568268483025688,0.7827901785714285,0.6237552221082275,0.7827901785714285,0.7785126422198064,1.536523329584222,0.740234375,0.6983126134562682,0.740234375,0.7343031598973532,1.1477047492980956,0.8482,0.8496466898232578,0.8482,0.8502773106456302
12,1.4079820707866124,0.7898772321428571,0.6898564613811461,0.7898772321428571,0.7860744333203551,1.4940774189798456,0.7416735197368421,0.7038149774827829,0.7416735197368421,0.736673046669292,1.090111050224304,0.8536,0.8549681351389191,0.8536,0.8556005374544353
13,1.3566316502434868,0.7934151785714286,0.5443856221774016,0.7934151785714286,0.7898338539442286,1.4482299528623883,0.7446546052631579,0.7065940973150651,0.7446546052631579,0.7395356856073122,1.0509699791908265,0.8518,0.853024954777214,0.8518,0.8537778110130788
14,1.3172724996294294,0.7968303571428571,0.5478910036416258,0.7968303571428571,0.7934085045889439,1.4122463151028282,0.742907072368421,0.6409621626850575,0.742907072368421,0.7379156792614439,1.0157886572837829,0.8534,0.8549964450739411,0.8534,0.8554780454186275
15,1.2862313454491752,0.8000892857142857,0.551108105847218,0.8000892857142857,0.7970678569372033,1.3842110194657977,0.7435238486842105,0.7050056489079011,0.7435238486842105,0.7387585620866415,0.9923937541007996,0.8561,0.857526797046928,0.8561,0.8581011476582766
16,1.2440596164975848,0.8040736607142858,0.7042627948063743,0.8040736607142858,0.8012610569896836,1.3495426554428904,0.7462993421052632,0.6440409108554705,0.7462993421052632,0.7421280896814649,0.9507177792549133,0.8614,0.8626421362805926,0.8614,0.8631802688865485
