global_round,train_loss,train_accuracy,train_f1_macro,train_f1_micro,train_f1_weighted,dev_loss,dev_accuracy,dev_f1_macro,dev_f1_micro,dev_f1_weighted,test_loss,test_accuracy,test_f1_macro,test_f1_micro,test_f1_weighted
1,0.7097979204995292,0.7270200892857143,0.3770757969156028,0.7270200892857143,0.70873605278837,0.7170851042396144,0.7261513157894737,0.3883878480435916,0.7261513157894737,0.7090375194686611,0.8835096971656891,0.6415583074447303,0.21538000078312605,0.6415583074447303,0.5937315649127111
2,0.6625449865204948,0.7336941964285715,0.39503671093494785,0.7336941964285715,0.717595811642397,0.6711237054122122,0.7298519736842105,0.3941875610790705,0.7298519736842105,0.7141109189607701,0.8799261985169375,0.6409128852095041,0.21394720310228774,0.6409128852095041,0.5932294369324014
3,0.6360451371329171,0.7348214285714286,0.4110583875630863,0.7348214285714286,0.7231234326252595,0.6461807708991202,0.732421875,0.415413936176817,0.732421875,0.7213480993804611,0.8850073738734102,0.6384602807156442,0.2314235095038258,0.6384602807156442,0.5957925740146152
4,0.6177647832461766,0.7400558035714285,0.4226664140383642,0.7400558035714285,0.7296465837275354,0.6295399603090788,0.7391036184210527,0.42760949299729145,0.7391036184210527,0.729299855884439,0.8803989276233901,0.6427803068767588,0.2353727548207589,0.6427803068767588,0.6007914459471082
5,0.6080600503512791,0.7441629464285714,0.4436537798865801,0.7441629464285714,0.735109813511698,0.621089894520609,0.7427014802631579,0.4465179706291159,0.7427014802631579,0.7337116827427206,0.891530865428934,0.6400609278590054,0.23836828321595757,0.6400609278590054,0.5991773593024186
6,0.5979840809958322,0.744765625,0.4319762867691369,0.744765625,0.7339162546459449,0.6101308998308683,0.7427014802631579,0.43710884895290353,0.7427014802631579,0.7323608619581202,0.8806128685856409,0.6444411934287411,0.24067163036768288,0.6444411934287411,0.6042738959177569
7,0.5893637956891741,0.7472321428571429,0.4456941226204808,0.7472321428571429,0.7384282331206068,0.6022066630815205,0.7445518092105263,0.4452999800762689,0.7445518092105263,0.7357132536818679,0.8829523774190219,0.6437097148954847,0.25021547625245105,0.6437097148954847,0.6063022151489589
8,0.5898771752629961,0.7458258928571428,0.45773835252088546,0.7458258928571428,0.7394602209585082,0.6012884786254481,0.7461965460526315,0.46696533162842485,0.7461965460526315,0.739962134101228,0.8968539498311362,0.6393122380661429,0.24874210615408607,0.6393122380661429,0.6013054133179204
9,0.5831567968641008,0.7475558035714286,0.45623929967997195,0.7475558035714286,0.7407454082786895,0.5948989359956038,0.7470189144736842,0.45232776719903767,0.7470189144736842,0.7399919544171697,0.9053827800949792,0.6359216199237541,0.24775727887038226,0.6359216199237541,0.5982369710345251
10,0.5808550821031843,0.7495870535714285,0.46038058502502416,0.7495870535714285,0.7422808328121102,0.5938797969567148,0.7484580592105263,0.46388907918743005,0.7484580592105263,0.7411190820378674,0.9113881631530403,0.6403277023828989,0.2504968516686851,0.6403277023828989,0.6028458247766261
11,0.5783505300113133,0.7493861607142858,0.4637790880529344,0.7493861607142858,0.7433806829619548,0.5918991973525599,0.7503083881578947,0.4680462589450454,0.7503083881578947,0.7443080046369976,0.9126911563665983,0.6367133378656317,0.26012371551469593,0.6367133378656317,0.602238812040334
12,0.5792311045101711,0.7488950892857142,0.46501057237615323,0.7488950892857142,0.743195657250883,0.5925617092534116,0.7502055921052632,0.469652011182846,0.7502055921052632,0.7444681110481183,0.9016644282679459,0.6377374078121907,0.27725062516459753,0.6377374078121907,0.6066770853522461
13,0.5751606866291591,0.7511272321428571,0.46530432705452496,0.7511272321428571,0.745160599031492,0.5872668278844733,0.7523643092105263,0.47231678401697785,0.7523643092105263,0.7464762217599233,0.9081794936949346,0.638365618787811,0.2745048483522948,0.638365618787811,0.6066570530466142
14,0.5664325370107378,0.7548549107142857,0.46478709682002445,0.7548549107142857,0.7476816862680146,0.5785296041714517,0.7562705592105263,0.46893410469978614,0.7562705592105263,0.749092745650224,0.9134570016917015,0.6423242084971988,0.26196763633591374,0.6423242084971988,0.6073829806689008
15,0.5645354950428009,0.7548772321428572,0.46691780463818705,0.7548772321428572,0.7483975975597832,0.5759806444770411,0.7540090460526315,0.47350979077879307,0.7540090460526315,0.7476208206653643,0.9058695210304264,0.6446047003949984,0.27420348116815424,0.6446047003949984,0.6123432348795016
16,0.5639334736551558,0.7544308035714286,0.4671687425441287,0.7544308035714286,0.7482361040573836,0.5759508092152444,0.7560649671052632,0.47484224387122215,0.7560649671052632,0.7498158578843537,0.9161289470363583,0.6421348846415325,0.2709788930950653,0.6421348846415325,0.609672559736563
17,0.5614877447060176,0.7559486607142857,0.46911364903601865,0.7559486607142857,0.7495522359347253,0.5739886901880565,0.7563733552631579,0.47715126458002255,0.7563733552631579,0.7500974129133663,0.9216891317205753,0.6452415170004216,0.2725715022897654,0.6452415170004216,0.6132002269131778
18,0.5563930177688599,0.7586383928571429,0.4657817412405175,0.7586383928571429,0.7511149281732682,0.5696138551360682,0.759046052631579,0.47293226618158807,0.759046052631579,0.7515596583226128,0.9453762114936921,0.6424532929442441,0.25630472679306127,0.6424532929442441,0.606672668392852
19,0.5565979668072292,0.7588504464285715,0.47266074793834745,0.7588504464285715,0.7521609356287797,0.5708917630346197,0.7584292763157895,0.4781230351888003,0.7584292763157895,0.7518396195383235,0.9142662486454475,0.6459385730144661,0.2782199488275805,0.6459385730144661,0.6147552100305758
