path,blob,dataset,train,method,metric,report_value,aggregate_value,difference
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,1a5777a8d3ad268c45fbf499d6e587bcd2a51a79,Census,synthetic,compare_sdv_pca_gmm,test_f1_micro_end,0.7608650010497585,0.7608650010497585,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,1a5777a8d3ad268c45fbf499d6e587bcd2a51a79,Census,synthetic,compare_sdv_pca_gmm,test_f1_binary_end,0.633290405666452,0.633290406,-3.3354796702411704e-10
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_rf_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,5921e8c62eefad2030f2a8b7e32e692bf3c95d1b,Census,synthetic,compare_sdv_rf,test_f1_macro_end,0.7482532033108433,0.7482532033108433,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_rf_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,5921e8c62eefad2030f2a8b7e32e692bf3c95d1b,Census,synthetic,compare_sdv_rf,test_f1_micro_end,0.834138148225908,0.834138148,2.259080700284244e-10
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_rf_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,5921e8c62eefad2030f2a8b7e32e692bf3c95d1b,Census,synthetic,compare_sdv_rf,test_f1_binary_end,0.6012115093387178,0.6012115093387178,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_tvae_categoricalNB_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,498ec37598bd8fef388d7658708dc6fe7c9ed86f,Census,synthetic,compare_sdv_tvae_categoricalNB,test_f1_macro_end,0.7121166376799553,0.7121166376799553,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_tvae_categoricalNB_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,498ec37598bd8fef388d7658708dc6fe7c9ed86f,Census,synthetic,compare_sdv_tvae_categoricalNB,test_f1_micro_end,0.7525719084610539,0.7525719084610539,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_tvae_gaussianNB_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,70bc689b5312b783e8d43b9c113d6b506bd1312e,Census,synthetic,compare_sdv_tvae_gaussianNB,test_f1_macro_end,0.6003994756881593,0.6003994756881593,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_tvae_gaussianNB_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,70bc689b5312b783e8d43b9c113d6b506bd1312e,Census,synthetic,compare_sdv_tvae_gaussianNB,test_f1_micro_end,0.7861641822380853,0.7861641822380853,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_tvae_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,a90f0bd3ae4b6f625347b824a56ab5ce66297168,Census,synthetic,compare_sdv_tvae_pca_gmm,test_f1_macro_end,0.7004852002408257,0.7004852002408257,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_tvae_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,a90f0bd3ae4b6f625347b824a56ab5ce66297168,Census,synthetic,compare_sdv_tvae_pca_gmm,test_f1_micro_end,0.7243334033172371,0.7243334033172371,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_tvae_rf_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,369637a7eb06beabf22ba7eef3896c2fed6ad069,Census,synthetic,compare_sdv_tvae_rf,test_f1_macro_end,0.7520767058893754,0.7520767058893754,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_tvae_rf_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,369637a7eb06beabf22ba7eef3896c2fed6ad069,Census,synthetic,compare_sdv_tvae_rf,test_f1_micro_end,0.8376023514591644,0.8376023514591644,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_tvae_xgb_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,9463997c1a3a60922599144f380ec07a69aa7852,Census,synthetic,compare_sdv_tvae_xgb,test_f1_macro_end,0.7298005193162309,0.7298005193162309,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_tvae_xgb_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,9463997c1a3a60922599144f380ec07a69aa7852,Census,synthetic,compare_sdv_tvae_xgb,test_f1_micro_end,0.8254251522149906,0.8254251522149906,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_xgb_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,c91d454c0eac74c843a382d1e2bf3a2d2d60e876,Census,synthetic,compare_sdv_xgb,test_f1_macro_end,0.728075273881734,0.728075274,-1.1826606360898495e-10
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_xgb_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,c91d454c0eac74c843a382d1e2bf3a2d2d60e876,Census,synthetic,compare_sdv_xgb,test_f1_micro_end,0.8244803695150116,0.8244803695150116,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_xgb_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,c91d454c0eac74c843a382d1e2bf3a2d2d60e876,Census,synthetic,compare_sdv_xgb,test_f1_binary_end,0.5661650233523612,0.5661650233523612,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_ctgan_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,437d9b0be36729c9f3cdce9d081f15a18846afb6,Census,synthetic,ctgan,test_f1_macro_end,0.7598101739997537,0.7598101739997537,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_ctgan_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,437d9b0be36729c9f3cdce9d081f15a18846afb6,Census,synthetic,ctgan,test_f1_micro_end,0.8095737980264539,0.8095737980264539,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_ctgan_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,437d9b0be36729c9f3cdce9d081f15a18846afb6,Census,synthetic,ctgan,test_f1_binary_end,0.6504816955684007,0.6504816955684007,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_gaussian_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,9ccd377cebb98751e0322c5acdf090291e477005,Census,synthetic,gaussian,test_f1_macro_end,0.6345683180015191,0.6345683180015191,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_gaussian_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,9ccd377cebb98751e0322c5acdf090291e477005,Census,synthetic,gaussian,test_f1_micro_end,0.7979214780600462,0.7979214780600462,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_gaussian_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,9ccd377cebb98751e0322c5acdf090291e477005,Census,synthetic,gaussian,test_f1_binary_end,0.3902439024390244,0.3902439024390244,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,67a7f8ddf9129180d5a3ece661f93cc188ffce6b,Census,synthetic,pca_gmm,test_f1_macro_end,0.7352284277385774,0.7352284277385774,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,67a7f8ddf9129180d5a3ece661f93cc188ffce6b,Census,synthetic,pca_gmm,test_f1_micro_end,0.8155574217929876,0.8155574217929876,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,67a7f8ddf9129180d5a3ece661f93cc188ffce6b,Census,synthetic,pca_gmm,test_f1_binary_end,0.5893900444028979,0.5893900444028979,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_sdv_tvae_categorical_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,59f0cc7df1e70709c8f785b46bf2f4130c0403a8,Census,synthetic,sdv_tvae_categorical,test_f1_macro_end,0.7107402488555818,0.7107402488555818,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_sdv_tvae_categorical_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,59f0cc7df1e70709c8f785b46bf2f4130c0403a8,Census,synthetic,sdv_tvae_categorical,test_f1_micro_end,0.7496325845055637,0.7496325845055637,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_sdv_tvae_gaussian_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,8824c04cf6acda2baea041825845f38516320b08,Census,synthetic,sdv_tvae_gaussian,test_f1_macro_end,0.6198234694351733,0.6198234694351733,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_sdv_tvae_gaussian_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,8824c04cf6acda2baea041825845f38516320b08,Census,synthetic,sdv_tvae_gaussian,test_f1_micro_end,0.793092588704598,0.793092589,-2.954020361656262e-10
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_sdv_tvae_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,3c45b9c4b8d5104059c1d476ced634c31a233eb8,Census,synthetic,sdv_tvae_pca_gmm,test_f1_macro_end,0.7055690671344098,0.7055690671344098,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_sdv_tvae_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,3c45b9c4b8d5104059c1d476ced634c31a233eb8,Census,synthetic,sdv_tvae_pca_gmm,test_f1_micro_end,0.7312618097837498,0.7312618097837498,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_sdv_tvae_rf_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,1f1c0591be11739141e798735af9456e20688c2a,Census,synthetic,sdv_tvae_rf,test_f1_macro_end,0.7450013875541358,0.7450013875541358,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_sdv_tvae_rf_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,1f1c0591be11739141e798735af9456e20688c2a,Census,synthetic,sdv_tvae_rf,test_f1_micro_end,0.8378123031702709,0.8378123031702709,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_sdv_tvae_xgb_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,08abda1eb9e704e263420910b1f58c1e1aee990a,Census,synthetic,sdv_tvae_xgb,test_f1_macro_end,0.7282080396366846,0.7282080396366846,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_sdv_tvae_xgb_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,08abda1eb9e704e263420910b1f58c1e1aee990a,Census,synthetic,sdv_tvae_xgb,test_f1_micro_end,0.8307789208482049,0.8307789208482049,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_tvae_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,edf8f86bf3344d48d410ee981d69f3a1fb995f67,Census,synthetic,tvae,test_f1_macro_end,0.7222924020703038,0.7222924020703038,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_tvae_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,edf8f86bf3344d48d410ee981d69f3a1fb995f67,Census,synthetic,tvae,test_f1_micro_end,0.8045349569598992,0.8045349569598992,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_tvae_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,edf8f86bf3344d48d410ee981d69f3a1fb995f67,Census,synthetic,tvae,test_f1_binary_end,0.5711653615845232,0.5711653615845232,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_xgb_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,8e5d02cac71110a8d3b01757df8e5fde5c96b733,Census,synthetic,xgb,test_f1_macro_end,0.7280140604893692,0.7280140604893692,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_xgb_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,8e5d02cac71110a8d3b01757df8e5fde5c96b733,Census,synthetic,xgb,test_f1_micro_end,0.8200713835817762,0.8200713835817762,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_xgb_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,8e5d02cac71110a8d3b01757df8e5fde5c96b733,Census,synthetic,xgb,test_f1_binary_end,0.5697791164658634,0.5697791164658634,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_original_test_original_lr0.001_B512_G500.weight.pth.report.txt,d5a55f6ca39ac42e35e2e918d55f2f3c5443ff43,Census_Kdd,original,none,test_f1_macro_end,0.7966883797103912,0.7966883797103912,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_original_test_original_lr0.001_B512_G500.weight.pth.report.txt,d5a55f6ca39ac42e35e2e918d55f2f3c5443ff43,Census_Kdd,original,none,test_f1_micro_end,0.8559731261809784,0.8559731261809784,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_original_test_original_lr0.001_B512_G500.weight.pth.report.txt,d5a55f6ca39ac42e35e2e918d55f2f3c5443ff43,Census_Kdd,original,none,test_f1_binary_end,0.6869009584664537,0.6869009584664537,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_categorical_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,9c7b8137e2c3260710592444f923af399eb49414,Census_Kdd,synthetic,categorical,test_f1_macro_end,0.7202976902626278,0.7202976902626278,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_categorical_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,9c7b8137e2c3260710592444f923af399eb49414,Census_Kdd,synthetic,categorical,test_f1_micro_end,0.7660088179718665,0.7660088179718665,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_categorical_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,9c7b8137e2c3260710592444f923af399eb49414,Census_Kdd,synthetic,categorical,test_f1_binary_end,0.6072246696035243,0.6072246696035243,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_categorical_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,1a9608e67e0990cb233a7665fbc423473d51378a,Census_Kdd,synthetic,compare_sdv_categorical,test_f1_macro_end,0.7172767629855854,0.7172767629855854,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_categorical_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,1a9608e67e0990cb233a7665fbc423473d51378a,Census_Kdd,synthetic,compare_sdv_categorical,test_f1_micro_end,0.7590804115053538,0.7590804115053538,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_categorical_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,1a9608e67e0990cb233a7665fbc423473d51378a,Census_Kdd,synthetic,compare_sdv_categorical,test_f1_binary_end,0.6085621695377793,0.6085621695377793,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_gaussian_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,87c5e8f14b5062d6f4c25bd3f7a9dc8e526a5596,Census_Kdd,synthetic,compare_sdv_gaussian,test_f1_macro_end,0.5966279574314135,0.5966279574314135,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_gaussian_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,87c5e8f14b5062d6f4c25bd3f7a9dc8e526a5596,Census_Kdd,synthetic,compare_sdv_gaussian,test_f1_micro_end,0.7855343271047659,0.7855343271047659,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_gaussian_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,87c5e8f14b5062d6f4c25bd3f7a9dc8e526a5596,Census_Kdd,synthetic,compare_sdv_gaussian,test_f1_binary_end,0.32058530096441634,0.3205853009644163,5.551115123125783e-17
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,474882246d43339d0d772c11fafcd8c3170a395b,Census_Kdd,synthetic,compare_sdv_pca_gmm,test_f1_macro_end,0.7283041707884634,0.7283041707884634,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,474882246d43339d0d772c11fafcd8c3170a395b,Census_Kdd,synthetic,compare_sdv_pca_gmm,test_f1_micro_end,0.7617048078941844,0.7617048078941844,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,474882246d43339d0d772c11fafcd8c3170a395b,Census_Kdd,synthetic,compare_sdv_pca_gmm,test_f1_binary_end,0.6330423537019075,0.6330423537019075,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_rf_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,30e7a7280e4b1433325fb4824905b647560578e3,Census_Kdd,synthetic,compare_sdv_rf,test_f1_macro_end,0.7445281070104595,0.7445281070104595,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_rf_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,30e7a7280e4b1433325fb4824905b647560578e3,Census_Kdd,synthetic,compare_sdv_rf,test_f1_micro_end,0.8328784379592694,0.8328784379592694,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_rf_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,30e7a7280e4b1433325fb4824905b647560578e3,Census_Kdd,synthetic,compare_sdv_rf,test_f1_binary_end,0.5942915392456677,0.5942915392456677,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_tvae_categoricalNB_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,e437660adb28e428a4a404febebfb1135e45a910,Census_Kdd,synthetic,compare_sdv_tvae_categoricalNB,test_f1_macro_end,0.7127147230312312,0.7127147230312312,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_tvae_categoricalNB_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,e437660adb28e428a4a404febebfb1135e45a910,Census_Kdd,synthetic,compare_sdv_tvae_categoricalNB,test_f1_micro_end,0.7535166911610329,0.7535166911610329,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_tvae_categoricalNB_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,e437660adb28e428a4a404febebfb1135e45a910,Census_Kdd,synthetic,compare_sdv_tvae_categoricalNB,test_f1_binary_end,0.6044474393530997,0.6044474393530997,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_tvae_gaussianNB_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,2dc27476b60e4a9fe54ec221f4414548fd178bfd,Census_Kdd,synthetic,compare_sdv_tvae_gaussianNB,test_f1_macro_end,0.6026063810156576,0.6026063810156576,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_tvae_gaussianNB_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,2dc27476b60e4a9fe54ec221f4414548fd178bfd,Census_Kdd,synthetic,compare_sdv_tvae_gaussianNB,test_f1_micro_end,0.787003989082511,0.787003989,8.25109980340244e-11
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_tvae_gaussianNB_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,2dc27476b60e4a9fe54ec221f4414548fd178bfd,Census_Kdd,synthetic,compare_sdv_tvae_gaussianNB,test_f1_binary_end,0.33190648666447153,0.3319064866644715,5.551115123125783e-17
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_tvae_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,88af5f46ce0b7f48a12f7c33789f27ed5fb1b707,Census_Kdd,synthetic,compare_sdv_tvae_pca_gmm,test_f1_macro_end,0.6966824844551529,0.6966824844551529,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_tvae_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,88af5f46ce0b7f48a12f7c33789f27ed5fb1b707,Census_Kdd,synthetic,compare_sdv_tvae_pca_gmm,test_f1_micro_end,0.719609489817342,0.71960949,-1.8265799983652187e-10
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_tvae_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,88af5f46ce0b7f48a12f7c33789f27ed5fb1b707,Census_Kdd,synthetic,compare_sdv_tvae_pca_gmm,test_f1_binary_end,0.6132908643405242,0.6132908643405242,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_tvae_rf_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,3b20bf9aeccd99e597cf6d02ee047610a92420f1,Census_Kdd,synthetic,compare_sdv_tvae_rf,test_f1_macro_end,0.7457132594898384,0.7457132594898384,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_tvae_rf_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,3b20bf9aeccd99e597cf6d02ee047610a92420f1,Census_Kdd,synthetic,compare_sdv_tvae_rf,test_f1_micro_end,0.8363426411925258,0.8363426411925258,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_tvae_rf_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,3b20bf9aeccd99e597cf6d02ee047610a92420f1,Census_Kdd,synthetic,compare_sdv_tvae_rf,test_f1_binary_end,0.593904662672571,0.593904663,-3.274289728238955e-10
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_tvae_xgb_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,94534c0f6ebf9a21aed338e016f6b016b2613715,Census_Kdd,synthetic,compare_sdv_tvae_xgb,test_f1_macro_end,0.7305027309961896,0.7305027309961896,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_tvae_xgb_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,94534c0f6ebf9a21aed338e016f6b016b2613715,Census_Kdd,synthetic,compare_sdv_tvae_xgb,test_f1_micro_end,0.8267898383371824,0.8267898383371824,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_tvae_xgb_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,94534c0f6ebf9a21aed338e016f6b016b2613715,Census_Kdd,synthetic,compare_sdv_tvae_xgb,test_f1_binary_end,0.5694154488517745,0.5694154488517745,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_xgb_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,fb197a922bb4ed27b5e8d5fb04f1caddaeb27878,Census_Kdd,synthetic,compare_sdv_xgb,test_f1_macro_end,0.7258275330732971,0.7258275330732971,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_xgb_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,fb197a922bb4ed27b5e8d5fb04f1caddaeb27878,Census_Kdd,synthetic,compare_sdv_xgb,test_f1_micro_end,0.8240604660927987,0.8240604660927987,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_compare_sdv_xgb_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,fb197a922bb4ed27b5e8d5fb04f1caddaeb27878,Census_Kdd,synthetic,compare_sdv_xgb,test_f1_binary_end,0.5617154811715481,0.5617154811715481,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_ctgan_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,63d3b9e9509d0e90922945e445247bf1bf809424,Census_Kdd,synthetic,ctgan,test_f1_macro_end,0.7706779512645434,0.7706779512645434,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_ctgan_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,63d3b9e9509d0e90922945e445247bf1bf809424,Census_Kdd,synthetic,ctgan,test_f1_micro_end,0.8221709006928406,0.8221709006928406,0.0
src/modeling_thuy/output/census_kdd/acc/DNN_Census_Kdd_train_synthetic_augment_ctgan_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,63d3b9e9509d0e90922945e445247bf1bf809424,Census_Kdd,synthetic,ctgan,test_f1_binary_end,0.6620111731843575,0.6620111731843575,0.0
