source,source_row,source_col,method,metric,train,dataset,value
April02.csv,5,2,categorical,test_f1_macro_end,mix,Adult_mix,0.7347982198431702
April02.csv,5,8,categorical,test_f1_macro_end,synthetic,Adult,0.7187076670888153
April02.csv,5,9,categorical,test_f1_macro_end,synthetic,Census,0.7165263753134499
April02.csv,5,10,categorical,test_f1_macro_end,synthetic,Covertype,0.4801810746254698
April02.csv,5,11,categorical,test_f1_macro_end,synthetic,MNIST12,0.791463152
April02.csv,5,12,categorical,test_f1_macro_end,synthetic,MNIST28,0.8051613021162994
April02.csv,5,13,categorical,test_f1_macro_max,mix,Adult_mix,0.7433453135316489
April02.csv,5,19,categorical,test_f1_macro_max,synthetic,Adult,0.7187076670888153
April02.csv,5,20,categorical,test_f1_macro_max,synthetic,Census,0.7187288961250002
April02.csv,5,21,categorical,test_f1_macro_max,synthetic,Covertype,0.4803481342357591
April02.csv,5,22,categorical,test_f1_macro_max,synthetic,MNIST12,0.7949670962628057
April02.csv,5,23,categorical,test_f1_macro_max,synthetic,MNIST28,0.8104945617915569
April02.csv,5,24,categorical,test_f1_micro_end,mix,Adult_mix,0.7793407516271258
April02.csv,5,30,categorical,test_f1_micro_end,synthetic,Adult,0.7630694940163762
April02.csv,5,31,categorical,test_f1_micro_end,synthetic,Census,0.7595003149275666
April02.csv,5,32,categorical,test_f1_micro_end,synthetic,Covertype,0.6309647771572162
April02.csv,5,33,categorical,test_f1_micro_end,synthetic,MNIST12,0.7922
April02.csv,5,34,categorical,test_f1_micro_end,synthetic,MNIST28,0.8084
April02.csv,5,35,categorical,test_f1_micro_max,mix,Adult_mix,0.791727903
April02.csv,5,41,categorical,test_f1_micro_max,synthetic,Adult,0.7634893974385891
April02.csv,5,42,categorical,test_f1_micro_max,synthetic,Census,0.7644341801385681
April02.csv,5,43,categorical,test_f1_micro_max,synthetic,Covertype,0.6312401573109128
April02.csv,5,44,categorical,test_f1_micro_max,synthetic,MNIST12,0.7957
April02.csv,5,45,categorical,test_f1_micro_max,synthetic,MNIST28,0.8136
April02.csv,6,8,compare_sdv_categorical,test_f1_macro_end,synthetic,Adult,0.7170661259844104
