source,source_row,source_col,method,metric,train,dataset,value
Mar23.csv,17,11,gaussian,test_f1_macro_max,mix,Adult_mix,0.6655876388468094
Mar23.csv,17,15,gaussian,test_f1_macro_max,synthetic,Adult,0.5886325070164034
Mar23.csv,17,16,gaussian,test_f1_macro_max,synthetic,Census,0.6541053797622616
Mar23.csv,17,17,gaussian,test_f1_macro_max,synthetic,Covertype,0.3601275943805416
Mar23.csv,17,18,gaussian,test_f1_macro_max,synthetic,MNIST12,0.3236030574819976
Mar23.csv,17,19,gaussian,test_f1_macro_max,synthetic,MNIST28,0.4865010567349731
Mar23.csv,17,20,gaussian,test_f1_micro_end,mix,Adult_mix,0.8108335082930926
Mar23.csv,17,24,gaussian,test_f1_micro_end,synthetic,Adult,0.7777661137938274
Mar23.csv,17,25,gaussian,test_f1_micro_end,synthetic,Census,0.7979214780600462
Mar23.csv,17,26,gaussian,test_f1_micro_end,synthetic,Covertype,0.4427596533652315
Mar23.csv,17,27,gaussian,test_f1_micro_end,synthetic,MNIST12,0.3752
Mar23.csv,17,28,gaussian,test_f1_micro_end,synthetic,MNIST28,0.4939
Mar23.csv,17,29,gaussian,test_f1_micro_max,mix,Adult_mix,0.8112534117153055
Mar23.csv,17,33,gaussian,test_f1_micro_max,synthetic,Adult,0.7831198824270418
Mar23.csv,17,34,gaussian,test_f1_micro_max,synthetic,Census,0.801595633
Mar23.csv,17,35,gaussian,test_f1_micro_max,synthetic,Covertype,0.4441795822827293
Mar23.csv,17,36,gaussian,test_f1_micro_max,synthetic,MNIST12,0.3885
Mar23.csv,17,37,gaussian,test_f1_micro_max,synthetic,MNIST28,0.5075
Mar23.csv,18,3,none,test_f1_macro_end,original,Covertype,0.9067320812111248
Mar23.csv,18,4,none,test_f1_macro_end,original,MNIST12,0.9589100035025108
Mar23.csv,18,5,none,test_f1_macro_end,original,MNIST28,0.977846374
Mar23.csv,18,12,none,test_f1_macro_max,original,Covertype,0.9087902643511816
Mar23.csv,18,13,none,test_f1_macro_max,original,MNIST12,0.9598955126444318
Mar23.csv,18,14,none,test_f1_macro_max,original,MNIST28,0.9791516826589722
Mar23.csv,18,21,none,test_f1_micro_end,original,Covertype,0.9400445771623795
Mar23.csv,18,22,none,test_f1_micro_end,original,MNIST12,0.9591
Mar23.csv,18,23,none,test_f1_micro_end,original,MNIST28,0.9779
Mar23.csv,18,30,none,test_f1_micro_max,original,Covertype,0.9400445771623795
Mar23.csv,18,31,none,test_f1_micro_max,original,MNIST12,0.9601
Mar23.csv,18,32,none,test_f1_micro_max,original,MNIST28,0.9792
Mar23.csv,19,2,pca_gmm,test_f1_macro_end,mix,Adult_mix,0.750671679
Mar23.csv,19,6,pca_gmm,test_f1_macro_end,synthetic,Adult,0.7178603513405275
Mar23.csv,19,7,pca_gmm,test_f1_macro_end,synthetic,Census,0.7352284277385774
Mar23.csv,19,8,pca_gmm,test_f1_macro_end,synthetic,Covertype,0.4678613556494798
Mar23.csv,19,9,pca_gmm,test_f1_macro_end,synthetic,MNIST12,0.7829122790243647
Mar23.csv,19,10,pca_gmm,test_f1_macro_end,synthetic,MNIST28,0.7841584049272095
Mar23.csv,19,11,pca_gmm,test_f1_macro_max,mix,Adult_mix,0.7668110871760498
Mar23.csv,19,15,pca_gmm,test_f1_macro_max,synthetic,Adult,0.7557740442737708
Mar23.csv,19,16,pca_gmm,test_f1_macro_max,synthetic,Census,0.7542975510755553
Mar23.csv,19,17,pca_gmm,test_f1_macro_max,synthetic,Covertype,0.4792203624228391
Mar23.csv,19,18,pca_gmm,test_f1_macro_max,synthetic,MNIST12,0.787593435
Mar23.csv,19,19,pca_gmm,test_f1_macro_max,synthetic,MNIST28,0.7985447929975746
Mar23.csv,19,20,pca_gmm,test_f1_micro_end,mix,Adult_mix,0.8282595003149276
Mar23.csv,19,24,pca_gmm,test_f1_micro_end,synthetic,Adult,0.8104136048708797
Mar23.csv,19,25,pca_gmm,test_f1_micro_end,synthetic,Census,0.8155574217929876
Mar23.csv,19,26,pca_gmm,test_f1_micro_end,synthetic,Covertype,0.7003777871483524
Mar23.csv,19,27,pca_gmm,test_f1_micro_end,synthetic,MNIST12,0.783
Mar23.csv,19,28,pca_gmm,test_f1_micro_end,synthetic,MNIST28,0.7866
Mar23.csv,19,29,pca_gmm,test_f1_micro_max,mix,Adult_mix,0.8339281965148015
Mar23.csv,19,33,pca_gmm,test_f1_micro_max,synthetic,Adult,0.8252152005038841
Mar23.csv,19,34,pca_gmm,test_f1_micro_max,synthetic,Census,0.8289943313038002
Mar23.csv,19,35,pca_gmm,test_f1_micro_max,synthetic,Covertype,0.7050592497611937
Mar23.csv,19,36,pca_gmm,test_f1_micro_max,synthetic,MNIST12,0.7878
