"","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1","with_y_minus_no_y",-0.00254934121433202,0.0209079786989033,69.0172957034987,-0.0537124696129937,0.0486137871843297,-0.121931500459475,0.999095982100141
"2","decoupled_minus_joint",0.117611011347507,0.0313619680483549,69.0172957034987,0.0408663187495143,0.1943557039455,3.75011578247164,0.00109151513953165
"3","historical_third_contrast",-0.121435023169005,0.0443525205566952,69.0172957034987,-0.22996840828124,-0.0129016380567698,-2.73795089083554,0.0233885652641292
