global_round,train_loss,train_accuracy,train_f1_macro,train_f1_micro,train_f1_weighted,train_f1_binary,dev_loss,dev_accuracy,dev_f1_macro,dev_f1_micro,dev_f1_weighted,dev_f1_binary,test_loss,test_accuracy,test_f1_macro,test_f1_micro,test_f1_weighted,test_f1_binary
1,0.2373136259828295,0.9006026785714286,0.864876227918747,0.9006026785714286,0.9033741305299431,0.795396066899467,0.2399985107936357,0.8985402960526315,0.8619753756023146,0.8985402960526315,0.9014394918622533,0.7909341241262444,0.07996632486581802,0.9488,0.49455062391407356,0.9488,0.9720874680145316,0.015384615384615385
2,0.18362908022744315,0.9246875,0.8944552671846102,0.9246875,0.9257542084690252,0.837967631945445,0.18997452682570407,0.9214638157894737,0.8901816152933222,0.9214638157894737,0.9227411321425523,0.8315696649029982,0.056498390763998034,0.9707,0.5025972740632999,0.9707,0.9834870551874266,0.020066889632107024
3,0.1609521734714508,0.93703125,0.9105984138428262,0.93703125,0.9375336475016738,0.861986301369863,0.16921187231415197,0.9307154605263158,0.9020285131759638,0.9307154605263158,0.9314784112537187,0.8490143369175627,0.05629542008638382,0.9882,0.521225144281643,0.9882,0.992455542427567,0.04838709677419355
4,0.15081187388726644,0.9401785714285714,0.9146658165999186,0.9401785714285714,0.9405191442089832,0.8680063041765169,0.16019307782775477,0.9333881578947368,0.9050575018855225,0.9333881578947368,0.9338679770593641,0.8531943815133666,0.05266815152168274,0.9935,0.5406227318247383,0.9935,0.9951876280514134,0.08450704225352113
5,0.1375182881951332,0.9464955357142857,0.9229100879000276,0.9464955357142857,0.9465364628432612,0.8802697302697303,0.1493662344781976,0.9386307565789473,0.9114593655086087,0.9386307565789473,0.9387063867266658,0.8624106937082276,0.05278297381997109,0.9931,0.5382685069008784,0.9931,0.9949789008782937,0.08
6,0.13364797911473683,0.9468638392857143,0.9234938014191547,0.9468638392857143,0.9469228295066978,0.881209611018239,0.1456048010211242,0.938219572368421,0.9110704398295195,0.938219572368421,0.938366051409096,0.8619342981851597,0.05364666380882263,0.9929,0.5371791787994167,0.9929,0.9948748055337725,0.07792207792207792
7,0.12739747405052185,0.949453125,0.9269200270606375,0.949453125,0.9494046647769077,0.8863402514618416,0.13943531285775335,0.939453125,0.9125307727682993,0.939453125,0.9394880437447881,0.8640036942969291,0.050475050210952756,0.9946,0.5486459378134403,0.9946,0.9957664794383151,0.1
8,0.12318816299949374,0.9515959821428571,0.9302203831878126,0.9515959821428571,0.951619689225645,0.8915993901372191,0.13529022783041,0.9415090460526315,0.9157503332973467,0.9415090460526315,0.9416287649258204,0.8691653253621522,0.049003245639801025,0.9947,0.5495185373121896,0.9947,0.995819559055145,0.1016949152542373
9,0.11927408656903675,0.9520647321428571,0.9304937449323794,0.9520647321428571,0.9519484826074545,0.8917727100919743,0.1323943730247648,0.9419202302631579,0.9158727582202767,0.9419202302631579,0.9418769220702176,0.8690614136732329,0.0489076422214508,0.9939,0.5432459934811469,0.9939,0.9953971893904281,0.08955223880597014
10,0.11353964797088079,0.9550223214285715,0.934182317615188,0.9550223214285715,0.9547032194621322,0.8971466489714665,0.12722145687592656,0.9456208881578947,0.9205183278414794,0.9456208881578947,0.9453316140953496,0.8758507392630838,0.04694464309811592,0.9944,0.5469827432783564,0.9944,0.9956605839392437,0.0967741935483871
11,0.11204673081636429,0.9552232142857143,0.9350864251532198,0.9552232142857143,0.9551191085708179,0.898931882305522,0.12622501544262232,0.9452097039473685,0.9206900354090968,0.9452097039473685,0.9451870383266083,0.8765918036582542,0.04427614430785179,0.9956,0.5588972431077694,0.9956,0.9963022355889725,0.12
12,0.10927402211087091,0.9566852678571428,0.9368716392696776,0.9566852678571428,0.9564677785778694,0.9015049615511509,0.1244229046921981,0.9459292763157895,0.9211154655205755,0.9459292763157895,0.9456927810516123,0.87687265917603,0.040218291181325916,0.9945,0.5478011212887832,0.9945,0.9957134892569879,0.09836065573770492
13,0.10462185250861304,0.9572544642857143,0.9373472784684769,0.9572544642857143,0.9569154910983142,0.902031002199826,0.11905641657741446,0.947265625,0.9225287433941132,0.947265625,0.9468471185438697,0.8787520680690144,0.040317993247509,0.995,0.5523179187439116,0.995,0.9959793851355223,0.10714285714285714
14,0.10138632863759994,0.9597544642857143,0.9413650908854485,0.9597544642857143,0.9595594954418197,0.908528232966364,0.11666427003709894,0.9494243421052632,0.9263629522465459,0.9494243421052632,0.949254897653693,0.8851540616246498,0.04256860230565071,0.9945,0.5478011212887832,0.9945,0.9957134892569879,0.09836065573770492
15,0.0990573046888624,0.960234375,0.9417997011003092,0.960234375,0.959948863660526,0.9090444949327343,0.11532392470460189,0.9477796052631579,0.9235831625104137,0.9477796052631579,0.9474701878366522,0.8805829807240244,0.041700573736429214,0.9948,0.565362754931461,0.9948,0.9959232764961551,0.13333333333333333
16,0.09973412351948874,0.9614397321428572,0.9436073711673567,0.9614397321428572,0.9611781837701094,0.9118959581792682,0.11552443708244123,0.9489103618421053,0.9253010586193012,0.9489103618421053,0.9486297612369704,0.8833059403615873,0.03934260830879211,0.9959,0.5970115952541727,0.9959,0.9965815863785988,0.19607843137254902
17,0.09414708099194935,0.9627678571428572,0.9454102098984969,0.9627678571428572,0.9624662180350955,0.9146279045961716,0.1111246963080607,0.9508634868421053,0.9280228168146213,0.9508634868421053,0.9505467184256657,0.8874764595103578,0.04177256600856781,0.9936,0.5659616255822217,0.9936,0.9953233059617882,0.13513513513513514
18,0.09447405964136124,0.9625223214285714,0.9452197622550849,0.9625223214285714,0.9622783620788777,0.914432779533177,0.11229448138098967,0.9506578947368421,0.9280383198905533,0.9506578947368421,0.9504505278974004,0.8876930276087974,0.03815157924294472,0.9935,0.5650355499790882,0.9935,0.9952699790882475,0.13333333333333333
