global_round,train_loss,train_accuracy,train_f1_macro,train_f1_micro,train_f1_weighted,dev_loss,dev_accuracy,dev_f1_macro,dev_f1_micro,dev_f1_weighted,test_loss,test_accuracy,test_f1_macro,test_f1_micro,test_f1_weighted
1,2.6711628409794397,0.6979575892857143,0.06994357114021203,0.6979575892857143,0.703963110077356,2.672629632447895,0.6931537828947368,0.1122570447968029,0.6931537828947368,0.698998036034128,2.397090803527832,0.7079,0.15255004515940856,0.7079,0.7068379913318859
2,2.2940410695757185,0.7409486607142857,0.1311029816634536,0.7409486607142857,0.7405882522312105,2.305919371153179,0.7320106907894737,0.23543320374649634,0.7320106907894737,0.7309938391240479,2.017154376220703,0.7406,0.2819270075757474,0.7406,0.7375900810758077
3,2.0766862521852767,0.7618861607142857,0.1705778905794745,0.7618861607142857,0.7595115215997482,2.0980274049859298,0.7494860197368421,0.2695715184758708,0.7494860197368421,0.746523739015154,1.7969864416122436,0.763,0.421260245906618,0.763,0.7615540303805843
4,1.883975157737732,0.7750669642857143,0.4046497674668594,0.7750669642857143,0.7711335297219817,1.9131332886846442,0.7591488486842105,0.5062439057555836,0.7591488486842105,0.7542401090231335,1.6186304128646851,0.7803,0.5982707692109003,0.7803,0.780411350809332
5,1.7498343855994087,0.7866071428571428,0.4371044647694769,0.7866071428571428,0.7825994645199108,1.7882645443866128,0.765625,0.598609988717871,0.765625,0.7607036084816476,1.4900759490966797,0.794,0.6102296331460366,0.794,0.7953548546099836
6,1.6551490988050188,0.79421875,0.2901596180446192,0.79421875,0.7905797437609273,1.6990452063711066,0.768811677631579,0.5170572162000423,0.768811677631579,0.7645873446110106,1.3865015817642212,0.8069,0.7334687000330251,0.8069,0.8085679079179018
7,1.560747685432434,0.7991629464285714,0.5858440808170593,0.7991629464285714,0.7960671804679638,1.6098165763051886,0.7743626644736842,0.6643839591624598,0.7743626644736842,0.7706727681379814,1.3117182300567627,0.8112,0.7376065343709418,0.8112,0.8128918555424408
8,1.4826787962232317,0.8037165178571428,0.5480470100475954,0.8037165178571428,0.8005063152581189,1.538313119035018,0.7744654605263158,0.5627376105200785,0.7744654605263158,0.77071490612914,1.2491523061752319,0.8141,0.7401915245792245,0.8141,0.8156164390041245
9,1.4167290278843472,0.808125,0.5940874983483972,0.808125,0.8046674618622288,1.4772748006017584,0.7738486842105263,0.6638856294038402,0.7738486842105263,0.7694763291257254,1.1691956893920898,0.8226,0.8223251179209768,0.8226,0.8237766792144521
10,1.3589150755746024,0.8112611607142857,0.7046204475789071,0.8112611607142857,0.8076791928438641,1.4213522045235885,0.776624177631579,0.6658764218157217,0.776624177631579,0.7722411462070131,1.1358123069763184,0.8255,0.8252659818392715,0.8255,0.826624383402736
