"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"dataset",3,1.20943564262003,0.403145214206676,79.9535885390558,2.76036877348778e-19
"has_y",1,0.0118488412261477,0.0118488412261477,2.34991596743685,0.131470216073775
"tvae",1,0.0189921124045676,0.0189921124045676,3.76660192697668,0.0578226381255485
"y_synth",5,0.280920789734971,0.0561841579469941,11.1426971934841,2.75201361109402e-07
"has_y:tvae",1,0.000155231398117726,0.000155231398117726,0.0307861953858746,0.861413029907881
"has_y:y_synth",3,0.000104909392456711,3.49697974855704e-05,0.00693536894629246,0.999195471514812
"tvae:y_synth",3,0.00225562231994263,0.000751874106647544,0.149115085179331,0.929789793972009
"has_y:tvae:y_synth",3,0.000657036341142418,0.000219012113714139,0.0434354763690488,0.987818995945144
"Residuals",51,0.257154260368152,0.00504224039937553,NA,NA
