"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"y_synth",5,0.39269753777196,0.0785395075543921,90.7032605753262,1.17483359326755e-22
"dataset",3,1.53644387896092,0.512147959653638,591.466527917997,9.87577100990358e-37
"has_y",1,0.000131774833768323,0.000131774833768323,0.152183371869004,0.698258112522487
"tvae",1,0.00282523422041478,0.00282523422041478,3.26279045616807,0.07741316315679
"y_synth:dataset",15,0.313280968413295,0.0208853978942197,24.1200097429544,7.56934268445311e-17
"Residuals",46,0.0398311739245769,0.000865895085316889,NA,NA
