"","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1","rf_xgb_minus_joint",0.165206144909557,0.0255689109082252,72.2319344958019,0.102706440716436,0.227705849102678,6.46121164497516,3.1786799858935e-08
"2","categorical_pca_minus_joint",0.0700158777854582,0.0255689109082252,72.2319344958015,0.00751617359233757,0.132515581978579,2.73832069096596,0.0231337671440656
"3","rf_xgb_minus_categorical_pca",0.0951902671240989,0.0161711991519832,72.2319344958033,0.0556619834566914,0.134718550791506,5.88640744755312,3.43028065064033e-07
