"","2.5 %","97.5 %"
".sig01",NA,NA
".sig02",NA,NA
".sigma",NA,NA
"(Intercept)",0.406029799123775,0.686373820724936
"y_synthtvae",0.093472649022304,0.266048854855027
"y_synthcategorical",0.0932189873790941,0.229652457474454
"y_synthpca_gmm",0.0901400500351279,0.226573520130488
"y_synthrf",0.183149086003778,0.319582556099137
"y_synthxgb",0.190590485658642,0.327023955754002
